instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-100 15 0.533333 15 0.533333 12034 10888 10282
r-193 38 0.14936 38 0.14936 -1 -1 -1
r-463 31 0.232258 31 0.232258 20090182 25123606 17918776
r-986 28 0.349206 28 0.349206 13634644 14467501 10806114
r-145 17 0.529412 17 0.529412 36913 37512 28283
r-564 30 0.434483 30 0.434483 2568878 2822852 1822091
r-486 28 0.253968 28 0.253968 -1 -1 -1
r-409 40 0.45 40 0.45 -1 -1 2187085796
r-678 13 0.282051 13 0.282051 2013 1851 1389
r-870 16 0.4 16 0.4 11662 11302 9675
r-349 15 0.342857 15 0.342857 18617 81418 37627
r-446 12 0.166667 12 0.166667 4054662 3901340 629448
r-531 12 0.409091 12 0.409091 1989 2616 1804
r-392 23 0.166008 23 0.166008 -1 -1 5438329
r-310 24 0.48913 24 0.48913 857398 857468 607059
r-561 37 0.45045 37 0.45045 1076996939 872327919 668887726
r-944 20 0.478947 20 0.478947 91641 76251 68613
r-461 19 0.45614 19 0.45614 71946 60335 51703
r-690 35 0.463866 35 0.463866 51269270 44696778 26939382
r-170 30 0.370115 30 0.370115 48063842 47542614 34703935
r-431 13 0.512821 13 0.512821 4049 3639 2588
r-62 11 0.436364 11 0.436364 302 312 298
r-133 35 0.510924 35 0.510924 138030118 127707314 109201553
r-450 22 0.367965 22 0.367965 745381 852821 662807
r-810 21 0.428571 21 0.428571 87412 65292 40476
r-76 32 0.465726 32 0.465726 26599332 23813419 15370588
r-65 24 0.391304 24 0.391304 142820 258500 148828
r-728 27 0.512821 27 0.512821 4878163 4151662 3247184
r-809 33 0.378788 33 0.378788 153965326 174234434 154785126
r-496 12 0.166667 12 0.166667 3379562 3156174 27259
r-752 38 0.341394 38 0.341394 -1 -1 19329813
r-391 38 0.490754 38 0.490754 184584061 205607194 150642604
r-634 20 0.505263 20 0.505263 155361 140976 136537
r-530 40 0.430769 40 0.430769 -1 -1 -1
r-316 31 0.490323 31 0.490323 63119224 64191301 56550781
r-500 36 0.157143 36 0.157143 254532470 449312393 255462568
r-643 29 0.339901 29 0.339901 1219331 395653564 86276883
r-758 24 0.48913 24 0.48913 2092623 2158769 1953458
r-592 27 0.512821 27 0.512821 6431428 6594252 5510983
r-554 10 0.466667 10 0.466667 402 411 285
r-733 22 0.17316 22 0.17316 47194 41917 27513
r-34 25 0.28 25 0.28 3248268 3240662 2339467
r-825 28 0.452381 28 0.452381 1611016 1573956 992484
r-808 36 0.514286 36 0.514286 235256711 223074489 235541825
r-47 23 0.442688 23 0.442688 107922 98398 85921
r-332 13 0.538462 13 0.538462 2950 2566 2264
r-158 34 0.486631 34 0.486631 50276381 47843335 35243357
r-55 11 0.181818 11 0.181818 345181 364344 502
r-765 39 0.099865 39 0.099865 -1 -1 -1
r-633 29 0.37931 29 0.37931 40739290 19311618 1819291
r-439 19 0.350877 19 0.350877 64153 58377 49836
r-964 11 0.181818 11 0.181818 451 20435 65131
r-42 27 0.518519 27 0.518519 5489484 5056484 4670388
r-762 23 0.166008 23 0.166008 214075 246630 119387
r-429 16 0.4 16 0.4 7183 5663 3225
r-268 14 0.494505 14 0.494505 3591 2813 3235
r-920 27 0.31339 27 0.31339 12907945 13649722 10703799
r-398 20 0.268421 20 0.268421 1566079 205715529 24510269
r-479 15 0.533333 15 0.533333 11510 10189 9774
r-661 28 0.137566 28 0.137566 -1 -1 -1
r-111 27 0.39886 27 0.39886 8217494 8898483 5754378
r-955 22 0.415584 22 0.415584 198779 435801 172200
r-892 34 0.499109 34 0.499109 63219978 71216759 46878920
r-673 10 0.2 10 0.2 506 21090 7981
r-549 10 0.466667 10 0.466667 133 102 107
r-23 36 0.157143 36 0.157143 -1 -1 -1
r-951 36 0.285714 36 0.285714 355941332 386237643 281951824
r-605 33 0.170455 33 0.170455 124550980 113377981 41166035
r-308 14 0.263736 14 0.263736 2702434 3027097 34150
r-623 11 0.436364 11 0.436364 931 1249 736
r-246 30 0.496552 30 0.496552 23856168 22219209 16171268
r-968 20 0.478947 20 0.478947 130128 123336 87622
r-372 27 0.433048 27 0.433048 1016503 1120112 882971
r-335 13 0.512821 13 0.512821 5247 4949 4989
r-560 17 0.514706 17 0.514706 30727 26724 18018
r-566 14 0.362637 14 0.362637 3864 3961 3993
r-69 33 0.458333 33 0.458333 151235470 150914131 125214597
r-807 38 0.490754 38 0.490754 301914841 275058727 162860998
r-25 26 0.369231 26 0.369231 4078874 3545971 2540831
r-533 27 0.518519 27 0.518519 3696479 3663904 3465867
r-43 21 0.32381 21 0.32381 190238781 130397535 1697031
r-631 12 0.30303 12 0.30303 520 29244 28714
r-713 18 0.503268 18 0.503268 39125 45833 29247
r-724 20 0.478947 20 0.478947 99392 108319 81859
r-50 21 0.180952 21 0.180952 307341 216845 115305
r-938 40 0.480769 40 0.480769 -1 -1 1955833948
r-239 14 0.527473 14 0.527473 4909 5287 4226
r-26 14 0.43956 14 0.43956 12537 7870 4091
r-738 24 0.48913 24 0.48913 2573750 2569881 1525235
r-681 35 0.161345 35 0.161345 192442861 140760492 60015080
r-775 34 0.258467 34 0.258467 148730627 207103851 139378081
r-190 16 0.533333 16 0.533333 21923 23869 19123
r-266 37 0.24024 37 0.24024 919547913 850817545 525677798
r-144 17 0.382353 17 0.382353 16295 17180 14591
r-730 39 0.302294 39 0.302294 852107717 1251425281 1021643066
r-317 19 0.491228 19 0.491228 52266 46130 33106
r-712 15 0.533333 15 0.533333 8142 8067 7634
r-453 28 0.253968 28 0.253968 -1 -1 2487403675
r-377 10 0.466667 10 0.466667 101 106 101
r-518 39 0.22942 39 0.22942 -1 -1 -1
r-297 34 0.427807 34 0.427807 287907526 300582476 240307770
r-786 33 0.492424 33 0.492424 96337518 95334888 83854000
r-770 27 0.39886 27 0.39886 3054038 1000252 369447
r-128 38 0.102418 38 0.102418 45402783 119946642 110368688
r-576 26 0.270769 26 0.270769 -1 -1 -1
r-80 22 0.17316 22 0.17316 -1 -1 -1
r-259 26 0.470769 26 0.470769 1738008 1638612 1125534
r-152 40 0.45 40 0.45 -1 -1 -1
r-327 16 0.125 16 0.125 488942563 -1 1497717315
r-14 19 0.45614 19 0.45614 76250 62550 43785
r-804 21 0.52381 21 0.52381 117979 112313 100218
r-542 19 0.51462 19 0.51462 53724 54714 47491
r-475 10 0.555556 10 0.555556 322 324 441
r-697 13 0.384615 13 0.384615 1568 6646 2419
r-894 36 0.507937 36 0.507937 187183218 173049798 160126960
r-541 31 0.27957 31 0.27957 66604096 66495831 41298224
r-481 23 0.355731 23 0.355731 3092099 1652126 90360
r-715 14 0.527473 14 0.527473 5988 5980 5228
r-813 36 0.474603 36 0.474603 47280093 58250610 47027658
r-567 27 0.48433 27 0.48433 2124428 2031853 1548898
r-73 38 0.14936 38 0.14936 1857380962 2331839291 1159899553
r-269 23 0.474308 23 0.474308 662724 642207 608555
r-223 27 0.512821 27 0.512821 3063768 3287728 2714493
r-234 21 0.495238 21 0.495238 236163 206873 179288
r-441 23 0.474308 23 0.474308 444478 379903 313863
