instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-697 42 0.28223 14 0.21978 74984 7247 7247 75050 7515 72725 4667 4667 5672 4078 4078
r-821 23 0.296443 29 0.300493 1408339 897472 1408339 968682 1444635 2233528 1419979 2233528 2550143 2831162 2550143
r-159 41 0.291463 11 0.327273 479 258 258 479 243 489 225 225 227 241 241
r-608 33 0.318182 31 0.294624 61182662 -1 -1 71012026 64179782 -1 -1 -1 118878285 98762413 98762413
r-995 41 0.273171 27 0.293447 -1 28970834 28970834 -1 29677455 -1 46753993 46753993 -1 -1 -1
r-321 25 0.28 49 0.295068 47974295 -1 47974295 -1 48476441 69442539 -1 69442539 133903982 -1 133903982
r-587 33 0.265152 18 0.346405 411328 115808 115808 427744 125678 652531 164539 164539 354280 343322 343322
r-814 32 0.290323 45 0.284848 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-422 21 0.314286 16 0.325 37421 35582 35582 40824 36357 50113 50229 50229 48378 49194 49194
r-229 45 0.294949 14 0.230769 65032 4132 4132 65135 4220 54964 3356 3356 45972 18421 18421
r-568 46 0.270531 40 0.341026 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-114 17 0.294118 47 0.291397 488095 868201 488095 830769 490169 603851 1102306 603851 611422 845572 611422
r-451 16 0.316667 14 0.318681 3979 2720 2720 4162 2442 5483 3609 3609 5035 3332 3332
r-511 39 0.294197 26 0.289231 38258086 30454877 30454877 40652931 30992872 -1 49109365 49109365 43397246 39811046 39811046
r-112 28 0.335979 15 0.27619 17508 16153 16153 18238 13416 23986 20209 20209 39183 176032 176032
r-923 30 0.301149 39 0.307692 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-118 26 0.289231 38 0.290185 14171104 40325529 14171104 40926427 15735329 22695791 68474126 22695791 22541107 24244464 22541107
r-349 29 0.231527 12 0.287879 4491 1064 1064 4492 1070 4568 1174 1174 2947 2714 2714
r-916 39 0.291498 17 0.367647 506037 153170 153170 522241 159640 575955 208372 208372 241824 815548 815548
r-221 50 0.298776 49 0.309524 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-164 22 0.359307 42 0.303136 6399834 16667486 6399834 15598706 6668996 10037509 29158651 10037509 16742123 12227588 16742123
r-41 36 0.304762 48 0.304965 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-360 47 0.298797 28 0.275132 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-912 23 0.288538 38 0.320057 9559937 10821561 9559937 11133044 9340358 15096896 18813093 15096896 14133161 10567268 14133161
r-341 39 0.31444 48 0.302305 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-553 17 0.294118 48 0.296986 422181 1113130 422181 1029967 422172 508089 1456977 508089 1319373 830828 1319373
r-889 47 0.308048 37 0.28979 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-160 43 0.305648 36 0.32381 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-231 47 0.298797 39 0.280702 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-195 10 0.311111 19 0.304094 295 829 295 806 334 313 857 313 283 536 283
r-474 17 0.279412 48 0.284574 642502 1461286 642502 1312757 647027 792191 1909204 792191 869853 1133359 869853
r-969 39 0.333333 49 0.319728 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-16 27 0.299145 46 0.284058 77281933 -1 77281933 -1 79660418 -1 -1 -1 -1 -1 -1
r-355 14 0.263736 41 0.281707 17438 78041 17438 72288 17490 18064 86206 18064 28640 30014 28640
r-984 47 0.293247 45 0.308081 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-293 19 0.321637 47 0.300648 715324 5051778 715324 4616628 719221 854323 7491872 854323 3150356 3913690 3150356
r-17 49 0.314626 38 0.307255 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-709 22 0.341991 33 0.282197 908515 4522657 908515 4119870 1100404 1424309 7684060 1424309 2931542 2569219 2931542
r-626 34 0.326203 37 0.304805 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
