instance n_pattern n_target runtime_realkdown runtime_kdown solsize solsize_over_n_pattern
si4_b03m_m800.07 320 800 511 8 320 1.0
si4_b03m_m800.04 320 800 508 11 320 1.0
si2_r01_m200.03 40 200 23514 34 40 1.0
si2_r01_m200.00 40 200 4029 585 40 1.0
si2_r01_m200.05 40 200 1638 321 40 1.0
si2_r01_m200.01 40 200 7402 12 40 1.0
si2_r01_m200.08 40 200 1971 457 40 1.0
si2_r01_m200.06 40 200 22747 74 40 1.0
si2_r01_m200.09 40 200 3373 2038 40 1.0
si2_r01_m200.02 40 200 9745 732 40 1.0
si2_r01_m200.07 40 200 7547 337 40 1.0
si2_r01_m200.04 40 200 1651 169 40 1.0
si2_r01_m400.04 80 400 99964 2712 80 1.0
si2_r01_m400.00 80 400 1000000 4134 80 1.0
si2_r01_m400.07 80 400 679466 360 80 1.0
si2_r01_m400.09 80 400 169153 28184 80 1.0
si2_r01_m400.01 80 400 329373 732 80 1.0
si2_r01_m400.03 80 400 81733 362 80 1.0
si2_r01_m400.02 80 400 46373 13338 80 1.0
si2_r01_m400.05 80 400 605013 7172 80 1.0
si2_r01_m400.06 80 400 170634 359 80 1.0
si2_r01_m400.08 80 400 215616 1698 80 1.0
si4_m4D_m625.09 250 625 270 6 250 1.0
si4_m4D_m625.03 250 625 280 14 250 1.0
si4_m4D_m625.07 250 625 418 110 250 1.0
si4_m4D_m625.02 250 625 498 8 250 1.0
si4_m4D_m625.00 250 625 274 8 250 1.0
si4_m4D_m625.01 250 625 2531 1955 250 1.0
si4_m4D_m625.04 250 625 256 7 250 1.0
si4_m4D_m625.06 250 625 291 10 250 1.0
si4_m4D_m625.08 250 625 349 16 250 1.0
si4_m4D_m625.05 250 625 259 6 250 1.0
si6_m4Dr6_m256.05 153 256 60 2 153 1.0
si6_m4Dr6_m256.04 153 256 83 2 153 1.0
si6_m4Dr6_m256.03 153 256 55 2 153 1.0
si6_m4Dr6_m256.02 153 256 55 2 153 1.0
si6_m4Dr6_m256.08 153 256 56 2 153 1.0
si6_m4Dr6_m256.00 153 256 58 1 153 1.0
si6_m4Dr6_m256.09 153 256 57 2 153 1.0
si6_m4Dr6_m256.07 153 256 91 2 153 1.0
si6_m4Dr6_m256.06 153 256 55 4 153 1.0
si6_m4Dr6_m256.01 153 256 55 1 153 1.0
si6_b09_m400.07 240 400 183 3 240 1.0
si6_b09_m400.03 240 400 183 3 240 1.0
si6_b09_m400.04 240 400 183 2 240 1.0
si6_b09_m400.06 240 400 184 3 240 1.0
si6_b09_m400.05 240 400 183 2 240 1.0
si6_b09_m400.09 240 400 183 3 240 1.0
si6_b09_m400.02 240 400 193 2 240 1.0
si6_b09_m400.01 240 400 183 3 240 1.0
si6_b09_m400.08 240 400 182 2 240 1.0
si6_b09_m400.00 240 400 184 3 240 1.0
si6_b06_m400.03 240 400 177 3 240 1.0
si6_b06_m400.08 240 400 176 3 240 1.0
si6_b06_m400.07 240 400 177 2 240 1.0
si6_b06_m400.04 240 400 181 3 240 1.0
si6_b06_m400.05 240 400 176 2 240 1.0
si6_b06_m400.06 240 400 176 3 240 1.0
si6_b06_m400.02 240 400 176 2 240 1.0
si6_b06_m400.01 240 400 192 3 240 1.0
si6_b06_m400.00 240 400 192 2 240 1.0
si6_b06_m400.09 240 400 182 2 240 1.0
si6_b03m_m200.04 120 200 49 1 120 1.0
si6_b03m_m200.07 120 200 49 1 120 1.0
si6_b03m_m200.08 120 200 29 1 120 1.0
si6_b03m_m200.02 120 200 47 1 120 1.0
si6_b03m_m200.03 120 200 29 0 120 1.0
si6_b03m_m200.06 120 200 29 0 120 1.0
si6_b03m_m200.01 120 200 48 0 120 1.0
si6_b03m_m200.09 120 200 29 1 120 1.0
si6_b03m_m200.00 120 200 49 0 120 1.0
si6_b03m_m200.05 120 200 28 1 120 1.0
si4_b06_m800.04 320 800 864 8 320 1.0
si4_b06_m800.00 320 800 703 7 320 1.0
si4_b06_m800.08 320 800 639 10 320 1.0
si4_b06_m800.05 320 800 657 7 320 1.0
si4_b06_m800.03 320 800 624 10 320 1.0
si4_b06_m800.06 320 800 719 7 320 1.0
si4_b06_m800.07 320 800 625 6 320 1.0
si4_b06_m800.01 320 800 637 10 320 1.0
si4_b06_m800.02 320 800 680 7 320 1.0
si4_b06_m800.09 320 800 745 10 320 1.0
si6_b09m_m200.07 120 200 39 1 120 1.0
si6_b09m_m200.06 120 200 60 1 120 1.0
si6_b09m_m200.01 120 200 62 1 120 1.0
si6_b09m_m200.08 120 200 39 1 120 1.0
si6_b09m_m200.00 120 200 40 1 120 1.0
si6_b09m_m200.09 120 200 40 1 120 1.0
si6_b09m_m200.02 120 200 38 0 120 1.0
si6_b09m_m200.05 120 200 39 1 120 1.0
si6_b09m_m200.03 120 200 63 1 120 1.0
si6_b09m_m200.04 120 200 56 1 120 1.0
si4_b09m_m400.07 160 400 130 3 160 1.0
si4_b09m_m400.06 160 400 145 3 160 1.0
si4_b09m_m400.00 160 400 141 2 160 1.0
si4_b09m_m400.08 160 400 131 2 160 1.0
si4_b09m_m400.04 160 400 132 3 160 1.0
si4_b09m_m400.09 160 400 132 2 160 1.0
si4_b09m_m400.02 160 400 130 3 160 1.0
si4_b09m_m400.03 160 400 150 2 160 1.0
si4_b09m_m400.01 160 400 217 3 160 1.0
si4_b09m_m400.05 160 400 217 3 160 1.0
si6_m4Dr4_m1296.03 777 1296 2698 42 777 1.0
si6_m4Dr4_m1296.06 777 1296 2781 28 777 1.0
si6_m4Dr4_m1296.04 777 1296 2891 34 777 1.0
si6_m4Dr4_m1296.01 777 1296 2880 29 777 1.0
si6_m4Dr4_m1296.09 777 1296 2675 34 777 1.0
si6_m4Dr4_m1296.02 777 1296 2724 42 777 1.0
si6_m4Dr4_m1296.08 777 1296 2663 30 777 1.0
si6_m4Dr4_m1296.05 777 1296 2713 34 777 1.0
si6_m4Dr4_m1296.07 777 1296 2787 34 777 1.0
si6_m4Dr4_m1296.00 777 1296 2667 33 777 1.0
si6_b06_m200.09 120 200 59 1 120 1.0
si6_b06_m200.03 120 200 66 1 120 1.0
si6_b06_m200.05 120 200 39 0 120 1.0
si6_b06_m200.00 120 200 59 1 120 1.0
si6_b06_m200.08 120 200 39 0 120 1.0
si6_b06_m200.02 120 200 39 1 120 1.0
si6_b06_m200.06 120 200 39 1 120 1.0
si6_b06_m200.04 120 200 58 0 120 1.0
si6_b06_m200.01 120 200 39 0 120 1.0
si6_b06_m200.07 120 200 67 1 120 1.0
si4_m4Dr6_m625.02 250 625 310 8 250 1.0
si4_m4Dr6_m625.06 250 625 330 11 250 1.0
si4_m4Dr6_m625.03 250 625 309 8 250 1.0
si4_m4Dr6_m625.07 250 625 320 6 250 1.0
si4_m4Dr6_m625.08 250 625 333 7 250 1.0
si4_m4Dr6_m625.09 250 625 371 6 250 1.0
si4_m4Dr6_m625.00 250 625 325 5 250 1.0
si4_m4Dr6_m625.01 250 625 346 10 250 1.0
si4_m4Dr6_m625.05 250 625 331 5 250 1.0
si4_m4Dr6_m625.04 250 625 410 51 250 1.0
si6_b06m_m200.09 120 200 47 1 120 1.0
si6_b06m_m200.02 120 200 34 0 120 1.0
si6_b06m_m200.05 120 200 33 1 120 1.0
si6_b06m_m200.00 120 200 57 1 120 1.0
si6_b06m_m200.07 120 200 33 1 120 1.0
si6_b06m_m200.04 120 200 46 1 120 1.0
si6_b06m_m200.08 120 200 34 1 120 1.0
si6_b06m_m200.06 120 200 49 1 120 1.0
si6_b06m_m200.03 120 200 51 1 120 1.0
si6_b06m_m200.01 120 200 48 1 120 1.0
si6_m4Dr4_m256.05 153 256 72 2 153 1.0
si6_m4Dr4_m256.03 153 256 71 1 153 1.0
si6_m4Dr4_m256.02 153 256 56 1 153 1.0
si6_m4Dr4_m256.01 153 256 53 1 153 1.0
si6_m4Dr4_m256.08 153 256 58 2 153 1.0
si6_m4Dr4_m256.09 153 256 59 1 153 1.0
si6_m4Dr4_m256.07 153 256 61 2 153 1.0
si6_m4Dr4_m256.06 153 256 69 2 153 1.0
si6_m4Dr4_m256.04 153 256 54 1 153 1.0
si6_m4Dr4_m256.00 153 256 75 1 153 1.0
si4_r001_m600.01 240 600 499 171 240 1.0
si4_r001_m600.08 240 600 464 224 240 1.0
si4_r001_m600.02 240 600 413 320 240 1.0
si4_r001_m600.07 240 600 504 71 240 1.0
si4_r001_m600.05 240 600 385 13 240 1.0
si4_r001_m600.06 240 600 420 256 240 1.0
si4_r001_m600.00 240 600 509 35 240 1.0
si4_r001_m600.04 240 600 355 74 240 1.0
si4_r001_m600.09 240 600 402 38 240 1.0
si4_r001_m600.03 240 600 1228 1523 240 1.0
si2_b09m_m200.08 40 200 22 1 40 1.0
si2_b09m_m200.06 40 200 23 0 40 1.0
si2_b09m_m200.03 40 200 39 0 40 1.0
si2_b09m_m200.09 40 200 23 0 40 1.0
si2_b09m_m200.04 40 200 23 0 40 1.0
si2_b09m_m200.00 40 200 23 0 40 1.0
si2_b09m_m200.01 40 200 40 0 40 1.0
si2_b09m_m200.05 40 200 23 0 40 1.0
si2_b09m_m200.07 40 200 23 0 40 1.0
si2_b09m_m200.02 40 200 23 1 40 1.0
si6_b03_m200.01 120 200 64 1 120 1.0
si6_b03_m200.03 120 200 60 1 120 1.0
si6_b03_m200.04 120 200 37 0 120 1.0
si6_b03_m200.08 120 200 63 1 120 1.0
si6_b03_m200.07 120 200 37 0 120 1.0
si6_b03_m200.09 120 200 37 0 120 1.0
si6_b03_m200.05 120 200 56 2 120 1.0
si6_b03_m200.02 120 200 37 1 120 1.0
si6_b03_m200.06 120 200 37 1 120 1.0
si6_b03_m200.00 120 200 56 0 120 1.0
si6_b09_m200.09 120 200 65 1 120 1.0
si6_b09_m200.06 120 200 44 0 120 1.0
si6_b09_m200.08 120 200 68 0 120 1.0
si6_b09_m200.03 120 200 41 1 120 1.0
si6_b09_m200.00 120 200 42 1 120 1.0
si6_b09_m200.02 120 200 71 1 120 1.0
si6_b09_m200.07 120 200 42 1 120 1.0
si6_b09_m200.04 120 200 41 1 120 1.0
si6_b09_m200.01 120 200 68 1 120 1.0
si6_b09_m200.05 120 200 41 1 120 1.0
g10-g21 41 64 9121 1043 6 0.146341463415
g10-g32 41 100 2406 2090 3 0.0731707317073
g11-g21 42 64 74324 6410 4 0.0952380952381
g11-g32 42 100 3559 1116 2 0.047619047619
g12-g21 48 64 1000000 138116 4 0.0833333333333
g12-g32 48 100 18799 6007 2 0.0416666666667
g12-g45 48 128 1000000 315556 35 0.729166666667
g13-g15 49 50 6 0 49 1.0
g13-g21 49 64 9615 7330 10 0.204081632653
g13-g32 49 100 766 5009 9 0.183673469388
g14-g21 50 64 1525 2138 10 0.2
g14-g27 50 86 44 1 49 0.98
g14-g32 50 100 140234 103288 8 0.16
g15-g21 50 64 40478 26667 11 0.22
g15-g32 50 100 2296 13427 10 0.2
g16-g21 53 64 26125 2203 9 0.169811320755
g16-g37 53 120 21 0 53 1.0
g17-g21 64 64 50807 2342 4 0.0625
g17-g32 64 100 2211 444 2 0.03125
g18-g21 64 64 62017 2720 4 0.0625
g18-g32 64 100 2524 521 2 0.03125
g19-g21 64 64 165294 10641 4 0.0625
g19-g32 64 100 5871 2047 2 0.03125
g2-g10 10 41 1 0 10 1.0
g2-g11 10 42 1 0 10 1.0
g2-g12 10 48 22 7 9 0.9
g2-g13 10 49 5 1 9 0.9
g2-g14 10 50 4 0 9 0.9
g2-g15 10 50 6 2 9 0.9
g2-g16 10 53 2 0 10 1.0
g2-g17 10 64 1 0 10 1.0
g2-g18 10 64 3 0 10 1.0
g2-g19 10 64 2 0 10 1.0
g2-g20 10 64 4 0 10 1.0
g2-g21 10 64 105 7 4 0.4
g2-g22 10 67 2 0 10 1.0
g2-g23 10 73 13 3 9 0.9
g2-g24 10 75 4 0 9 0.9
g2-g25 10 75 43 6 8 0.8
g2-g26 10 80 39 2 9 0.9
g2-g27 10 86 10 0 10 1.0
g2-g28 10 97 5 0 10 1.0
g2-g29 10 100 16 0 10 1.0
g2-g3 10 10 11 0 6 0.6
g2-g30 10 100 9 0 10 1.0
g2-g31 10 100 17 0 10 1.0
g2-g32 10 100 165 7 2 0.2
g2-g33 10 101 4 0 10 1.0
g2-g34 10 120 4 0 10 1.0
g2-g35 10 120 9 0 10 1.0
g2-g36 10 120 5 0 10 1.0
g2-g37 10 120 12 0 10 1.0
g2-g38 10 121 1000000 593823 6 0.6
g2-g39 10 121 5 0 10 1.0
g2-g4 10 10 2 0 2 0.2
g2-g40 10 121 159110 26073 8 0.8
g2-g41 10 128 10 0 10 1.0
g2-g42 10 128 11 4 10 1.0
g2-g43 10 128 14 0 10 1.0
g2-g44 10 128 11 0 10 1.0
g2-g45 10 128 11 0 10 1.0
g2-g46 10 128 20 0 10 1.0
g2-g47 10 128 11 0 10 1.0
g2-g48 10 128 12 0 10 1.0
g2-g49 10 128 9 1 10 1.0
g2-g5 10 11 0 0 10 1.0
g2-g50 10 128 19 1 10 1.0
g2-g6 10 19 9 1 8 0.8
g2-g7 10 20 153 8 5 0.5
g2-g8 10 30 0 0 10 1.0
g2-g9 10 37 24 1 8 0.8
g20-g21 64 64 1000000 625224 11 0.171875
g20-g32 64 100 1000000 870539 8 0.125
g22-g32 67 100 2916 689 9 0.134328358209
g22-g37 67 120 25 1 67 1.0
g24-g32 75 100 1520 142 7 0.0933333333333
g28-g32 97 100 3472 2431 2 0.020618556701
g29-g30 100 100 1000000 3284 86 0.86
g29-g32 100 100 1000000 290613 5 0.05
g3-g10 10 41 15 2 8 0.8
g3-g11 10 42 284 51 7 0.7
g3-g12 10 48 410 111 7 0.7
g3-g13 10 49 24 2 8 0.8
g3-g14 10 50 65 6 7 0.7
g3-g15 10 50 16 3 8 0.8
g3-g16 10 53 91 19 8 0.8
g3-g17 10 64 107 21 7 0.7
g3-g18 10 64 190 23 7 0.7
g3-g19 10 64 615 138 7 0.7
g3-g20 10 64 4 4 10 1.0
g3-g21 10 64 424 40 4 0.4
g3-g22 10 67 102 9 8 0.8
g3-g23 10 73 149 14 7 0.7
g3-g24 10 75 25 1 7 0.7
g3-g25 10 75 85 7 7 0.7
g3-g26 10 80 47 7 8 0.8
g3-g27 10 86 73 10 8 0.8
g3-g28 10 97 58 8 7 0.7
g3-g29 10 100 9 0 10 1.0
g3-g30 10 100 17 0 10 1.0
g3-g31 10 100 10 0 10 1.0
g3-g32 10 100 231 63 2 0.2
g3-g33 10 101 82 11 8 0.8
g3-g34 10 120 412 54 7 0.7
g3-g35 10 120 104 17 8 0.8
g3-g36 10 120 27 14 9 0.9
g3-g37 10 120 91 41 9 0.9
g3-g38 10 121 8799 482 6 0.6
g3-g39 10 121 292 38 7 0.7
g3-g4 10 10 6 0 2 0.2
g3-g40 10 121 170258 39188 8 0.8
g3-g41 10 128 389 59 7 0.7
g3-g42 10 128 562 67 7 0.7
g3-g43 10 128 1732 327 7 0.7
g3-g44 10 128 12 0 10 1.0
g3-g45 10 128 11 0 10 1.0
g3-g46 10 128 20 0 10 1.0
g3-g47 10 128 12 0 10 1.0
g3-g48 10 128 21 0 10 1.0
g3-g49 10 128 4334 833 7 0.7
g3-g5 10 11 5 0 6 0.6
g3-g50 10 128 35046 7360 7 0.7
g3-g6 10 19 11 1 7 0.7
g3-g7 10 20 53 4 4 0.4
g3-g8 10 30 21 1 8 0.8
g3-g9 10 37 46 8 6 0.6
g30-g32 100 100 758373 181756 5 0.05
g31-g32 100 100 1000000 696805 5 0.05
g4-g10 10 41 7 2 3 0.3
g4-g11 10 42 22 3 2 0.2
g4-g12 10 48 18 7 2 0.2
g4-g13 10 49 2 0 9 0.9
g4-g14 10 50 3 0 8 0.8
g4-g15 10 50 1 0 10 1.0
g4-g16 10 53 309 13 6 0.6
g4-g20 10 64 724 22 8 0.8
g4-g21 10 64 5 0 10 1.0
g4-g22 10 67 4 0 9 0.9
g4-g23 10 73 5 0 10 1.0
g4-g25 10 75 2 0 10 1.0
g4-g26 10 80 3 0 10 1.0
g4-g27 10 86 9 0 10 1.0
g4-g28 10 97 26 3 2 0.2
g4-g29 10 100 774 66 5 0.5
g4-g30 10 100 658 29 5 0.5
g4-g31 10 100 1530 77 5 0.5
g4-g32 10 100 14 0 10 1.0
g4-g33 10 101 28 6 4 0.4
g4-g37 10 120 29 1 9 0.9
g4-g38 10 121 46 10 2 0.2
g4-g40 10 121 34 0 10 1.0
g4-g41 10 128 71 8 4 0.4
g4-g42 10 128 1767 117 8 0.8
g4-g43 10 128 38 0 10 1.0
g4-g44 10 128 1489 97 5 0.5
g4-g45 10 128 1006 40 5 0.5
g4-g46 10 128 220 40 4 0.4
g4-g47 10 128 210 60 4 0.4
g4-g48 10 128 360 54 4 0.4
g4-g49 10 128 123 0 10 1.0
g4-g5 10 11 4 0 3 0.3
g4-g50 10 128 19 0 10 1.0
g4-g6 10 19 3 0 3 0.3
g4-g7 10 20 13 6 2 0.2
g4-g9 10 37 3 0 6 0.6
g44-g45 128 128 1000000 742 114 0.890625
g46-g47 128 128 4741 6 123 0.9609375
g5-g11 11 42 4 0 10 0.909090909091
g5-g12 11 48 14 4 9 0.818181818182
g5-g13 11 49 24 3 9 0.818181818182
g5-g14 11 50 22 1 9 0.818181818182
g5-g15 11 50 34 3 9 0.818181818182
g5-g16 11 53 4 0 10 0.909090909091
g5-g20 11 64 671 397 10 0.909090909091
g5-g21 11 64 1634 366 5 0.454545454545
g5-g22 11 67 5 0 10 0.909090909091
g5-g23 11 73 42 1 10 0.909090909091
g5-g25 11 75 97 13 8 0.727272727273
g5-g26 11 80 53 0 10 0.909090909091
g5-g27 11 86 27 0 11 1.0
g5-g28 11 97 10 0 10 0.909090909091
g5-g29 11 100 46 0 11 1.0
g5-g30 11 100 21 0 11 1.0
g5-g31 11 100 42 0 11 1.0
g5-g32 11 100 938 682 3 0.272727272727
g5-g33 11 101 10 0 10 0.909090909091
g5-g37 11 120 17 2 10 0.909090909091
g5-g38 11 121 1000000 594610 6 0.545454545455
g5-g40 11 121 217984 12143 9 0.818181818182
g5-g41 11 128 6 0 11 1.0
g5-g42 11 128 18 5 10 0.909090909091
g5-g43 11 128 61 18 10 0.909090909091
g5-g44 11 128 55 0 11 1.0
g5-g45 11 128 56 0 11 1.0
g5-g46 11 128 25 0 11 1.0
g5-g47 11 128 20 0 11 1.0
g5-g48 11 128 51 0 11 1.0
g5-g49 11 128 88 17 10 0.909090909091
g5-g50 11 128 2009 246 10 0.909090909091
g5-g6 11 19 10 1 8 0.727272727273
g5-g7 11 20 481 51 6 0.545454545455
g6-g11 19 42 41392 4 16 0.842105263158
g6-g12 19 48 5483 209 16 0.842105263158
g6-g13 19 49 37 8 17 0.894736842105
g6-g14 19 50 473 33 16 0.842105263158
g6-g15 19 50 44 7 17 0.894736842105
g6-g16 19 53 17 0 18 0.947368421053
g6-g20 19 64 1000000 150045 14 0.736842105263
g6-g21 19 64 851 316 6 0.315789473684
g6-g22 19 67 14 1 17 0.894736842105
g6-g23 19 73 96 16 17 0.894736842105
g6-g25 19 75 31 110 16 0.842105263158
g6-g26 19 80 258 8676 17 0.894736842105
g6-g27 19 86 55 46 17 0.894736842105
g6-g28 19 97 69228 274003 16 0.842105263158
g6-g29 19 100 297 8 19 1.0
g6-g30 19 100 283 85 18 0.947368421053
g6-g31 19 100 640 250 19 1.0
g6-g32 19 100 499 312 3 0.157894736842
g6-g33 19 101 128 2 17 0.894736842105
g6-g37 19 120 23 13 18 0.947368421053
g6-g41 19 128 133 7 17 0.894736842105
g6-g42 19 128 53 13 17 0.894736842105
g6-g43 19 128 182 134 17 0.894736842105
g6-g44 19 128 634 0 19 1.0
g6-g45 19 128 295 61 18 0.947368421053
g6-g46 19 128 74 42 18 0.947368421053
g6-g47 19 128 94 35 18 0.947368421053
g6-g48 19 128 112 94 18 0.947368421053
g6-g49 19 128 443 92 17 0.894736842105
g6-g7 19 20 122 6 10 0.526315789474
g7-g11 20 42 808 41 11 0.55
g7-g12 20 48 1000000 981790 18 0.9
g7-g13 20 49 33724 2494 10 0.5
g7-g14 20 50 2961 239 10 0.5
g7-g15 20 50 42748 3122 10 0.5
g7-g16 20 53 1343 143 10 0.5
g7-g20 20 64 1000000 92079 8 0.4
g7-g21 20 64 754011 52922 4 0.2
g7-g22 20 67 554 44 10 0.5
g7-g23 20 73 5329 81 11 0.55
g7-g25 20 75 873 63 10 0.5
g7-g26 20 80 1197 80 11 0.55
g7-g27 20 86 5644 221 11 0.55
g7-g28 20 97 36 12 11 0.55
g7-g29 20 100 430052 16511 11 0.55
g7-g30 20 100 232437 8333 11 0.55
g7-g31 20 100 937660 31985 11 0.55
g7-g32 20 100 10131 2315 2 0.1
g7-g33 20 101 709 56 10 0.5
g7-g37 20 120 16160 1122 10 0.5
g7-g38 20 121 5 0 20 1.0
g7-g41 20 128 747 56 10 0.5
g7-g42 20 128 1619 121 10 0.5
g7-g43 20 128 12971 713 10 0.5
g7-g44 20 128 596921 24168 11 0.55
g7-g45 20 128 156054 6231 11 0.55
g7-g46 20 128 66954 4508 11 0.55
g7-g47 20 128 61303 3967 11 0.55
g7-g48 20 128 146691 5991 11 0.55
g7-g49 20 128 22741 1245 10 0.5
g8-g10 30 41 30453 545 23 0.766666666667
g8-g11 30 42 1000000 88811 21 0.7
g8-g12 30 48 1000000 200835 20 0.666666666667
g8-g13 30 49 1000000 41980 21 0.7
g8-g14 30 50 706111 30696 21 0.7
g8-g15 30 50 1000000 55385 21 0.7
g8-g16 30 53 6 0 30 1.0
g8-g21 30 64 4267 549 6 0.2
g8-g22 30 67 6272 2121 25 0.833333333333
g8-g23 30 73 1000000 312405 22 0.733333333333
g8-g26 30 80 1000000 239985 22 0.733333333333
g8-g27 30 86 538195 9910 24 0.8
g8-g28 30 97 1000000 541018 21 0.7
g8-g32 30 100 632 1249 4 0.133333333333
g8-g33 30 101 11393 419 25 0.833333333333
g8-g35 30 120 9541 2638 25 0.833333333333
g8-g36 30 120 62605 6329 25 0.833333333333
g8-g37 30 120 29 0 30 1.0
g8-g41 30 128 23822 897 25 0.833333333333
g8-g42 30 128 793643 61552 24 0.8
g8-g43 30 128 1000000 399680 25 0.833333333333
g8-g44 30 128 1000000 363051 26 0.866666666667
g8-g45 30 128 1000000 895301 25 0.833333333333
g8-g46 30 128 1000000 940380 26 0.866666666667
g8-g47 30 128 1000000 724463 26 0.866666666667
g8-g48 30 128 1000000 698449 27 0.9
g8-g49 30 128 427281 100669 26 0.866666666667
g8-g9 30 37 1000000 410335 19 0.633333333333
g9-g14 37 50 232793 45457 32 0.864864864865
g9-g21 37 64 4092 681 7 0.189189189189
g9-g23 37 73 9 408 37 1.0
g9-g32 37 100 578 639 6 0.162162162162
g9-g42 37 128 1307 11 34 0.918918918919
g9-g43 37 128 17020 1231 35 0.945945945946
images-CVIU11-11-4 15 4104 27165 399 14 0.933333333333
images-CVIU11-11-72 15 4314 30767 380 14 0.933333333333
images-CVIU11-11-8 15 3501 17880 239 14 0.933333333333
images-CVIU11-15-146 19 4549 1000000 3455 17 0.894736842105
images-CVIU11-17-107 22 3132 1000000 15876 20 0.909090909091
images-CVIU11-17-14 22 1845 8364 1790 20 0.909090909091
images-CVIU11-17-82 22 4058 53224 2370 20 0.909090909091
images-CVIU11-20-134 24 3182 31314 1528 22 0.916666666667
images-CVIU11-20-31 24 4105 56143 2644 22 0.916666666667
images-CVIU11-20-46 24 3794 48831 2334 22 0.916666666667
images-CVIU11-20-72 24 4314 61780 2710 22 0.916666666667
images-CVIU11-20-88 24 4497 84811 2789 22 0.916666666667
images-CVIU11-24-113 21 2877 21472 1086 19 0.904761904762
images-CVIU11-24-49 21 3737 42131 8141 19 0.904761904762
images-CVIU11-24-5 21 5182 96708 41587 19 0.904761904762
images-CVIU11-24-77 21 5732 121281 23633 19 0.904761904762
images-CVIU11-26-129 70 1751 1662 30 70 1.0
images-CVIU11-29-107 22 3132 45198 1570 20 0.909090909091
images-CVIU11-29-112 22 2526 1000000 4182 19 0.863636363636
images-CVIU11-29-114 22 2124 20619 585 20 0.909090909091
images-CVIU11-29-116 22 5710 218591 11384 20 0.909090909091
images-CVIU11-29-12 22 3974 1000000 9811 19 0.863636363636
images-CVIU11-29-21 22 3875 84860 3983 20 0.909090909091
images-CVIU11-29-3 22 4501 131573 7719 20 0.909090909091
images-CVIU11-29-39 22 3218 569572 6636 19 0.863636363636
images-CVIU11-29-75 22 5528 173971 6063 20 0.909090909091
images-CVIU11-29-76 22 5763 34285 366 22 1.0
images-CVIU11-29-79 22 2319 198181 4271 19 0.863636363636
images-CVIU11-29-8 22 3501 64717 1468 20 0.909090909091
images-CVIU11-29-82 22 4058 89704 4127 20 0.909090909091
images-CVIU11-33-109 34 4342 1000000 583790 31 0.911764705882
images-CVIU11-33-59 34 4838 1000000 24028 31 0.911764705882
images-CVIU11-33-71 34 4700 1000000 26242 31 0.911764705882
images-CVIU11-33-93 34 3915 1000000 32994 31 0.911764705882
images-CVIU11-34-106 23 3615 44048 1253 21 0.913043478261
images-CVIU11-34-135 23 2888 47388 2540 20 0.869565217391
images-CVIU11-34-88 23 4497 122099 5723 20 0.869565217391
images-CVIU11-34-9 23 3426 68122 4471 20 0.869565217391
images-CVIU11-35-141 45 2036 1000000 158595 41 0.911111111111
images-CVIU11-6-25 53 2778 1000000 243003 50 0.943396226415
meshes-CVIU11-3-484 163 3787 1000000 78381 161 0.98773006135
PR15-1 83 4838 21573 224 83 1.0
PR15-2 15 4838 20573 326 15 1.0
PR15-3 10 4838 20550 223 10 1.0
PR15-4 8 4838 20463 236 8 1.0
PR15-5 18 4838 20540 224 18 1.0
PR15-6 94 4838 21726 220 94 1.0
PR15-7 170 4838 22675 124 170 1.0
PR15-8 6 4838 20428 222 6 1.0
PR15-9 68 4838 21414 231 68 1.0
PR15-10 9 4838 20804 210 9 1.0
PR15-11 5 4838 20509 216 5 1.0
PR15-12 7 4838 20842 220 7 1.0
PR15-13 63 4838 21193 215 63 1.0
PR15-14 121 4838 22164 215 121 1.0
PR15-15 77 4838 21421 118 77 1.0
PR15-16 4 4838 20672 213 4 1.0
PR15-17 6 4838 20447 214 6 1.0
PR15-18 15 4838 20480 264 15 1.0
PR15-19 7 4838 20413 230 7 1.0
PR15-20 8 4838 20720 215 8 1.0
PR15-21 16 4838 20672 219 16 1.0
PR15-22 11 4838 20470 292 11 1.0
PR15-23 5 4838 20366 244 5 1.0
PR15-24 53 4838 21122 271 53 1.0
g11-g78 42 627 302 6 42 1.0
g11-g84 42 1024 1000000 208464 42 1.0
g12-g100 48 2016 64162 3367 32 0.666666666667
g12-g52 48 161 1000000 87295 36 0.75
g12-g53 48 168 94169 1000000 32 0.666666666667
g12-g54 48 256 866406 1000000 36 0.75
g12-g57 48 280 671 268 33 0.6875
g12-g61 48 331 583440 20712 32 0.666666666667
g12-g69 48 500 34853 151915 33 0.6875
g12-g70 48 501 8151 2108 33 0.6875
g12-g71 48 501 142188 9514 33 0.6875
g12-g72 48 561 8222 50692 34 0.708333333333
g12-g80 48 891 6157 630 33 0.6875
g12-g85 48 1050 1000000 105500 32 0.666666666667
g12-g89 48 1092 38456 271422 33 0.6875
g12-g95 48 2000 65899 48077 33 0.6875
g12-g96 48 2000 72624 353394 33 0.6875
g12-g97 48 2000 63578 503676 33 0.6875
g12-g98 48 2000 167280 1000000 33 0.6875
g12-g99 48 2000 153389 1000000 33 0.6875
g13-g61 49 331 1000000 92 40 0.816326530612
g13-g69 49 500 974 90 42 0.857142857143
g13-g70 49 501 901 342470 41 0.836734693878
g13-g71 49 501 1000000 582551 42 0.857142857143
g13-g72 49 561 1172 1000000 42 0.857142857143
g13-g80 49 891 3443 207 40 0.816326530612
g13-g95 49 2000 88766 1000000 41 0.836734693878
