instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
all-images-CVIU11-pattern15-target78 129 462090 113965 23030
all-images-CVIU11-pattern15-target79 112 261314 12350 3932
all-images-CVIU11-pattern15-target8 148 628045 19735 8528
all-images-CVIU11-pattern15-target80 104 1000000 1000001 4675
all-images-CVIU11-pattern15-target81 118 1000000 108783 7913
all-images-CVIU11-pattern15-target82 124 262159 108265 11509
all-images-CVIU11-pattern15-target83 132 409473 28806 13365
all-images-CVIU11-pattern15-target84 33 126709 120007 1144
all-images-CVIU11-pattern15-target85 125 716169 279661 16050
all-images-CVIU11-pattern15-target86 101 295631 306248 9266
all-images-CVIU11-pattern15-target87 101 609178 18318 8449
all-images-CVIU11-pattern15-target88 226 557741 528419 14300
all-images-CVIU11-pattern15-target89 126 758947 50044 4837
all-images-CVIU11-pattern15-target9 191 590307 542953 7835
all-images-CVIU11-pattern15-target90 113 493313 475085 3099
all-images-CVIU11-pattern15-target91 52 8596 134647 1507
all-images-CVIU11-pattern15-target92 211 1000000 204863 24957
all-images-CVIU11-pattern15-target93 203 1000000 1000003 10587
all-images-CVIU11-pattern15-target94 223 33424 51238 16033
all-images-CVIU11-pattern15-target95 92 215759 206377 1769
all-images-CVIU11-pattern15-target96 90 77621 10839 5763
all-images-CVIU11-pattern15-target97 126 10497 242829 5727
all-images-CVIU11-pattern15-target98 66 294762 266506 2492
all-images-CVIU11-pattern15-target99 82 331502 168334 14236
all-images-CVIU11-pattern16-target1 1000000 1000000 1000003 1001150
all-images-CVIU11-pattern16-target10 1000000 1000000 1000002 1001195
all-images-CVIU11-pattern16-target100 101459 1000000 1000001 1001870
all-images-CVIU11-pattern16-target101 950353 1000000 1000001 1001982
all-images-CVIU11-pattern16-target102 1000000 1000000 1000001 1001472
all-images-CVIU11-pattern16-target103 1000000 1000000 1000002 1001337
all-images-CVIU11-pattern16-target104 1000000 1000000 1000003 1000940
all-images-CVIU11-pattern16-target105 1000000 1000000 1000003 1000998
all-images-CVIU11-pattern16-target106 1000000 1000000 1000002 1001048
all-images-CVIU11-pattern16-target107 1000000 1000000 1000002 1001278
all-images-CVIU11-pattern16-target108 1000000 1000000 1000006 1000687
all-images-CVIU11-pattern16-target109 1000000 1000000 1000003 1001082
all-images-CVIU11-pattern16-target11 1000000 1000000 1000001 1001752
all-images-CVIU11-pattern16-target110 1000000 1000000 1000001 1001691
all-images-CVIU11-pattern16-target111 1000000 1000000 1000001 1001491
all-images-CVIU11-pattern16-target112 1000000 1000000 1000001 1001506
all-images-CVIU11-pattern16-target113 1000000 1000000 1000002 1001543
all-images-CVIU11-pattern16-target114 1000000 1000000 1000001 1001657
all-images-CVIU11-pattern16-target115 1000000 1000000 1000002 1001022
all-images-CVIU11-pattern16-target116 1000000 1000000 1000006 1000691
all-images-CVIU11-pattern16-target117 1000000 1000000 1000003 1000977
all-images-CVIU11-pattern16-target118 1000000 1000000 1000002 1001112
all-images-CVIU11-pattern16-target119 1000001 1000000 1000005 1000737
all-images-CVIU11-pattern16-target12 1000000 1000000 1000003 1001003
all-images-CVIU11-pattern16-target120 1000000 1000000 1000004 1001068
all-images-CVIU11-pattern16-target121 1000000 1000000 1000004 1000837
all-images-CVIU11-pattern16-target122 1000000 1000000 1000002 1001117
all-images-CVIU11-pattern16-target123 1000001 1000000 1000004 1000813
all-images-CVIU11-pattern16-target124 1000000 1000000 1000002 1001012
all-images-CVIU11-pattern16-target125 1000000 1000000 1000004 1000996
all-images-CVIU11-pattern16-target126 649773 1000000 1000000 1001887
all-images-CVIU11-pattern16-target127 734378 1000000 1000000 1002097
all-images-CVIU11-pattern16-target128 1000000 1000000 1000004 1000852
all-images-CVIU11-pattern16-target129 1000000 1000000 1000001 1001860
all-images-CVIU11-pattern16-target13 1000000 1000000 1000003 1001258
all-images-CVIU11-pattern16-target130 1000000 1000000 1000001 1001716
all-images-CVIU11-pattern16-target131 1000000 1000000 1000002 1001342
all-images-CVIU11-pattern16-target132 1000000 1000000 1000002 1001181
all-images-CVIU11-pattern16-target133 1000000 1000000 1000002 1001343
all-images-CVIU11-pattern16-target134 1000000 1000000 1000002 1001145
all-images-CVIU11-pattern16-target135 1000000 1000000 1000002 1001306
all-images-CVIU11-pattern16-target136 431207 1000000 1000002 1001073
all-images-CVIU11-pattern16-target137 1000000 1000000 1000001 1001708
all-images-CVIU11-pattern16-target138 1000000 1000000 1000005 1000690
all-images-CVIU11-pattern16-target139 1000000 1000000 1000001 1001687
all-images-CVIU11-pattern16-target14 1000000 1000000 1000001 1001805
all-images-CVIU11-pattern16-target140 1000000 1000000 1000001 1001427
all-images-CVIU11-pattern16-target141 1000000 1000000 1000001 1001821
all-images-CVIU11-pattern16-target142 1000000 1000000 1000002 1001090
all-images-CVIU11-pattern16-target143 1000000 1000000 1000001 1001317
all-images-CVIU11-pattern16-target144 1000000 1000000 1000002 1001035
all-images-CVIU11-pattern16-target145 1000000 1000000 1000001 1001611
all-images-CVIU11-pattern16-target146 1000000 1000000 1000004 1000888
all-images-CVIU11-pattern16-target15 1000000 1000000 1000000 1001717
all-images-CVIU11-pattern16-target16 1000000 1000000 1000001 1001718
all-images-CVIU11-pattern16-target17 1000000 1000000 1000003 1000937
all-images-CVIU11-pattern16-target18 1000000 1000000 1000004 1001039
all-images-CVIU11-pattern16-target19 1000000 1000000 1000006 1000679
all-images-CVIU11-pattern16-target2 1000000 1000000 1000002 1001060
all-images-CVIU11-pattern16-target20 1000000 1000000 1000004 1000956
all-images-CVIU11-pattern16-target21 1000000 1000000 1000003 1001058
all-images-CVIU11-pattern16-target22 1000000 1000000 1000002 1001158
all-images-CVIU11-pattern16-target23 1000000 1000000 1000003 1001100
all-images-CVIU11-pattern16-target24 1000000 1000000 1000000 1001926
all-images-CVIU11-pattern16-target25 1000000 1000000 1000002 1001711
all-images-CVIU11-pattern16-target26 1000000 1000000 1000001 1001637
all-images-CVIU11-pattern16-target27 1000000 1000000 1000002 1000990
all-images-CVIU11-pattern16-target28 1000000 1000000 1000001 1001828
all-images-CVIU11-pattern16-target29 1000000 1000000 1000006 1000726
all-images-CVIU11-pattern16-target3 1000000 1000000 1000004 1001093
all-images-CVIU11-pattern16-target30 1000001 1000000 1000005 1000939
all-images-CVIU11-pattern16-target31 1000000 1000000 1000003 1001032
all-images-CVIU11-pattern16-target32 1000000 1000000 1000006 1000657
all-images-CVIU11-pattern16-target33 1000000 1000000 1000006 1000663
all-images-CVIU11-pattern16-target34 1000000 1000000 1000003 1001079
all-images-CVIU11-pattern16-target35 1000000 1000000 1000005 1000740
all-images-CVIU11-pattern16-target36 1000000 1000000 1000002 1001197
all-images-CVIU11-pattern16-target37 1000001 1000000 1000005 1000731
all-images-CVIU11-pattern16-target38 1000000 1000000 1000005 1000765
all-images-CVIU11-pattern16-target39 361902 1000000 1000002 1001229
all-images-CVIU11-pattern16-target4 1000000 1000000 1000003 1001073
all-images-CVIU11-pattern16-target40 406185 1000000 1000003 1001032
all-images-CVIU11-pattern16-target41 1000000 1000000 1000002 1001088
all-images-CVIU11-pattern16-target42 1000000 1000000 1000003 1001024
all-images-CVIU11-pattern16-target43 1000000 1000000 1000004 1000829
all-images-CVIU11-pattern16-target44 1000001 1000000 1000007 1000722
all-images-CVIU11-pattern16-target45 1000001 1000000 1000005 1000799
all-images-CVIU11-pattern16-target46 1000000 1000000 1000003 1000997
all-images-CVIU11-pattern16-target47 1000001 1000000 1000004 1000800
all-images-CVIU11-pattern16-target48 1000000 1000000 1000001 1001313
all-images-CVIU11-pattern16-target49 1000000 1000000 1000003 1001076
all-images-CVIU11-pattern16-target5 1000001 1000000 1000005 1000805
all-images-CVIU11-pattern16-target50 1000001 1000000 1000005 1000725
all-images-CVIU11-pattern16-target51 1000000 1000000 1000002 1001177
all-images-CVIU11-pattern16-target52 1000000 1000000 1000002 1000968
all-images-CVIU11-pattern16-target53 1000000 1000000 1000001 1001381
all-images-CVIU11-pattern16-target54 1000000 1000000 1000002 1001302
all-images-CVIU11-pattern16-target55 416578 1000000 1000001 1001418
all-images-CVIU11-pattern16-target56 1000000 1000000 1000001 1001590
all-images-CVIU11-pattern16-target57 1000001 1000000 1000006 1000703
all-images-CVIU11-pattern16-target58 1000000 1000000 1000001 1001511
all-images-CVIU11-pattern16-target59 1000000 1000000 1000004 1001022
all-images-CVIU11-pattern16-target6 1000000 1000000 1000004 1000981
all-images-CVIU11-pattern16-target60 1000000 1000000 1000002 1001087
all-images-CVIU11-pattern16-target61 1000000 1000000 1000004 1001033
all-images-CVIU11-pattern16-target62 1000000 1000000 1000004 1000937
all-images-CVIU11-pattern16-target63 1000000 1000000 1000003 1001077
all-images-CVIU11-pattern16-target64 1000000 1000000 1000003 1001146
all-images-CVIU11-pattern16-target65 1000000 1000000 1000002 1001166
all-images-CVIU11-pattern16-target66 1000000 1000000 1000001 1001442
all-images-CVIU11-pattern16-target67 18 951 4938 4965
all-images-CVIU11-pattern16-target68 1000000 1000000 1000005 1000771
all-images-CVIU11-pattern16-target69 1000000 1000000 1000006 1000688
all-images-CVIU11-pattern16-target7 1000001 1000000 1000004 1000978
all-images-CVIU11-pattern16-target70 1000000 1000000 1000005 1000879
all-images-CVIU11-pattern16-target71 1000000 1000000 1000004 1001020
all-images-CVIU11-pattern16-target72 1000000 1000000 1000004 1001091
all-images-CVIU11-pattern16-target73 1000000 1000000 1000005 1000806
all-images-CVIU11-pattern16-target74 1000000 1000000 1000005 1000812
all-images-CVIU11-pattern16-target75 1000001 1000000 1000005 1000784
all-images-CVIU11-pattern16-target76 1000000 1000000 1000006 1000722
all-images-CVIU11-pattern16-target77 1000000 1000000 1000006 1000724
all-images-CVIU11-pattern16-target78 1000001 1000000 1000005 1000770
all-images-CVIU11-pattern16-target79 1000000 1000000 1000001 1001494
all-images-CVIU11-pattern16-target8 1000000 1000000 1000002 1001070
all-images-CVIU11-pattern16-target80 1000000 1000000 1000002 1001422
all-images-CVIU11-pattern16-target81 1000000 1000000 1000002 1001071
all-images-CVIU11-pattern16-target82 1000000 1000000 1000003 1001155
all-images-CVIU11-pattern16-target83 1000000 1000000 1000003 1001108
all-images-CVIU11-pattern16-target84 368938 1000000 1000000 1001810
all-images-CVIU11-pattern16-target85 1000001 1000000 1000004 1000828
all-images-CVIU11-pattern16-target86 1000000 1000000 1000003 1001111
all-images-CVIU11-pattern16-target87 1000000 1000000 1000002 1001109
all-images-CVIU11-pattern16-target88 1000000 1000000 1000004 1001166
all-images-CVIU11-pattern16-target89 1000000 1000000 1000002 1001500
all-images-CVIU11-pattern16-target9 1000000 1000000 1000002 1001206
all-images-CVIU11-pattern16-target90 1000000 1000000 1000001 1001764
all-images-CVIU11-pattern16-target91 402531 1000000 1000001 1001993
all-images-CVIU11-pattern16-target92 1000000 1000000 1000005 1000709
all-images-CVIU11-pattern16-target93 1000000 1000000 1000003 1001053
all-images-CVIU11-pattern16-target94 1000000 1000000 1000004 1000883
all-images-CVIU11-pattern16-target95 929755 1000000 1000000 1001867
all-images-CVIU11-pattern16-target96 769406 1000000 1000002 1001452
all-images-CVIU11-pattern16-target97 1000000 1000000 1000002 1001229
all-images-CVIU11-pattern16-target98 1000000 1000000 1000001 1001718
all-images-CVIU11-pattern16-target99 1000000 1000000 1000003 1001087
all-images-CVIU11-pattern17-target1 2393 5933 15124 20715
all-images-CVIU11-pattern17-target10 1060 340484 29965 90622
all-images-CVIU11-pattern17-target100 46 7143 3214 3029
all-images-CVIU11-pattern17-target101 686 1549 3240 41927
all-images-CVIU11-pattern17-target102 185 18355 8756 17625
all-images-CVIU11-pattern17-target103 1765 39244 54578 178650
all-images-CVIU11-pattern17-target104 12533 5012 13045 24500
all-images-CVIU11-pattern17-target105 49 34065 15712 11086
all-images-CVIU11-pattern17-target106 66 2552 8319 7577
all-images-CVIU11-pattern17-target107 602 277648 25692 115597
all-images-CVIU11-pattern17-target108 72 4734 22370 20874
all-images-CVIU11-pattern17-target109 64 2995 12020 16867
all-images-CVIU11-pattern17-target11 341 61239 12199 15979
all-images-CVIU11-pattern17-target110 139 1740 4330 6139
all-images-CVIU11-pattern17-target111 10146 250609 283202 20029
all-images-CVIU11-pattern17-target112 464 16463 17776 3361
all-images-CVIU11-pattern17-target113 284 107390 12587 6241
all-images-CVIU11-pattern17-target114 134 1253 2510 3434
all-images-CVIU11-pattern17-target115 85 3171 8915 19110
all-images-CVIU11-pattern17-target116 45 7774 23893 57496
all-images-CVIU11-pattern17-target117 63 3618 11489 10545
all-images-CVIU11-pattern17-target118 247 4159 9539 8442
all-images-CVIU11-pattern17-target119 71 4223 20256 19876
all-images-CVIU11-pattern17-target12 49 2749 9852 9192
all-images-CVIU11-pattern17-target120 132 5087 12272 13099
all-images-CVIU11-pattern17-target121 74 5100 17622 15266
all-images-CVIU11-pattern17-target122 4567 105879 134790 67746
all-images-CVIU11-pattern17-target123 301 4366 16588 24343
all-images-CVIU11-pattern17-target124 114 5179 10979 19294
all-images-CVIU11-pattern17-target125 98 4438 13967 14390
all-images-CVIU11-pattern17-target126 21 309 1124 975
all-images-CVIU11-pattern17-target127 39 10315 3396 18127
all-images-CVIU11-pattern17-target128 15682 5777 15830 20292
all-images-CVIU11-pattern17-target129 155 8313 4317 3354
all-images-CVIU11-pattern17-target13 321 3553 10704 9829
all-images-CVIU11-pattern17-target130 935 1001 1938 8277
all-images-CVIU11-pattern17-target131 435 16913 12068 17753
all-images-CVIU11-pattern17-target132 56 3525 7004 5171
all-images-CVIU11-pattern17-target133 47 8647 7928 11274
all-images-CVIU11-pattern17-target134 11971 285957 345750 475436
all-images-CVIU11-pattern17-target135 18 2516 5836 84507
all-images-CVIU11-pattern17-target136 3318 3854 7800 9316
all-images-CVIU11-pattern17-target137 580 28707 10865 9039
all-images-CVIU11-pattern17-target138 68 7590 24697 30868
all-images-CVIU11-pattern17-target139 143 1681 3062 4102
all-images-CVIU11-pattern17-target14 198 1051 2080 2112
all-images-CVIU11-pattern17-target140 31 1809 3623 2892
all-images-CVIU11-pattern17-target141 101 6281 4824 10314
all-images-CVIU11-pattern17-target142 2588 1865 5349 6415
all-images-CVIU11-pattern17-target143 41 1402 3501 3291
all-images-CVIU11-pattern17-target144 2164 2370 7635 87498
all-images-CVIU11-pattern17-target145 24 1307 2809 8394
all-images-CVIU11-pattern17-target146 262 3502 13731 22732
all-images-CVIU11-pattern17-target15 16 16387 2716 33219
all-images-CVIU11-pattern17-target16 1342 33296 33672 14256
all-images-CVIU11-pattern17-target17 69 3531 12904 12424
all-images-CVIU11-pattern17-target18 231 3453 12220 20327
all-images-CVIU11-pattern17-target19 3003 9227 29891 23815
all-images-CVIU11-pattern17-target2 5387 4467 10258 40521
all-images-CVIU11-pattern17-target20 495 3745 14262 13254
all-images-CVIU11-pattern17-target21 124 4540 9224 14626
all-images-CVIU11-pattern17-target22 47 2684 5614 4675
all-images-CVIU11-pattern17-target23 2472 6074 14326 121135
all-images-CVIU11-pattern17-target24 61 7172 3375 2279
all-images-CVIU11-pattern17-target25 3471 76261 86674 64718
all-images-CVIU11-pattern17-target26 33 3825 4314 13210
all-images-CVIU11-pattern17-target27 48 2569 8217 7267
all-images-CVIU11-pattern17-target28 23 1318 2170 2411
all-images-CVIU11-pattern17-target29 13473 7404 24778 73589
all-images-CVIU11-pattern17-target3 168 3925 14119 13692
all-images-CVIU11-pattern17-target30 67 6629 18851 16098
all-images-CVIU11-pattern17-target31 643 9243 30498 13916
all-images-CVIU11-pattern17-target32 18409 8350 29296 30512
all-images-CVIU11-pattern17-target33 4368 5967 22535 43761
all-images-CVIU11-pattern17-target34 456 206298 23594 20036
all-images-CVIU11-pattern17-target35 36870 8549 27088 28381
all-images-CVIU11-pattern17-target36 38 2923 6923 6436
all-images-CVIU11-pattern17-target37 166 12966 26820 25364
all-images-CVIU11-pattern17-target38 169 59753 29109 754198
all-images-CVIU11-pattern17-target39 249 45221 14089 31091
all-images-CVIU11-pattern17-target4 134 3166 10450 17168
all-images-CVIU11-pattern17-target40 218 5173 8923 33219
all-images-CVIU11-pattern17-target41 5464 126108 168229 8838
all-images-CVIU11-pattern17-target42 107 4458 11330 12624
all-images-CVIU11-pattern17-target43 7219 8053 20518 17665
all-images-CVIU11-pattern17-target44 198 5086 26297 66624
all-images-CVIU11-pattern17-target45 125 5870 24512 20931
all-images-CVIU11-pattern17-target46 317 2902 8674 18009
all-images-CVIU11-pattern17-target47 775 6561 20453 18295
all-images-CVIU11-pattern17-target48 81 3359 5385 9073
all-images-CVIU11-pattern17-target49 13974 5649 11683 71548
all-images-CVIU11-pattern17-target5 224 9453 23092 17704
all-images-CVIU11-pattern17-target50 258 6355 21247 36283
all-images-CVIU11-pattern17-target51 3765 2341 7785 6448
all-images-CVIU11-pattern17-target52 857 124800 29713 110908
all-images-CVIU11-pattern17-target53 31 3645 6423 4062
all-images-CVIU11-pattern17-target54 161 2055 4910 4829
all-images-CVIU11-pattern17-target55 58 2536 3845 5532
all-images-CVIU11-pattern17-target56 258 1401 3283 7107
all-images-CVIU11-pattern17-target57 561 7134 25910 49919
all-images-CVIU11-pattern17-target58 48 3457 3892 11540
all-images-CVIU11-pattern17-target59 58 4630 16984 14906
all-images-CVIU11-pattern17-target6 77 7168 19322 14803
all-images-CVIU11-pattern17-target60 70 3981 9126 12022
all-images-CVIU11-pattern17-target61 137 5615 18018 35426
all-images-CVIU11-pattern17-target62 201 5666 18660 20057
all-images-CVIU11-pattern17-target63 206 3786 13260 11979
all-images-CVIU11-pattern17-target64 127 72590 13266 13540
all-images-CVIU11-pattern17-target65 41 5158 11494 117811
all-images-CVIU11-pattern17-target66 18281 2380 5200 54586
all-images-CVIU11-pattern17-target67 278 24431 29335 18420
all-images-CVIU11-pattern17-target68 162 8054 25478 20098
all-images-CVIU11-pattern17-target69 109 8578 29696 45860
all-images-CVIU11-pattern17-target7 68 3527 14863 14317
all-images-CVIU11-pattern17-target70 60 7814 22124 25490
all-images-CVIU11-pattern17-target71 80 4240 14925 14386
all-images-CVIU11-pattern17-target72 71 4345 13676 13132
all-images-CVIU11-pattern17-target73 628 5585 19399 17439
all-images-CVIU11-pattern17-target74 162 8179 20016 27001
all-images-CVIU11-pattern17-target75 4695 10902 27922 25984
all-images-CVIU11-pattern17-target76 94 7231 26898 22008
all-images-CVIU11-pattern17-target77 134 7024 23749 33200
all-images-CVIU11-pattern17-target78 107 5580 21489 29499
all-images-CVIU11-pattern17-target79 14 13150 5378 5602
all-images-CVIU11-pattern17-target8 312 3130 8466 6893
all-images-CVIU11-pattern17-target80 17 1405 4253 3846
all-images-CVIU11-pattern17-target81 40 2396 7945 10662
all-images-CVIU11-pattern17-target82 62 3786 11144 10256
all-images-CVIU11-pattern17-target83 1386 442732 60708 108771
all-images-CVIU11-pattern17-target84 1241 742 1029 4167
all-images-CVIU11-pattern17-target85 85 3484 14737 13427
all-images-CVIU11-pattern17-target86 58 3096 8889 9798
all-images-CVIU11-pattern17-target87 68 3482 8906 7632
all-images-CVIU11-pattern17-target88 54 3437 13302 12526
all-images-CVIU11-pattern17-target89 36 2135 5036 4006
all-images-CVIU11-pattern17-target9 603 2638 7667 20297
all-images-CVIU11-pattern17-target90 74 1501 2794 6956
all-images-CVIU11-pattern17-target91 2415 47878 52314 82518
all-images-CVIU11-pattern17-target92 234 6853 22204 27486
all-images-CVIU11-pattern17-target93 3209 4293 11023 16264
all-images-CVIU11-pattern17-target94 66 7340 18861 14032
all-images-CVIU11-pattern17-target95 6323 138326 140131 195532
all-images-CVIU11-pattern17-target96 62 61143 8415 18251
all-images-CVIU11-pattern17-target97 101 2434 5518 4533
all-images-CVIU11-pattern17-target98 245 1229 2478 4373
all-images-CVIU11-pattern17-target99 67 3920 13688 15371
all-images-CVIU11-pattern18-target1 1000000 1000000 1000003 1000649
all-images-CVIU11-pattern18-target10 1000000 1000000 1000002 1000836
all-images-CVIU11-pattern18-target100 1000000 1000000 1000001 1000906
all-images-CVIU11-pattern18-target101 1000000 1000000 1000001 1001095
all-images-CVIU11-pattern18-target102 1000000 1000000 1000001 1001161
all-images-CVIU11-pattern18-target103 1000000 1000000 1000001 1001069
all-images-CVIU11-pattern18-target104 1000000 1000000 1000003 1000684
all-images-CVIU11-pattern18-target105 1000000 1000000 1000003 1000637
all-images-CVIU11-pattern18-target106 1000000 1000001 1000002 1000789
all-images-CVIU11-pattern18-target107 1000000 1000000 1000002 1000840
all-images-CVIU11-pattern18-target108 1000000 1000001 1000006 1000516
all-images-CVIU11-pattern18-target109 1000000 1000000 1000004 1000779
all-images-CVIU11-pattern18-target11 1000000 1000000 1000001 1001173
all-images-CVIU11-pattern18-target110 1000000 1000000 1000001 1001180
all-images-CVIU11-pattern18-target111 1000000 1000000 1000001 1001072
all-images-CVIU11-pattern18-target112 1000000 1000000 1000001 1001173
all-images-CVIU11-pattern18-target113 1000000 1000000 1000002 1001015
all-images-CVIU11-pattern18-target114 1000000 1000000 1000001 1000886
all-images-CVIU11-pattern18-target115 1000000 1000000 1000002 1000782
all-images-CVIU11-pattern18-target116 1000001 1000000 1000006 1000587
all-images-CVIU11-pattern18-target117 1000000 1000000 1000003 1000653
all-images-CVIU11-pattern18-target118 1000000 1000000 1000002 1000824
all-images-CVIU11-pattern18-target119 1000001 1000000 1000005 1000516
all-images-CVIU11-pattern18-target12 1000000 1000000 1000003 1000637
all-images-CVIU11-pattern18-target120 1000000 1000000 1000003 1000839
all-images-CVIU11-pattern18-target121 1000000 1000000 1000004 1000668
all-images-CVIU11-pattern18-target122 1000000 1000000 1000002 1000900
all-images-CVIU11-pattern18-target123 1000000 1000000 1000004 1000612
all-images-CVIU11-pattern18-target124 1000000 1000000 1000003 1001006
all-images-CVIU11-pattern18-target125 1000000 1000000 1000004 1000862
all-images-CVIU11-pattern18-target126 1000000 1000000 1000000 1001157
all-images-CVIU11-pattern18-target127 1000000 1000000 1000001 1001107
all-images-CVIU11-pattern18-target128 1000000 1000000 1000004 1000796
all-images-CVIU11-pattern18-target129 1000000 1000000 1000001 1001090
all-images-CVIU11-pattern18-target13 1000000 1000000 1000003 1000747
all-images-CVIU11-pattern18-target130 1000000 1000000 1000001 1001049
all-images-CVIU11-pattern18-target131 1000000 1000000 1000001 1001105
all-images-CVIU11-pattern18-target132 1000000 1000000 1000002 1000940
all-images-CVIU11-pattern18-target133 1000000 1000000 1000002 1001113
all-images-CVIU11-pattern18-target134 1000000 1000000 1000002 1000962
all-images-CVIU11-pattern18-target135 1000000 1000000 1000002 1001061
all-images-CVIU11-pattern18-target136 1000000 1000000 1000002 1001045
all-images-CVIU11-pattern18-target137 1000000 1000000 1000001 1000917
all-images-CVIU11-pattern18-target138 1000000 1000000 1000005 1000517
all-images-CVIU11-pattern18-target139 1000000 1000000 1000001 1000852
all-images-CVIU11-pattern18-target14 1000000 1000000 1000001 1000951
all-images-CVIU11-pattern18-target140 1000000 1000000 1000001 1000994
all-images-CVIU11-pattern18-target141 1000000 1000000 1000001 1000887
all-images-CVIU11-pattern18-target142 1000000 1000000 1000002 1001084
all-images-CVIU11-pattern18-target143 1000000 1000000 1000001 1001106
all-images-CVIU11-pattern18-target144 1000000 1000000 1000002 1000802
all-images-CVIU11-pattern18-target145 1000000 1000000 1000001 1000772
all-images-CVIU11-pattern18-target146 1000000 1000000 1000004 1000800
all-images-CVIU11-pattern18-target15 1000000 1000000 1000000 1001058
all-images-CVIU11-pattern18-target16 1000000 1000000 1000001 1000865
all-images-CVIU11-pattern18-target17 1000000 1000000 1000004 1000901
all-images-CVIU11-pattern18-target18 1000000 1000000 1000003 1000838
all-images-CVIU11-pattern18-target19 1000001 1000000 1000006 1000392
all-images-CVIU11-pattern18-target2 1000000 1000000 1000002 1000932
all-images-CVIU11-pattern18-target20 1000000 1000000 1000004 1000805
all-images-CVIU11-pattern18-target21 1000000 1000000 1000003 1000815
all-images-CVIU11-pattern18-target22 1000000 1000000 1000002 1001110
all-images-CVIU11-pattern18-target23 1000000 1000000 1000003 1000630
all-images-CVIU11-pattern18-target24 1000000 1000000 1000000 1001117
all-images-CVIU11-pattern18-target25 1000000 1000000 1000001 1001074
all-images-CVIU11-pattern18-target26 1000000 1000000 1000001 1000862
all-images-CVIU11-pattern18-target27 1000001 1000000 1000002 1000887
all-images-CVIU11-pattern18-target28 1000000 1000000 1000001 1000986
all-images-CVIU11-pattern18-target29 1000001 1000001 1000005 1000492
all-images-CVIU11-pattern18-target3 1000000 1000000 1000004 1000826
all-images-CVIU11-pattern18-target30 1000000 1000000 1000005 1000675
all-images-CVIU11-pattern18-target31 1000000 1000000 1000003 1000672
all-images-CVIU11-pattern18-target32 1000001 1000001 1000006 1000423
all-images-CVIU11-pattern18-target33 1000000 1000001 1000006 1000551
all-images-CVIU11-pattern18-target34 1000000 1000000 1000003 1000696
all-images-CVIU11-pattern18-target35 1000000 1000001 1000005 1000500
all-images-CVIU11-pattern18-target36 1000000 1000000 1000002 1001046
all-images-CVIU11-pattern18-target37 1000000 1000000 1000005 1000582
all-images-CVIU11-pattern18-target38 1000000 1000000 1000005 1000609
all-images-CVIU11-pattern18-target39 1000000 1000000 1000002 1001084
all-images-CVIU11-pattern18-target4 1000000 1000000 1000003 1000646
all-images-CVIU11-pattern18-target40 1000000 1000000 1000003 1000763
all-images-CVIU11-pattern18-target41 1000001 1000000 1000002 1000832
all-images-CVIU11-pattern18-target42 1000000 1000000 1000003 1000807
all-images-CVIU11-pattern18-target43 1000000 1000000 1000004 1000657
all-images-CVIU11-pattern18-target44 1000001 1000001 1000006 1000462
all-images-CVIU11-pattern18-target45 1000000 1000000 1000005 1000410
all-images-CVIU11-pattern18-target46 1000000 1000000 1000003 1000823
all-images-CVIU11-pattern18-target47 1000000 1000000 1000004 1000562
all-images-CVIU11-pattern18-target48 1000000 1000000 1000002 1001106
all-images-CVIU11-pattern18-target49 1000000 1000000 1000003 1000755
all-images-CVIU11-pattern18-target5 1000000 1000000 1000005 1000597
all-images-CVIU11-pattern18-target50 1000001 1000000 1000005 1000546
all-images-CVIU11-pattern18-target51 1000000 1000000 1000002 1000866
all-images-CVIU11-pattern18-target52 1000000 1000000 1000002 1001024
all-images-CVIU11-pattern18-target53 1000000 1000000 1000001 1001105
all-images-CVIU11-pattern18-target54 1000000 1000000 1000002 1001086
all-images-CVIU11-pattern18-target55 1000000 1000000 1000001 1001100
all-images-CVIU11-pattern18-target56 1000000 1000000 1000001 1001143
all-images-CVIU11-pattern18-target57 1000000 1000001 1000006 1000538
all-images-CVIU11-pattern18-target58 1000000 1000000 1000001 1001167
all-images-CVIU11-pattern18-target59 1000001 1000000 1000004 1000619
all-images-CVIU11-pattern18-target6 1000000 1000000 1000004 1000595
all-images-CVIU11-pattern18-target60 1000000 1000000 1000002 1000883
all-images-CVIU11-pattern18-target61 1000001 1000000 1000004 1000578
all-images-CVIU11-pattern18-target62 1000001 1000000 1000004 1000576
all-images-CVIU11-pattern18-target63 1000000 1000000 1000004 1000796
all-images-CVIU11-pattern18-target64 1000000 1000000 1000003 1000762
all-images-CVIU11-pattern18-target65 1000000 1000000 1000002 1000826
all-images-CVIU11-pattern18-target66 1000000 1000000 1000001 1001047
all-images-CVIU11-pattern18-target67 1000000 1000000 1000005 1000549
all-images-CVIU11-pattern18-target68 1000001 1000000 1000006 1000431
all-images-CVIU11-pattern18-target69 1000001 1000000 1000006 1000326
all-images-CVIU11-pattern18-target7 1000000 1000000 1000004 1000745
all-images-CVIU11-pattern18-target70 1000000 1000000 1000005 1000468
all-images-CVIU11-pattern18-target71 1000001 1000000 1000004 1000707
all-images-CVIU11-pattern18-target72 1000000 1000000 1000004 1000845
all-images-CVIU11-pattern18-target73 1000000 1000000 1000005 1000540
all-images-CVIU11-pattern18-target74 1000001 1000000 1000005 1000579
