instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts
all-images-CVIU11-pattern18-target75 1000000 1000000 1000005 1000576
all-images-CVIU11-pattern18-target76 1000000 1000000 1000006 1000478
all-images-CVIU11-pattern18-target77 1000000 1000000 1000006 1000506
all-images-CVIU11-pattern18-target78 1000000 1000000 1000005 1000471
all-images-CVIU11-pattern18-target79 1000000 1000000 1000001 1001165
all-images-CVIU11-pattern18-target8 1000000 1000000 1000002 1000841
all-images-CVIU11-pattern18-target80 1000000 1000000 1000001 1001060
all-images-CVIU11-pattern18-target81 1000000 1000000 1000002 1000880
all-images-CVIU11-pattern18-target82 1000000 1000000 1000003 1000702
all-images-CVIU11-pattern18-target83 1000000 1000000 1000003 1000717
all-images-CVIU11-pattern18-target84 1000000 1000000 1000000 1000861
all-images-CVIU11-pattern18-target85 1000000 1000000 1000004 1000729
all-images-CVIU11-pattern18-target86 1000000 1000000 1000003 1000697
all-images-CVIU11-pattern18-target87 1000000 1000000 1000002 1000828
all-images-CVIU11-pattern18-target88 1000000 1000000 1000004 1000729
all-images-CVIU11-pattern18-target89 1000000 1000000 1000002 1001113
all-images-CVIU11-pattern18-target9 1000000 1000000 1000002 1000923
all-images-CVIU11-pattern18-target90 1000000 1000000 1000001 1000777
all-images-CVIU11-pattern18-target91 1000000 1000000 1000000 1001138
all-images-CVIU11-pattern18-target92 1000000 1000001 1000006 1000481
all-images-CVIU11-pattern18-target93 1000000 1000000 1000003 1000696
all-images-CVIU11-pattern18-target94 1000001 1000000 1000004 1000709
all-images-CVIU11-pattern18-target95 1000000 1000000 1000001 1001053
all-images-CVIU11-pattern18-target96 1000000 1000000 1000002 1001083
all-images-CVIU11-pattern18-target97 1000000 1000000 1000002 1001086
all-images-CVIU11-pattern18-target98 1000000 1000000 1000001 1000882
all-images-CVIU11-pattern18-target99 1000000 1000000 1000003 1000794
all-images-CVIU11-pattern19-target1 1000001 1000000 1000003 1000376
all-images-CVIU11-pattern19-target10 1000000 1000000 1000002 1000411
all-images-CVIU11-pattern19-target100 1000000 1000000 1000001 1000451
all-images-CVIU11-pattern19-target101 1000000 1000000 1000001 1000444
all-images-CVIU11-pattern19-target102 1000000 1000000 1000001 1000422
all-images-CVIU11-pattern19-target103 1000000 1000000 1000002 1000411
all-images-CVIU11-pattern19-target104 1000000 1000000 1000003 1000311
all-images-CVIU11-pattern19-target105 1000001 1000000 1000003 1000357
all-images-CVIU11-pattern19-target106 1000000 1000000 1000003 1000397
all-images-CVIU11-pattern19-target107 1000000 1000000 1000002 1000397
all-images-CVIU11-pattern19-target108 1000001 1000000 1000005 1000223
all-images-CVIU11-pattern19-target109 1000000 1000000 1000004 1000354
all-images-CVIU11-pattern19-target11 1000000 1000000 1000001 1000471
all-images-CVIU11-pattern19-target110 1000000 1000000 1000002 1000465
all-images-CVIU11-pattern19-target111 1000000 1000000 1000001 1000458
all-images-CVIU11-pattern19-target112 1000000 1000000 1000001 1000484
all-images-CVIU11-pattern19-target113 1000000 1000000 1000002 1000435
all-images-CVIU11-pattern19-target114 1000000 1000000 1000001 1000463
all-images-CVIU11-pattern19-target115 1000000 1000000 1000002 1000417
all-images-CVIU11-pattern19-target116 1000000 1000001 1000006 1000244
all-images-CVIU11-pattern19-target117 1000000 1000000 1000003 1000328
all-images-CVIU11-pattern19-target118 1000000 1000000 1000002 1000440
all-images-CVIU11-pattern19-target119 1000000 1000000 1000005 1000268
all-images-CVIU11-pattern19-target12 1000000 1000000 1000003 1000434
all-images-CVIU11-pattern19-target120 1000000 1000000 1000004 1000332
all-images-CVIU11-pattern19-target121 1000000 1000000 1000004 1000303
all-images-CVIU11-pattern19-target122 1000000 1000000 1000002 1000440
all-images-CVIU11-pattern19-target123 1000000 1000000 1000004 1000297
all-images-CVIU11-pattern19-target124 1000000 1000000 1000003 1000336
all-images-CVIU11-pattern19-target125 1000000 1000000 1000004 1000334
all-images-CVIU11-pattern19-target126 1000000 1000000 1000000 1000494
all-images-CVIU11-pattern19-target127 1000000 1000000 1000001 1000485
all-images-CVIU11-pattern19-target128 1000000 1000000 1000004 1000326
all-images-CVIU11-pattern19-target129 1000000 1000000 1000001 1000527
all-images-CVIU11-pattern19-target13 1000000 1000000 1000003 1000400
all-images-CVIU11-pattern19-target130 1000000 1000000 1000001 1000529
all-images-CVIU11-pattern19-target131 1000000 1000000 1000002 1000398
all-images-CVIU11-pattern19-target132 1000000 1000000 1000002 1000352
all-images-CVIU11-pattern19-target133 1000000 1000000 1000002 1000395
all-images-CVIU11-pattern19-target134 1000000 1000000 1000002 1000434
all-images-CVIU11-pattern19-target135 1000000 1000000 1000002 1000372
all-images-CVIU11-pattern19-target136 1000000 1000000 1000002 1000418
all-images-CVIU11-pattern19-target137 1000000 1000000 1000001 1000489
all-images-CVIU11-pattern19-target138 1000000 1000000 1000005 1000246
all-images-CVIU11-pattern19-target139 1000000 1000000 1000001 1000441
all-images-CVIU11-pattern19-target14 1000000 1000000 1000001 1000435
all-images-CVIU11-pattern19-target140 1000000 1000000 1000001 1000435
all-images-CVIU11-pattern19-target141 1000000 1000000 1000001 1000577
all-images-CVIU11-pattern19-target142 1000000 1000000 1000002 1000392
all-images-CVIU11-pattern19-target143 1000000 1000000 1000001 1000378
all-images-CVIU11-pattern19-target144 1000000 1000000 1000002 1000422
all-images-CVIU11-pattern19-target145 1000000 1000000 1000001 1000496
all-images-CVIU11-pattern19-target146 1000000 1000000 1000004 1000317
all-images-CVIU11-pattern19-target15 1000000 1000000 1000000 1000451
all-images-CVIU11-pattern19-target16 1000000 1000000 1000001 1000533
all-images-CVIU11-pattern19-target17 1000000 1000000 1000003 1000324
all-images-CVIU11-pattern19-target18 1000000 1000000 1000004 1000324
all-images-CVIU11-pattern19-target19 1000001 1000001 1000006 1000239
all-images-CVIU11-pattern19-target2 1000000 1000000 1000003 1000416
all-images-CVIU11-pattern19-target20 1000000 1000000 1000004 1000338
all-images-CVIU11-pattern19-target21 1000000 1000000 1000003 1000374
all-images-CVIU11-pattern19-target22 1000000 1000000 1000002 1000437
all-images-CVIU11-pattern19-target23 1000000 1000000 1000003 1000360
all-images-CVIU11-pattern19-target24 1000000 1000000 1000000 1000475
all-images-CVIU11-pattern19-target25 1000000 1000000 1000002 1000484
all-images-CVIU11-pattern19-target26 1000000 1000000 1000001 1000530
all-images-CVIU11-pattern19-target27 1000000 1000000 1000003 1000480
all-images-CVIU11-pattern19-target28 1000000 1000000 1000001 1000420
all-images-CVIU11-pattern19-target29 1000000 1000000 1000006 1000258
all-images-CVIU11-pattern19-target3 1000000 1000000 1000004 1000360
all-images-CVIU11-pattern19-target30 1000000 1000000 1000004 1000336
all-images-CVIU11-pattern19-target31 1000001 1000000 1000003 1000341
all-images-CVIU11-pattern19-target32 1000000 1000000 1000007 1000233
all-images-CVIU11-pattern19-target33 1000000 1000000 1000006 1000236
all-images-CVIU11-pattern19-target34 1000000 1000000 1000003 1000370
all-images-CVIU11-pattern19-target35 1000000 1000000 1000006 1000235
all-images-CVIU11-pattern19-target36 1000000 1000000 1000002 1000349
all-images-CVIU11-pattern19-target37 1000000 1000000 1000005 1000247
all-images-CVIU11-pattern19-target38 1000000 1000000 1000005 1000309
all-images-CVIU11-pattern19-target39 1000000 1000000 1000002 1000435
all-images-CVIU11-pattern19-target4 1000001 1000000 1000003 1000392
all-images-CVIU11-pattern19-target40 1000000 1000000 1000003 1000384
all-images-CVIU11-pattern19-target41 1000000 1000000 1000002 1000424
all-images-CVIU11-pattern19-target42 1000000 1000000 1000003 1000408
all-images-CVIU11-pattern19-target43 1000000 1000000 1000004 1000303
all-images-CVIU11-pattern19-target44 1000000 1000001 1000006 1000274
all-images-CVIU11-pattern19-target45 1000000 1000001 1000005 1000290
all-images-CVIU11-pattern19-target46 1000000 1000000 1000003 1000348
all-images-CVIU11-pattern19-target47 1000000 1000000 1000004 1000259
all-images-CVIU11-pattern19-target48 1000000 1000000 1000002 1000388
all-images-CVIU11-pattern19-target49 1000000 1000000 1000003 1000368
all-images-CVIU11-pattern19-target5 1000000 1000000 1000005 1000303
all-images-CVIU11-pattern19-target50 1000000 1000000 1000005 1000251
all-images-CVIU11-pattern19-target51 1000000 1000000 1000002 1000395
all-images-CVIU11-pattern19-target52 1000000 1000000 1000002 1000402
all-images-CVIU11-pattern19-target53 1000000 1000000 1000002 1000428
all-images-CVIU11-pattern19-target54 1000000 1000000 1000002 1000396
all-images-CVIU11-pattern19-target55 1000000 1000000 1000001 1000404
all-images-CVIU11-pattern19-target56 1000000 1000000 1000001 1000430
all-images-CVIU11-pattern19-target57 1000001 1000001 1000006 1000242
all-images-CVIU11-pattern19-target58 1000000 1000000 1000001 1000518
all-images-CVIU11-pattern19-target59 1000000 1000000 1000004 1000361
all-images-CVIU11-pattern19-target6 1000000 1000000 1000004 1000356
all-images-CVIU11-pattern19-target60 1000000 1000000 1000002 1000509
all-images-CVIU11-pattern19-target61 1000000 1000000 1000004 1000331
all-images-CVIU11-pattern19-target62 1000000 1000000 1000004 1000345
all-images-CVIU11-pattern19-target63 1000000 1000000 1000003 1000325
all-images-CVIU11-pattern19-target64 1000000 1000000 1000003 1000385
all-images-CVIU11-pattern19-target65 1000000 1000000 1000002 1000399
all-images-CVIU11-pattern19-target66 1000000 1000000 1000001 1000385
all-images-CVIU11-pattern19-target67 1000000 1000000 1000005 1000316
all-images-CVIU11-pattern19-target68 1000000 1000000 1000005 1000274
all-images-CVIU11-pattern19-target69 1000000 1000001 1000006 1000270
all-images-CVIU11-pattern19-target7 1000000 1000000 1000004 1000357
all-images-CVIU11-pattern19-target70 1000000 1000000 1000005 1000314
all-images-CVIU11-pattern19-target71 1000000 1000000 1000004 1000353
all-images-CVIU11-pattern19-target72 1000000 1000000 1000004 1000371
all-images-CVIU11-pattern19-target73 1000000 1000000 1000005 1000308
all-images-CVIU11-pattern19-target74 1000000 1000001 1000005 1000315
all-images-CVIU11-pattern19-target75 1000000 1000001 1000005 1000270
all-images-CVIU11-pattern19-target76 1000000 1000001 1000006 1000268
all-images-CVIU11-pattern19-target77 1000000 1000001 1000006 1000251
all-images-CVIU11-pattern19-target78 1000000 1000000 1000005 1000273
all-images-CVIU11-pattern19-target79 1000000 1000000 1000001 1000471
all-images-CVIU11-pattern19-target8 1000000 1000000 1000002 1000438
all-images-CVIU11-pattern19-target80 1000000 1000000 1000002 1000378
all-images-CVIU11-pattern19-target81 1000000 1000000 1000002 1000439
all-images-CVIU11-pattern19-target82 1000000 1000000 1000003 1000424
all-images-CVIU11-pattern19-target83 1000000 1000000 1000004 1000344
all-images-CVIU11-pattern19-target84 1000000 1000000 1000000 1000526
all-images-CVIU11-pattern19-target85 1000000 1000000 1000004 1000294
all-images-CVIU11-pattern19-target86 1000000 1000000 1000003 1000391
all-images-CVIU11-pattern19-target87 1000000 1000000 1000002 1000412
all-images-CVIU11-pattern19-target88 1000001 1000000 1000004 1000395
all-images-CVIU11-pattern19-target89 1000000 1000000 1000002 1000404
all-images-CVIU11-pattern19-target9 1000000 1000000 1000002 1000451
all-images-CVIU11-pattern19-target90 1000000 1000000 1000001 1000453
all-images-CVIU11-pattern19-target91 1000000 1000000 1000000 1000471
all-images-CVIU11-pattern19-target92 1000000 1000001 1000006 1000232
all-images-CVIU11-pattern19-target93 1000000 1000000 1000003 1000334
all-images-CVIU11-pattern19-target94 1000000 1000000 1000004 1000312
all-images-CVIU11-pattern19-target95 1000000 1000000 1000001 1000435
all-images-CVIU11-pattern19-target96 1000000 1000000 1000002 1000442
all-images-CVIU11-pattern19-target97 1000000 1000000 1000002 1000419
all-images-CVIU11-pattern19-target98 1000000 1000000 1000001 1000529
all-images-CVIU11-pattern19-target99 1000000 1000000 1000003 1000354
all-images-CVIU11-pattern2-target1 1000000 1000000 1000003 1000067
all-images-CVIU11-pattern2-target10 1000000 1000000 1000001 1000048
all-images-CVIU11-pattern2-target100 1000000 1000000 1000001 1000116
all-images-CVIU11-pattern2-target101 1000000 1000000 1000001 1000151
all-images-CVIU11-pattern2-target102 1000000 1000000 1000001 1000134
all-images-CVIU11-pattern2-target103 1000000 1000000 1000002 1000151
all-images-CVIU11-pattern2-target104 1000000 1000000 1000003 1000063
all-images-CVIU11-pattern2-target105 1000000 1000000 1000004 1000058
all-images-CVIU11-pattern2-target106 1000000 1000000 1000003 1000070
all-images-CVIU11-pattern2-target107 1000000 1000000 1000002 1000050
all-images-CVIU11-pattern2-target108 1000001 1000002 1000006 1000063
all-images-CVIU11-pattern2-target109 1000000 1000000 1000004 1000057
all-images-CVIU11-pattern2-target11 1000000 1000000 1000001 1000231
all-images-CVIU11-pattern2-target110 1000000 1000000 1000001 1000190
all-images-CVIU11-pattern2-target111 1000000 1000000 1000001 1000161
all-images-CVIU11-pattern2-target112 1000000 1000000 1000001 1000189
all-images-CVIU11-pattern2-target113 1000000 1000000 1000002 1000079
all-images-CVIU11-pattern2-target114 1000000 1000000 1000001 1000094
all-images-CVIU11-pattern2-target115 1000000 1000000 1000003 1000044
all-images-CVIU11-pattern2-target116 1000000 1000002 1000006 1000040
all-images-CVIU11-pattern2-target117 1000000 1000000 1000003 1000062
all-images-CVIU11-pattern2-target118 1000000 1000000 1000001 1000004
all-images-CVIU11-pattern2-target119 1000000 1000002 1000005 1000046
all-images-CVIU11-pattern2-target12 1000000 1000000 1000003 1000060
all-images-CVIU11-pattern2-target120 1000000 1000000 1000006 1000068
all-images-CVIU11-pattern2-target121 1000000 1000000 1000004 1000042
all-images-CVIU11-pattern2-target122 1000000 1000000 1000002 1000068
all-images-CVIU11-pattern2-target123 1000000 1000000 1000005 1000037
all-images-CVIU11-pattern2-target124 1000000 1000000 1000003 1000053
all-images-CVIU11-pattern2-target125 1000000 1000000 1000004 1000035
all-images-CVIU11-pattern2-target126 1000000 1000000 1000000 1000093
all-images-CVIU11-pattern2-target127 1000000 1000000 1000000 1000164
all-images-CVIU11-pattern2-target128 1000000 1000000 1000003 1000044
all-images-CVIU11-pattern2-target129 1000000 1000000 1000001 1000089
all-images-CVIU11-pattern2-target13 1000000 1000000 1000003 1000090
all-images-CVIU11-pattern2-target130 1000000 1000000 1000001 1000119
all-images-CVIU11-pattern2-target131 1000000 1000000 1000001 1000083
all-images-CVIU11-pattern2-target132 1000000 1000000 1000001 1000010
all-images-CVIU11-pattern2-target133 1000000 1000000 1000002 1000117
all-images-CVIU11-pattern2-target134 1000000 1000000 1000001 1000007
all-images-CVIU11-pattern2-target135 1000000 1000000 1000002 1000051
all-images-CVIU11-pattern2-target136 1000000 1000000 1000002 1000052
all-images-CVIU11-pattern2-target137 1000000 1000000 1000001 1000153
all-images-CVIU11-pattern2-target138 1000001 1000001 1000005 1000049
all-images-CVIU11-pattern2-target139 1000000 1000000 1000001 1000126
all-images-CVIU11-pattern2-target14 1000000 1000000 1000001 1000138
all-images-CVIU11-pattern2-target140 1000000 1000000 1000001 1000129
all-images-CVIU11-pattern2-target141 1000000 1000000 1000001 1000059
all-images-CVIU11-pattern2-target142 1000000 1000000 1000002 1000027
all-images-CVIU11-pattern2-target143 1000000 1000000 1000001 1000021
all-images-CVIU11-pattern2-target144 1000000 1000000 1000002 1000121
all-images-CVIU11-pattern2-target145 1000000 1000000 1000001 1000180
all-images-CVIU11-pattern2-target146 1000000 1000000 1000004 1000049
all-images-CVIU11-pattern2-target15 1000000 1000000 1000000 1000162
all-images-CVIU11-pattern2-target16 1000000 1000000 1000001 1000069
all-images-CVIU11-pattern2-target17 1000000 1000000 1000004 1000054
all-images-CVIU11-pattern2-target18 1000000 1000000 1000004 1000052
all-images-CVIU11-pattern2-target19 1000001 1000002 1000006 1000036
all-images-CVIU11-pattern2-target2 1000000 1000000 1000003 1000073
all-images-CVIU11-pattern2-target20 1000000 1000000 1000004 1000044
all-images-CVIU11-pattern2-target21 1000000 1000000 1000003 1000058
all-images-CVIU11-pattern2-target22 1000000 1000000 1000002 1000033
all-images-CVIU11-pattern2-target23 1000000 1000000 1000003 1000069
all-images-CVIU11-pattern2-target24 1000000 1000000 1000000 1000125
all-images-CVIU11-pattern2-target25 1000000 1000000 1000002 1000114
all-images-CVIU11-pattern2-target26 1000000 1000000 1000001 1000194
all-images-CVIU11-pattern2-target27 1000000 1000000 1000001 1000009
all-images-CVIU11-pattern2-target28 1000000 1000000 1000001 1000120
all-images-CVIU11-pattern2-target29 1000000 1000002 1000005 1000050
all-images-CVIU11-pattern2-target3 1000000 1000000 1000004 1000077
all-images-CVIU11-pattern2-target30 1000000 1000000 1000004 1000046
