instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
si4_b03m_m800.05 1 177 148 150 0.185185
si4_b03m_m800.06 0 105 147 215 0.185185
si4_b03m_m800.01 0 102 146 213 0.185185
si4_b03m_m800.08 0 168 199 151 0.185185
si4_b03m_m800.09 0 178 181 151 0.185185
si4_b03m_m800.00 0 103 152 153 0.185185
si4_b03m_m800.02 0 176 151 206 0.185185
si4_b03m_m800.07 0 149 146 200 0.185185
si4_b03m_m800.04 0 104 149 201 0.185185
si6_b09_m400.07 0 15 60 65 0.185185
si6_b09_m400.03 0 32 61 112 0.185185
si6_b09_m400.04 0 32 61 95 0.185185
si6_b09_m400.06 0 32 60 79 0.185185
si6_b09_m400.05 0 15 93 125 0.185185
si6_b09_m400.09 0 33 61 96 0.185185
si6_b09_m400.02 0 32 62 130 0.185185
si6_b09_m400.01 0 15 83 66 0.185185
si6_b09_m400.08 0 32 122 65 0.185185
si6_b09_m400.00 0 15 128 121 0.185185
si6_b06_m400.03 0 32 123 123 0.185185
si6_b06_m400.08 0 32 123 125 0.185185
si6_b06_m400.07 0 32 58 60 0.185185
si6_b06_m400.04 0 32 58 60 0.185185
si6_b06_m400.05 0 32 122 92 0.185185
si6_b06_m400.06 0 32 122 103 0.185185
si6_b06_m400.02 0 32 59 60 0.185185
si6_b06_m400.01 0 32 59 62 0.185185
si6_b06_m400.00 0 15 121 61 0.185185
si6_b06_m400.09 0 32 60 61 0.185185
si6_b03m_m200.04 0 8 23 11 0.185185
si6_b03m_m200.07 0 18 11 22 0.185185
si6_b03m_m200.08 0 18 11 11 0.185185
si6_b03m_m200.02 0 18 10 23 0.185185
si6_b03m_m200.03 0 18 11 23 0.185185
si6_b03m_m200.06 0 18 11 23 0.185185
si6_b03m_m200.01 0 8 11 23 0.185185
si6_b03m_m200.09 0 17 11 23 0.185185
si6_b03m_m200.00 0 18 11 23 0.185185
si6_b03m_m200.05 0 18 11 22 0.185185
si4_b06_m800.04 0 90 183 349 0.185185
si4_b06_m800.00 0 90 184 203 0.185185
si4_b06_m800.08 0 90 183 258 0.185185
si4_b06_m800.05 0 91 186 272 0.185185
si4_b06_m800.03 0 91 183 293 0.185185
si4_b06_m800.06 0 83 256 205 0.185185
si4_b06_m800.07 0 41 208 246 0.185185
si4_b06_m800.01 0 91 182 203 0.185185
si4_b06_m800.02 0 41 246 263 0.185185
si4_b06_m800.09 0 91 183 202 0.185185
si6_b09m_m200.07 0 8 30 15 0.185185
si6_b09m_m200.06 0 17 16 15 0.185185
si6_b09m_m200.01 0 17 31 16 0.185185
si6_b09m_m200.08 0 19 16 31 0.185185
si6_b09m_m200.00 0 17 31 31 0.185185
si6_b09m_m200.09 0 8 15 15 0.185185
si6_b09m_m200.02 0 17 15 30 0.185185
si6_b09m_m200.05 0 17 31 16 0.185185
si6_b09m_m200.03 0 15 19 15 0.185185
si6_b09m_m200.04 0 18 30 15 0.185185
si4_b09m_m400.07 0 40 46 94 0.185185
si4_b09m_m400.06 0 46 61 48 0.185185
si4_b09m_m400.00 0 22 93 49 0.185185
si4_b09m_m400.08 0 45 52 48 0.185185
si4_b09m_m400.04 0 32 47 96 0.185185
si4_b09m_m400.09 0 23 93 48 0.185185
si4_b09m_m400.02 0 46 84 94 0.185185
si4_b09m_m400.03 0 36 47 48 0.185185
si4_b09m_m400.01 0 23 46 47 0.185185
si4_b09m_m400.05 0 31 46 48 0.185185
si6_b06_m200.09 0 8 14 30 0.185185
si6_b06_m200.03 0 3 30 14 0.185185
si6_b06_m200.05 0 8 14 30 0.185185
si6_b06_m200.00 0 8 30 14 0.185185
si6_b06_m200.08 0 8 30 30 0.185185
si6_b06_m200.02 0 3 15 14 0.185185
si6_b06_m200.06 0 3 24 14 0.185185
si6_b06_m200.04 0 3 30 30 0.185185
si6_b06_m200.01 0 8 14 30 0.185185
si6_b06_m200.07 0 8 15 31 0.185185
si6_b06m_m200.09 0 17 26 26 0.185185
si6_b06m_m200.02 0 18 26 27 0.185185
si6_b06m_m200.05 0 17 12 25 0.185185
si6_b06m_m200.00 0 17 26 20 0.185185
si6_b06m_m200.07 0 17 26 26 0.185185
si6_b06m_m200.04 0 17 25 25 0.185185
si6_b06m_m200.08 0 17 26 27 0.185185
si6_b06m_m200.06 0 17 25 13 0.185185
si6_b06m_m200.03 0 8 26 26 0.185185
si6_b06m_m200.01 0 17 25 13 0.185185
si2_b09m_m200.08 0 3 20 9 0.185185
si2_b09m_m200.06 0 6 18 18 0.185185
si2_b09m_m200.03 0 3 18 9 0.185185
si2_b09m_m200.09 0 6 18 18 0.185185
si2_b09m_m200.04 0 6 18 9 0.185185
si2_b09m_m200.00 0 6 9 18 0.185185
si2_b09m_m200.01 0 6 9 18 0.185185
si2_b09m_m200.05 0 6 18 9 0.185185
si2_b09m_m200.07 0 5 9 18 0.185185
si2_b09m_m200.02 0 6 18 9 0.185185
si6_b03_m200.01 0 5 13 13 0.185185
si6_b03_m200.03 0 8 13 28 0.185185
si6_b03_m200.04 0 8 13 28 0.185185
si6_b03_m200.08 0 8 13 28 0.185185
si6_b03_m200.07 0 8 13 28 0.185185
si6_b03_m200.09 0 8 13 28 0.185185
si6_b03_m200.05 0 8 13 28 0.185185
si6_b03_m200.02 0 3 28 13 0.185185
si6_b03_m200.06 0 8 28 13 0.185185
si6_b03_m200.00 0 8 28 13 0.185185
si6_b09_m200.09 0 8 15 32 0.185185
si6_b09_m200.06 0 8 15 32 0.185185
si6_b09_m200.08 0 8 15 32 0.185185
si6_b09_m200.03 0 8 15 32 0.185185
si6_b09_m200.00 0 8 15 32 0.185185
si6_b09_m200.02 0 8 15 32 0.185185
si6_b09_m200.07 0 8 15 32 0.185185
si6_b09_m200.04 0 8 15 32 0.185185
si6_b09_m200.01 0 8 15 32 0.185185
si6_b09_m200.05 0 8 16 32 0.185185
all-images-CVIU11-pattern1-target1 0 668 3363 3350 0.0159286
all-images-CVIU11-pattern1-target10 1000000 1000000 1000002 1000294 0.0159286
all-images-CVIU11-pattern1-target100 1000000 1000000 1000001 1000354 0.0159286
all-images-CVIU11-pattern1-target101 1000000 1000000 1000001 1000404 0.0159286
all-images-CVIU11-pattern1-target102 1000000 1000000 1000002 1000342 0.0159286
all-images-CVIU11-pattern1-target103 1000000 1000000 1000002 1000372 0.0159286
all-images-CVIU11-pattern1-target104 1000001 1000000 1000003 1000242 0.0159286
all-images-CVIU11-pattern1-target105 1000001 1000000 1000004 1000280 0.0159286
all-images-CVIU11-pattern1-target106 1000000 1000000 1000003 1000318 0.0159286
all-images-CVIU11-pattern1-target107 1000000 1000000 1000002 1000347 0.0159286
all-images-CVIU11-pattern1-target108 1000001 1000001 1000007 1000175 0.0159286
all-images-CVIU11-pattern1-target109 1000000 1000000 1000004 1000248 0.0159286
all-images-CVIU11-pattern1-target11 1000000 1000000 1000001 1000415 0.0159286
all-images-CVIU11-pattern1-target110 1000000 1000000 1000001 1000396 0.0159286
