instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-609 34 0.40107 34 0.40107 39787 29521 19801
r-168 45 0.353535 45 0.353535 -1 -1 -1
r-510 21 0.380952 21 0.380952 46720 41619 32297
r-903 31 0.511828 31 0.511828 5605633 5594222 3876358
r-600 27 0.358974 27 0.358974 5177741 5898208 4409408
r-99 44 0.5074 44 0.5074 -1 -1 -1
r-696 20 0.521053 20 0.521053 64658 57583 36929
r-275 41 0.512195 41 0.512195 78057160 109223701 53598994
r-518 20 0.521053 20 0.521053 8571 9555 9119
r-974 45 0.20202 45 0.20202 2530 2507 2500
r-106 29 0.339901 29 0.339901 2817892 2730274 2023552
r-927 32 0.175403 32 0.175403 559 533 531
r-292 26 0.270769 26 0.270769 575575 632042 694430
r-242 32 0.175403 32 0.175403 6752014 11995869 7332080
r-350 36 0.507937 36 0.507937 40993774 52697507 35547169
r-514 30 0.23908 30 0.23908 1645440 1690610 1279660
r-346 27 0.48433 27 0.48433 9980 10259 7959
r-115 27 0.31339 27 0.31339 4506949 5062789 3167659
r-618 32 0.508065 32 0.508065 8992432 9194030 7080112
r-178 30 0.186207 30 0.186207 2522153 2431074 1253648
r-454 29 0.413793 29 0.413793 7461676 7388238 5402079
r-803 23 0.513834 23 0.513834 371127 201233 349257
r-392 44 0.485201 44 0.485201 -1 -1 -1
r-140 38 0.14936 38 0.14936 647 647 647
r-869 21 0.52381 21 0.52381 49156 44507 38515
r-165 22 0.484848 22 0.484848 179612 144682 118285
r-857 30 0.508046 30 0.508046 517632 480971 412539
r-500 39 0.504723 39 0.504723 6424933 7101189 4143576
r-67 41 0.512195 41 0.512195 49586396 53893842 31513807
r-412 34 0.486631 34 0.486631 3366345 2836983 1581711
r-18 36 0.246032 36 0.246032 64526042 86999056 79046125
r-820 36 0.385714 36 0.385714 -1 -1 97807274
r-142 20 0.394737 20 0.394737 409 434 390
r-309 21 0.514286 21 0.514286 109204 98987 87019
r-400 20 0.478947 20 0.478947 79418 70893 63188
r-914 26 0.212308 26 0.212308 480137 506342 378716
