instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-286 20 0.394737 20 0.394737 62979 40562 49655 47671
r-925 38 0.308677 38 0.308677 1670551725 1153347078 1307975480 1270339179
r-819 22 0.367965 22 0.367965 1321311 511741 258311 227432
r-164 29 0.37931 29 0.37931 552562 19964632 453965 460481
r-668 17 0.441176 17 0.441176 10517 17787 8434 8555
r-149 29 0.37931 29 0.37931 851260 76673397 722334 726579
r-860 39 0.364372 39 0.364372 26005898 1716788120 29012324 30109515
r-889 18 0.522876 18 0.522876 27326 18863 24405 23625
r-508 33 0.492424 33 0.492424 37747098 26297589 25733380 24812590
r-76 44 0.502114 44 0.502114 -1 -1 -1 -1
r-41 45 0.490909 45 0.490909 2705743143 1789381113 1871929713 1837000484
r-181 31 0.425806 31 0.425806 4892462 12010352 4840811 4986250
r-672 25 0.42 25 0.42 2019872 1412630 1604897 1542953
r-964 45 0.509091 45 0.509091 -1 -1 -1 -1
r-560 38 0.422475 38 0.422475 50975034 113980784 51966687 53294460
r-378 44 0.502114 44 0.502114 1696601849 2582187263 1719306625 1741259621
r-185 19 0.45614 19 0.45614 42495 51415 34719 34493
r-703 21 0.495238 21 0.495238 126060 86658 108528 105847
r-825 31 0.124731 31 0.124731 3158286 2437187 2661445 2456846
r-780 18 0.111111 18 0.111111 -1 -1 -1 -1
r-700 40 0.511538 40 0.511538 496404814 739123104 502738473 511422378
r-904 39 0.504723 39 0.504723 697511549 565848202 586928397 571354194
r-513 31 0.516129 31 0.516129 13347717 23284172 11802259 11803765
r-941 35 0.494118 35 0.494118 258675534 309122383 225399263 224141055
r-142 35 0.393277 35 0.393277 277010163 213711439 223802244 215991324
r-432 19 0.526316 19 0.526316 75489 52788 67668 62912
r-865 38 0.490754 38 0.490754 65433350 170640389 54443566 54736754
r-728 23 0.237154 23 0.237154 311816 706765 293345 297606
r-575 20 0.505263 20 0.505263 104309 146412 93151 91754
r-493 18 0.424837 18 0.424837 9140 10185 5973 5933
r-407 25 0.52 25 0.52 2069380 1211833 1713965 1658331
r-464 15 0.533333 15 0.533333 3972 7356 3900 4076
r-931 38 0.14936 38 0.14936 -1 -1 -1 -1
r-977 26 0.443077 26 0.443077 447032 794518 350004 345644
r-435 45 0.511111 45 0.511111 -1 -1 -1 -1
r-884 25 0.22 25 0.22 295902 579065 276026 279431
r-810 21 0.495238 21 0.495238 137167 192986 108089 107086
r-469 39 0.48583 39 0.48583 1171820335 1430970907 1016080330 1012280916
r-318 34 0.213904 34 0.213904 172073796 65875442 130606722 126595014
r-375 33 0.0606061 33 0.0606061 -1 -1 -1 -1
r-61 42 0.501742 42 0.501742 -1 -1 -1 -1
r-32 25 0.38 25 0.38 1501673 2078086 1305392 1307244
r-144 31 0.395699 31 0.395699 8029922 1777948 1941461 1824242
r-189 38 0.0526316 38 0.0526316 -1 -1 -1 -1
r-272 32 0.225806 32 0.225806 17482320 43432019 15924705 16197271
r-455 18 0.503268 18 0.503268 38675 48525 36215 37692
r-951 34 0.499109 34 0.499109 85860296 107438044 69105713 68459970
r-960 24 0.15942 24 0.15942 152682 181195 135081 140370
r-935 17 0.308824 17 0.308824 465594 176382 115496 98543
r-186 19 0.105263 19 0.105263 -1 -1 -1 -1
r-346 37 0.378378 37 0.378378 305842075 571590850 291133105 295039533
r-316 43 0.498339 43 0.498339 -1 -1 -1 -1
r-520 36 0.512698 36 0.512698 223212598 152207938 191759868 187275201
r-953 43 0.48948 43 0.48948 1492840057 952411233 1089427353 1057980329
r-887 29 0.46798 29 0.46798 3910166 1759128 2748252 2712173
r-93 19 0.280702 19 0.280702 17821 27974 15102 15331
r-675 33 0.511364 33 0.511364 95241009 50618963 84061286 82792884
r-870 18 0.294118 18 0.294118 21573 33515 19270 18960
r-578 23 0.237154 23 0.237154 -1 -1 12622387098 8316284581
r-320 39 0.45614 39 0.45614 109858665 58496686 71689105 68762217
r-419 45 0.4 45 0.4 147611531 717167282 159245554 163621687
r-608 45 0.29899 45 0.29899 824346105 -1 830804941 831721886
r-465 34 0.0588235 34 0.0588235 -1 -1 -1 -1
r-406 27 0.358974 27 0.358974 539429 10110970 479323 479514
r-998 39 0.145749 39 0.145749 -1 -1 -1 -1
r-897 32 0.465726 32 0.465726 12555115 21262126 11848507 11955782
r-544 23 0.403162 23 0.403162 178261 1205922 152910 153606
r-188 28 0.349206 28 0.349206 10943919 14527812 9776551 9833322
r-315 35 0.363025 35 0.363025 195783629 141451296 156871587 151752333
r-669 15 0.514286 15 0.514286 2250 1718 2141 2156
r-969 31 0.27957 31 0.27957 -1 -1 8674954400 5669215231
r-180 36 0.157143 36 0.157143 540778080 344253307 414814523 394188448
r-62 32 0.483871 32 0.483871 25157975 15659416 17508599 17015477
r-829 25 0.52 25 0.52 1816913 1233911 1604400 1583415
r-702 20 0.521053 20 0.521053 128649 103524 115581 113388
r-603 39 0.267206 39 0.267206 2205842556 1679312784 1749330947 1700599089
r-571 37 0.153153 37 0.153153 -1 -1 -1 -1
r-982 29 0.133005 29 0.133005 2298362 518010 1571224 1474517
r-339 35 0.510924 35 0.510924 186806299 223622981 169850184 172502735
r-283 30 0.496552 30 0.496552 7387842 11744385 6448462 6548984
r-573 37 0.483483 37 0.483483 106343229 65500054 75502247 73309178
r-792 24 0.0833333 24 0.0833333 -1 -1 -1 -1
r-939 40 0.466667 40 0.466667 224102779 132814841 153319731 147234988
r-768 17 0.382353 17 0.382353 2300 10516 1843 1843
r-503 35 0.110924 35 0.110924 -1 -1 -1 -1
r-150 35 0.252101 35 0.252101 511608872 343082767 393139831 381846796
r-922 17 0.485294 17 0.485294 10297 16401 7826 7930
r-917 32 0.272177 32 0.272177 262416141 -1 262288762 262289009
r-43 28 0.507937 28 0.507937 7332911 5528396 6409950 6209908
r-344 36 0.474603 36 0.474603 80754639 43984959 58354395 56736957
r-400 19 0.350877 19 0.350877 103217 61574 93252 90435
r-885 28 0.452381 28 0.452381 11501065 8705371 9986975 9742653
r-88 23 0.513834 23 0.513834 520995 279952 476093 465977
r-411 21 0.257143 21 0.257143 153637 154150 128267 126232
r-769 30 0.370115 30 0.370115 39993417 27726204 32429611 31592588
r-988 22 0.519481 22 0.519481 557716 395274 478580 465318
r-732 18 0.424837 18 0.424837 28171 29689 21544 20889
r-222 35 0.510924 35 0.510924 143740823 188163890 128848703 131091385
r-896 39 0.504723 39 0.504723 804076434 697040484 720204717 709683492
r-511 16 0.458333 16 0.458333 8074 4810 5913 5525
r-776 38 0.102418 38 0.102418 122521775 13955978 70180622 65186058
r-611 22 0.246753 22 0.246753 15162557705 11392698187 3831384027 3494308062
r-72 32 0.508065 32 0.508065 40918052 29601777 35401101 34736396
r-31 17 0.485294 17 0.485294 9590 7386 6818 6841
r-85 24 0.228261 24 0.228261 -1 -1 7691546477 5045416226
r-312 29 0.512315 29 0.512315 14461172 10062289 12693336 12389894
r-489 31 0.0645161 31 0.0645161 -1 -1 -1 -1
r-369 39 0.267206 39 0.267206 -1 -1 -1 -1
r-385 19 0.491228 19 0.491228 27895 15346 19510 18609
r-921 18 0.522876 18 0.522876 49705 32281 43559 42543
r-686 42 0.507549 42 0.507549 -1 -1 -1 -1
r-342 34 0.427807 34 0.427807 4644654 11225650 4480224 4542284
r-380 29 0.133005 29 0.133005 -1 -1 -1 -1
r-466 20 0.505263 20 0.505263 22910 14826 19597 19378
r-757 15 0.419048 15 0.419048 2007 2241 1463 1451
r-990 41 0.139024 41 0.139024 -1 -1 -1 -1
r-765 44 0.273784 44 0.273784 290812685 -1 288994697 289002707
r-18 23 0.442688 23 0.442688 764617 597656 654232 640276
r-812 24 0.391304 24 0.391304 7530289 2645387 1024244 819854
r-101 31 0.395699 31 0.395699 18424523 4540312 4453199 4234052
r-881 32 0.175403 32 0.175403 4715929 5020153 3930270 3721429
r-500 43 0.310078 43 0.310078 401309859 -1 392973150 393604902
r-290 18 0.366013 18 0.366013 149687 56081 28528 22683
r-393 17 0.382353 17 0.382353 29208 18824 24147 22625
r-313 24 0.344203 24 0.344203 297164666 110062609 18698289 13340319
r-357 41 0.460976 41 0.460976 -1 -1 -1 -1
r-615 45 0.327273 45 0.327273 -1 -1 -1 -1
r-683 44 0.5074 44 0.5074 -1 -1 -1 -1
r-883 34 0.370766 34 0.370766 566377462 83567898 34749343 27856551
r-835 40 0.408974 40 0.408974 1933182409 1304714083 1589907573 1539577452
r-123 25 0.513333 25 0.513333 986778 1530191 965666 1004938
r-334 36 0.507937 36 0.507937 127451681 78880327 110363089 108188078
r-195 42 0.0929152 42 0.0929152 -1 -1 -1 -1
r-448 28 0.349206 28 0.349206 8005069 6682688 5973761 5807380
r-952 21 0.52381 21 0.52381 208088 125881 181609 174312
r-91 36 0.488889 36 0.488889 468535792 585159486 408756720 405996327
r-221 23 0.0869565 23 0.0869565 -1 -1 -1 -1
r-28 34 0.336898 34 0.336898 8728121 1611628455 7953746 7968845
r-577 19 0.19883 19 0.19883 47359 10377594546 46876 46876
r-108 22 0.246753 22 0.246753 7023161246 5534744561 360272067 230112650
