instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-349 38 0.500711 38 0.500711 2077138579 1931399297 1861441351 1845186584
r-52 16 0.4 16 0.4 42299 18283 8785 7288
r-428 17 0.220588 17 0.220588 164374 689821449 163959 163959
r-27 43 0.449612 43 0.449612 -1 -1 -1 -1
r-740 29 0.512315 29 0.512315 14352628 15063330 12458390 12184071
r-359 39 0.496626 39 0.496626 1310662071 1244556209 1028770498 1010420571
r-652 38 0.462304 38 0.462304 1131858740 1056101876 950681114 933498569
r-995 34 0.45098 34 0.45098 34547216 25474619 21489531 20870255
r-168 35 0.363025 35 0.363025 630759060 781285424 593668821 597372907
r-338 41 0.35122 41 0.35122 -1 -1 -1 -1
r-177 18 0.470588 18 0.470588 46104 32791 29220 28876
r-284 20 0.442105 20 0.442105 251196 238267 208196 202538
r-763 30 0.23908 30 0.23908 -1 -1 -1 -1
r-814 24 0.344203 24 0.344203 218209 10040709 181543 181302
r-675 33 0.511364 33 0.511364 104457858 83631111 91126429 89883075
r-162 40 0.480769 40 0.480769 449583617 371715742 317551861 308519682
r-199 31 0.232258 31 0.232258 -1 -1 -1 -1
r-89 28 0.47619 28 0.47619 2842903 2983638 2262720 2245541
r-235 23 0.474308 23 0.474308 241525 192421 150950 148482
r-686 42 0.507549 42 0.507549 -1 -1 -1 -1
r-433 35 0.208403 35 0.208403 -1 -1 -1 -1
r-80 17 0.514706 17 0.514706 44486 42580 40931 41611
r-755 18 0.294118 18 0.294118 78745 76957 67266 65613
r-510 32 0.417339 32 0.417339 120618971 109748486 102603904 100168745
r-324 45 0.377778 45 0.377778 -1 -1 -1 -1
r-423 17 0.485294 17 0.485294 32485 23125 27278 26640
r-617 16 0.4 16 0.4 10666 19240 9527 9210
r-946 29 0.487685 29 0.487685 8788108 9902665 7442168 7463474
r-907 39 0.472335 39 0.472335 1681631352 1650482871 1499453472 1499511208
r-615 45 0.327273 45 0.327273 -1 -1 -1 -1
r-191 24 0.507246 24 0.507246 1704228 1899422 1520430 1506941
r-832 33 0.515152 33 0.515152 110071275 126630639 108531789 111676046
r-459 32 0.175403 32 0.175403 -1 -1 -1 -1
r-109 36 0.457143 36 0.457143 52974841 39630914 49518302 49967679
r-983 36 0.457143 36 0.457143 392120156 371865507 336010708 334661776
r-164 29 0.37931 29 0.37931 992567 20319388 768515 780572
r-703 21 0.495238 21 0.495238 198207 180306 165662 163083
r-837 30 0.186207 30 0.186207 -1 -1 -1 -1
r-210 36 0.157143 36 0.157143 -1 -1 -1 -1
r-390 23 0.403162 23 0.403162 323601 123205 112349 104316
r-627 38 0.490754 38 0.490754 1096570318 1036817799 958208684 954370455
r-566 41 0.47561 41 0.47561 460681156 363407332 313749859 306003359
r-434 36 0.474603 36 0.474603 623204107 630303520 525053910 513465363
r-953 43 0.48948 43 0.48948 1617142240 1367279489 1152908366 1120819473
r-181 31 0.425806 31 0.425806 7814974 13094948 7189051 7384792
r-325 29 0.37931 29 0.37931 14187587 17074025 13307900 13488122
r-950 21 0.32381 21 0.32381 179235 251009 176075 180447
r-751 15 0.514286 15 0.514286 8868 10602 8018 7797
r-119 44 0.511628 44 0.511628 -1 -1 -1 -1
r-265 42 0.396051 42 0.396051 -1 -1 -1 -1
r-163 23 0.498024 23 0.498024 666849 527254 416931 411225
r-570 37 0.198198 37 0.198198 -1 -1 -1 -1
r-456 21 0.514286 21 0.514286 230985 204171 191487 193578
r-200 26 0.516923 26 0.516923 2091881 1686314 1828740 1795280
r-271 31 0.124731 31 0.124731 -1 -1 -1 -1
r-111 16 0.233333 16 0.233333 2080 1767 1767 1650
r-876 34 0.0588235 34 0.0588235 -1 -1 -1 -1
r-797 22 0.367965 22 0.367965 514515 564477 421464 422517
r-563 24 0.463768 24 0.463768 763438 787945 647576 619301
r-642 28 0.452381 28 0.452381 7781783 6546636 6548890 6489137
r-466 20 0.505263 20 0.505263 27581 36376 24407 24011
r-280 26 0.369231 26 0.369231 4486417 1513045 545471 463030
r-450 43 0.27907 43 0.27907 -1 -1 -1 -1
r-139 34 0.499109 34 0.499109 189271161 184644109 162552474 161429866
r-962 29 0.295567 29 0.295567 2918855 8791423622 2319284 2321595
r-366 33 0.409091 33 0.409091 135637503 170997757 116761578 114428204
r-894 27 0.501425 27 0.501425 4109704 4446159 3908133 3989958
r-858 17 0.485294 17 0.485294 18473 13914 14745 14619
r-302 15 0.514286 15 0.514286 5312 7698 5101 5495
r-413 42 0.501742 42 0.501742 -1 -1 -1 -1
r-605 23 0.237154 23 0.237154 283222 511385 260076 263367
r-197 43 0.365449 43 0.365449 -1 -1 2779570862 2022582756
r-688 26 0.270769 26 0.270769 792926 1295617 750635 757391
r-916 41 0.402439 41 0.402439 85405490 200027694 84265193 86384233
r-189 38 0.0526316 38 0.0526316 -1 -1 -1 -1
r-687 34 0.499109 34 0.499109 180211963 168798240 153683335 152358567
r-219 23 0.355731 23 0.355731 896596 850333 765124 753224
r-455 18 0.503268 18 0.503268 63609 64560 58187 60316
r-535 23 0.474308 23 0.474308 1175432 1052988 949752 940799
r-272 32 0.225806 32 0.225806 23745966 46106983 21926017 22463560
r-754 35 0.110924 35 0.110924 -1 -1 -1 -1
r-640 33 0.219697 33 0.219697 45134574 91596084 44955138 46291922
r-233 44 0.426004 44 0.426004 -1 -1 -1 -1
r-133 26 0.470769 26 0.470769 5835281 5669323 5123210 5129508
r-136 25 0.28 25 0.28 794416 686694 629853 615261
r-684 38 0.14936 38 0.14936 -1 -1 -1 -1
r-13 16 0.125 16 0.125 2398849951 9973135127 2398849831 2398849831
r-209 44 0.485201 44 0.485201 1577569457 2095390294 1359891090 1372510297
r-300 18 0.111111 18 0.111111 -1 -1 -1 -1
r-307 31 0.180645 31 0.180645 -1 -1 -1 -1
r-190 29 0.295567 29 0.295567 11501748 -1 11492117 11492437
r-283 30 0.496552 30 0.496552 12660549 13041920 10511031 10593448
r-464 15 0.533333 15 0.533333 7875 8509 7545 8055
r-608 45 0.29899 45 0.29899 1281043237 -1 1287021712 1288663793
r-844 45 0.20202 45 0.20202 -1 -1 -1 -1
r-178 29 0.502463 29 0.502463 17864381 17755391 15747524 15510298
r-144 31 0.395699 31 0.395699 8485449 3840679 2052081 1933975
r-31 17 0.485294 17 0.485294 14329 10122 10295 10280
r-378 44 0.502114 44 0.502114 2429192671 2822289612 2370178535 2394645998
r-744 19 0.350877 19 0.350877 126495 109394 98795 94769
r-921 18 0.522876 18 0.522876 69153 63627 60028 58810
r-266 40 0.296154 40 0.296154 -1 -1 -1 -1
r-870 18 0.294118 18 0.294118 31573 36058 26310 25982
r-195 42 0.0929152 42 0.0929152 -1 -1 -1 -1
r-116 17 0.220588 17 0.220588 159565 692591818 159301 159301
r-756 17 0.220588 17 0.220588 244402664 255909636 26324980 20887078
r-409 32 0.0625 32 0.0625 -1 -1 -1 -1
r-185 19 0.45614 19 0.45614 73110 77761 59841 59665
r-932 34 0.165775 34 0.165775 -1 -1 -1 -1
r-855 24 0.391304 24 0.391304 1812259 2133401 1537996 1499893
r-969 31 0.27957 31 0.27957 -1 -1 8676337171 5670598387
r-25 39 0.415655 39 0.415655 477784896 231374005 149464975 140378081
r-786 26 0.470769 26 0.470769 2774774 2471202 1873321 1817382
r-607 31 0.425806 31 0.425806 14854924 6836092 5177280 4891635
r-881 32 0.175403 32 0.175403 10253283 12260960 8950016 8718159
r-769 30 0.370115 30 0.370115 42208595 36244620 34335331 33493754
r-495 42 0.0929152 42 0.0929152 154092935 352593487 136661217 149766065
r-801 20 0.336842 20 0.336842 107920 116720 91233 89471
r-26 15 0.533333 15 0.533333 2768 5542 2997 2917
r-115 16 0.4 16 0.4 28330 21105 9569 8429
r-657 27 0.48433 27 0.48433 1285301 1438129 1040824 1048367
r-721 18 0.424837 18 0.424837 24870 31207 21897 21563
r-315 35 0.363025 35 0.363025 214393967 185824522 173091904 167871850
r-33 17 0.117647 17 0.117647 -1 -1 5156341408 2064423595
r-597 19 0.19883 19 0.19883 14185 14821 11212 11002
r-970 15 0.342857 15 0.342857 2387 3221 1880 1774
r-511 16 0.458333 16 0.458333 9485 10124 6887 6479
r-225 20 0.189474 20 0.189474 36039480 -1 36038724 36038724
r-798 19 0.45614 19 0.45614 84403 83735 71050 69158
r-391 35 0.363025 35 0.363025 446959114 163889689 30835037 25911448
r-129 38 0.102418 38 0.102418 -1 -1 -1 -1
r-204 37 0.348348 37 0.348348 10006896 1394239629 9021265 9152171
r-882 15 0.514286 15 0.514286 6160 6509 5513 5246
r-411 21 0.257143 21 0.257143 249777 248627 211378 208020
r-23 45 0.236364 45 0.236364 -1 -1 -1 -1
r-892 33 0.435606 33 0.435606 31005728 20682676 17514087 16265698
r-818 41 0.290244 41 0.290244 -1 -1 -1 -1
r-802 33 0.117424 33 0.117424 -1 -1 -1 -1
r-888 25 0.38 25 0.38 30082561 10413294 2928398 2342269
r-667 18 0.366013 18 0.366013 36495 37930 29913 30554
r-673 15 0.533333 15 0.533333 9974 8085 9299 9182
r-121 21 0.52381 21 0.52381 370912 442379 314367 306736
r-787 36 0.457143 36 0.457143 45359399 50536839 30093818 29262566
r-132 22 0.519481 22 0.519481 245294 218675 223386 219244
r-169 28 0.452381 28 0.452381 8409065 8202276 7228647 7233322
r-95 44 0.169133 44 0.169133 -1 -1 -1 -1
r-567 27 0.14245 27 0.14245 3217759807 -1 3217757700 3217757700
