instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-28 17 0.485294 17 0.485294 718 922 625
r-789 29 0.295567 29 0.295567 816585 1622013 717173
r-164 18 0.522876 18 0.522876 5616 10244 5211
r-462 27 0.501425 27 0.501425 1189355 2211720 887402
r-549 28 0.42328 28 0.42328 1245000 1930708 1010399
r-394 50 0.489796 50 0.489796 -1 -1 -1
r-566 22 0.519481 22 0.519481 13362 15279 10335
r-263 15 0.533333 15 0.533333 880 840 820
r-955 14 0.263736 14 0.263736 108 108 108
r-639 14 0.263736 14 0.263736 108 108 108
r-27 17 0.382353 17 0.382353 161 154 164
r-78 30 0.45977 30 0.45977 75210 69770 52821
r-121 16 0.4 16 0.4 3420 3318 1952
r-73 41 0.290244 41 0.290244 2921 2719 2570
r-10 13 0.538462 13 0.538462 528 609 455
r-58 39 0.391363 39 0.391363 26597 26614 22032
r-74 10 0.355556 10 0.355556 88 99 89
r-741 22 0.519481 22 0.519481 27669 42782 23781
r-450 13 0.538462 13 0.538462 636 573 380
r-781 44 0.510571 44 0.510571 161958335 188171940 76759687
r-859 49 0.355442 49 0.355442 245006 413087 234187
r-730 23 0.237154 23 0.237154 297 280 278
r-344 27 0.461538 27 0.461538 20066 13945 13859
r-865 42 0.501742 42 0.501742 88155337 138707291 42507587
r-634 15 0.133333 15 0.133333 135 135 135
r-407 20 0.189474 20 0.189474 213 213 213
r-156 45 0.438384 45 0.438384 -1 930796364 812837383
r-649 23 0.474308 23 0.474308 4651 3712 3359
r-50 23 0.498024 23 0.498024 206124 180633 115519
r-838 30 0.45977 30 0.45977 2660903 3956765 1786479
r-628 19 0.409357 19 0.409357 4426 8520 3293
r-630 41 0.256098 41 0.256098 1653 1669 1639
r-317 27 0.433048 27 0.433048 880855 1030673 727462
r-956 25 0.453333 25 0.453333 5902 8214 4880
r-350 29 0.246305 29 0.246305 185258 1116038 154904
r-694 24 0.463768 24 0.463768 307992 332304 230976
r-111 20 0.268421 20 0.268421 198 214 212
r-174 14 0.142857 14 0.142857 119 119 119
r-888 31 0.232258 31 0.232258 336 336 336
r-572 24 0.228261 24 0.228261 65184 95700 37054
r-555 44 0.332981 44 0.332981 143189838 128245877 116294601
r-260 17 0.485294 17 0.485294 4180 4146 2905
r-768 25 0.28 25 0.28 143323 158705 117804
r-712 20 0.394737 20 0.394737 39962 35890 30348
r-29 15 0.47619 15 0.47619 2235 2077 1779
r-55 49 0.44898 49 0.44898 17545316 29689329 19022634
r-359 21 0.257143 21 0.257143 10269 13412 9360
r-863 24 0.15942 24 0.15942 32046 14497 30452
r-184 34 0.513369 34 0.513369 1064796 2096259 826605
r-414 42 0.214866 42 0.214866 67389952 33021734 52407656
r-256 15 0.247619 15 0.247619 1090 737 821
r-406 38 0.273115 38 0.273115 2347 2687 2089
r-537 27 0.14245 27 0.14245 173346 178901 163732
r-571 23 0.403162 23 0.403162 1036 1006 848
r-54 26 0.323077 26 0.323077 275106 440646 252454
r-200 34 0.513369 34 0.513369 4805700 6418428 3639816
r-612 37 0.315315 37 0.315315 1729 1907 1571
r-987 32 0.508065 32 0.508065 725403 1311872 548175
r-127 35 0.420168 35 0.420168 91796 76568 69995
r-573 25 0.28 25 0.28 391 389 421
r-952 48 0.467199 48 0.467199 -1 -1 -1
r-337 38 0.422475 38 0.422475 22583 20932 15987
r-57 47 0.0425532 47 0.0425532 1175 1175 1175
r-583 44 0.485201 44 0.485201 378460227 591210633 244641567
r-310 32 0.417339 32 0.417339 18932 18323 14635
r-599 46 0.124638 46 0.124638 1043 1043 1043
r-593 40 0.501282 40 0.501282 14038404 12398188 9305501
r-762 42 0.344948 42 0.344948 361533560 116833378 313026638
r-600 14 0.538462 14 0.538462 180 214 177
r-44 14 0.538462 14 0.538462 584 547 467
r-627 18 0.503268 18 0.503268 31128 13260 12954
r-887 48 0.50266 48 0.50266 884052478 646021508 552564645
r-1000 38 0.371266 38 0.371266 24424 24844 20231
r-451 36 0.457143 36 0.457143 760105 965501 621196
r-879 41 0.47561 41 0.47561 168796138 159381790 117945110
r-286 40 0.501282 40 0.501282 5527218 10454896 4724381
r-306 41 0.42439 41 0.42439 177613 179843 136793
r-62 32 0.314516 32 0.314516 6278877 7204657 5516170
r-167 16 0.458333 16 0.458333 3642 4164 3113
r-688 19 0.19883 19 0.19883 193 193 193
r-401 35 0.514286 35 0.514286 7995247 11292340 4986631
r-546 26 0.507692 26 0.507692 191861 372478 81705
r-835 43 0.498339 43 0.498339 162974029 105162696 115520974
r-532 17 0.485294 17 0.485294 15243 21453 11161
r-395 14 0.263736 14 0.263736 108 108 108
r-976 23 0.513834 23 0.513834 24505 19763 23048
r-868 19 0.409357 19 0.409357 15741 19619 14288
r-96 22 0.367965 22 0.367965 399 370 374
r-693 37 0.279279 37 0.279279 1244 1218 1212
r-12 25 0.42 25 0.42 601697 546836 487948
r-857 47 0.122109 47 0.122109 622675215 768197590 453910788
r-136 12 0.530303 12 0.530303 310 357 313
r-798 43 0.389812 43 0.389812 -1 -1 539581984
r-992 39 0.391363 39 0.391363 135916177 216320375 121455943
r-800 21 0.428571 21 0.428571 467 509 452
r-237 37 0.153153 37 0.153153 674 707 705
r-518 34 0.299465 34 0.299465 3024971 1288176 2811082
