instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-80 17 0.514706 17 0.514706 21364 11478 17084 16451
r-755 18 0.294118 18 0.294118 4666 23311 3694 3632
r-510 32 0.417339 32 0.417339 6893846 25487362 5843602 5803238
r-324 45 0.377778 45 0.377778 -1 -1 -1 -1
r-423 17 0.485294 17 0.485294 11139 2218 10018 9836
r-617 16 0.4 16 0.4 3658 13614 3404 3368
r-946 29 0.487685 29 0.487685 2702457 927117 2107983 2074239
r-907 39 0.472335 39 0.472335 414862090 197169320 375485618 372586090
r-615 45 0.327273 45 0.327273 -1 -1 -1 -1
r-191 24 0.507246 24 0.507246 144319 781501 127076 128201
r-832 33 0.515152 33 0.515152 29465429 15951110 27578728 27924364
r-459 32 0.175403 32 0.175403 -1 -1 -1 -1
r-109 36 0.457143 36 0.457143 18454737 3238915 16401162 16531884
r-983 36 0.457143 36 0.457143 144236731 49483932 127196870 126812705
r-164 29 0.37931 29 0.37931 440005 354756 314550 320091
r-703 21 0.495238 21 0.495238 72147 93648 57134 57236
r-837 30 0.186207 30 0.186207 -1 -1 -1 -1
r-210 36 0.157143 36 0.157143 -1 -1 -1 -1
r-390 23 0.403162 23 0.403162 50191 72779 19783 19545
r-627 38 0.490754 38 0.490754 373908556 208486521 332008349 330736038
r-566 41 0.47561 41 0.47561 45911070 137113290 25705095 25527058
r-434 36 0.474603 36 0.474603 68410528 196167645 57336453 57582237
r-953 43 0.48948 43 0.48948 124302183 414868256 63481013 62839144
r-181 31 0.425806 31 0.425806 2922512 1084596 2348240 2398542
r-325 29 0.37931 29 0.37931 3900905 2306269 3460006 3479606
r-950 21 0.32381 21 0.32381 77500 4517 77998 79777
r-751 15 0.514286 15 0.514286 1662 5394 1436 1425
r-119 44 0.511628 44 0.511628 -1 -1 -1 -1
r-265 42 0.396051 42 0.396051 -1 -1 -1 -1
r-163 23 0.498024 23 0.498024 182680 369751 99207 100040
r-570 37 0.198198 37 0.198198 -1 -1 -1 -1
r-456 21 0.514286 21 0.514286 90151 49472 65509 64065
r-200 26 0.516923 26 0.516923 390319 803639 353884 350419
r-271 31 0.124731 31 0.124731 -1 -1 -1 -1
r-111 16 0.233333 16 0.233333 1171 1391 1047 1061
r-876 34 0.0588235 34 0.0588235 -1 -1 -1 -1
r-797 22 0.367965 22 0.367965 166533 34006 127784 130032
r-563 24 0.463768 24 0.463768 76859 311961 61063 60232
r-642 28 0.452381 28 0.452381 2799211 1747154 2566498 2570227
r-466 20 0.505263 20 0.505263 4671 21550 4810 4633
r-280 26 0.369231 26 0.369231 413972 1169149 13923 13614
r-450 43 0.27907 43 0.27907 -1 -1 -1 -1
r-139 34 0.499109 34 0.499109 57182868 33219573 49069124 48648316
r-962 29 0.295567 29 0.295567 1037516 62910510 509574 511717
r-366 33 0.409091 33 0.409091 19486721 53609946 17230555 17189399
r-894 27 0.501425 27 0.501425 1573706 691678 1361026 1351972
r-858 17 0.485294 17 0.485294 8903 1979 7979 7973
r-302 15 0.514286 15 0.514286 2680 3871 2297 2472
r-413 42 0.501742 42 0.501742 -1 -1 -1 -1
r-605 23 0.237154 23 0.237154 117079 64435 108246 110339
r-197 43 0.365449 43 0.365449 -1 -1 2276869 2085633
r-688 26 0.270769 26 0.270769 405357 497950 406974 410559
r-916 41 0.402439 41 0.402439 21414493 10663493 20662791 21148058
r-189 38 0.0526316 38 0.0526316 -1 -1 -1 -1
r-687 34 0.499109 34 0.499109 57388953 19658303 49077071 48445300
r-219 23 0.355731 23 0.355731 195598 460883 172519 171851
r-455 18 0.503268 18 0.503268 24934 16035 21972 22624
r-535 23 0.474308 23 0.474308 428389 192911 355298 354139
r-272 32 0.225806 32 0.225806 6263646 2674964 6001312 6266289
r-754 35 0.110924 35 0.110924 -1 -1 -1 -1
r-640 33 0.219697 33 0.219697 17404567 9390189 17996142 18446072
r-233 44 0.426004 44 0.426004 -1 -1 -1 -1
r-133 26 0.470769 26 0.470769 2156090 620062 1863187 1867348
r-136 25 0.28 25 0.28 125265 184848 93397 93019
r-684 38 0.14936 38 0.14936 -1 -1 -1 -1
r-13 16 0.125 16 0.125 121884445 938 121884400 121884400
r-209 44 0.485201 44 0.485201 577176669 309370296 470211371 472211273
r-300 18 0.111111 18 0.111111 -1 -1 -1 -1
r-307 31 0.180645 31 0.180645 -1 -1 -1 -1
r-190 29 0.295567 29 0.295567 3961220 -1 4001556 4002028
r-283 30 0.496552 30 0.496552 5272707 1297535 4062569 4044464
r-464 15 0.533333 15 0.533333 3903 1153 3645 3979
r-608 45 0.29899 45 0.29899 456697132 -1 456216771 456941907
r-844 45 0.20202 45 0.20202 -1 -1 -1 -1
r-178 29 0.502463 29 0.502463 2184923 6561843 1578356 1564566
r-144 31 0.395699 31 0.395699 455527 2062731 110620 109733
r-31 17 0.485294 17 0.485294 4739 2736 3477 3439
r-378 44 0.502114 44 0.502114 732590822 240102349 650871910 653386377
r-744 19 0.350877 19 0.350877 13762 44033 11717 11567
r-921 18 0.522876 18 0.522876 19448 31346 16469 16267
r-266 40 0.296154 40 0.296154 -1 -1 -1 -1
r-870 18 0.294118 18 0.294118 10000 2543 7040 7022
r-195 42 0.0929152 42 0.0929152 -1 -1 -1 -1
r-116 17 0.220588 17 0.220588 104860 1868824 104779 104779
r-756 17 0.220588 17 0.220588 49669 200574 464 464
r-409 32 0.0625 32 0.0625 -1 -1 -1 -1
r-185 19 0.45614 19 0.45614 30615 26346 25122 25172
r-932 34 0.165775 34 0.165775 -1 -1 -1 -1
r-855 24 0.391304 24 0.391304 518473 1048145 454125 450715
r-969 31 0.27957 31 0.27957 -1 -1 1382771 1383156
r-25 39 0.415655 39 0.415655 11102685 73725008 5678487 5576445
r-786 26 0.470769 26 0.470769 385900 1231315 238902 240452
r-607 31 0.425806 31 0.425806 1339340 3021392 648375 641938
r-881 32 0.175403 32 0.175403 5537354 7240807 5019746 4996730
r-769 30 0.370115 30 0.370115 2215178 8518416 1905720 1901166
r-495 42 0.0929152 42 0.0929152 115701831 130887105 103083413 115515976
r-801 20 0.336842 20 0.336842 23445 50470 21110 21241
r-26 15 0.533333 15 0.533333 571 3706 1019 980
r-115 16 0.4 16 0.4 1182 11316 313 294
r-657 27 0.48433 27 0.48433 673975 482405 518561 516952
r-721 18 0.424837 18 0.424837 8427 16966 7672 7691
r-315 35 0.363025 35 0.363025 18610338 44373226 16220317 16119517
r-33 17 0.117647 17 0.117647 -1 -1 66 66
r-597 19 0.19883 19 0.19883 9356 9348 7695 7669
r-970 15 0.342857 15 0.342857 1064 362 767 730
r-511 16 0.458333 16 0.458333 1411 5314 974 954
r-225 20 0.189474 20 0.189474 1430771 -1 1430493 1430493
r-798 19 0.45614 19 0.45614 28133 33485 23210 23081
r-391 35 0.363025 35 0.363025 15112632 74489650 498266 496152
r-129 38 0.102418 38 0.102418 -1 -1 -1 -1
r-204 37 0.348348 37 0.348348 2269458 9429747 1864508 1882256
r-882 15 0.514286 15 0.514286 2936 4449 2707 2742
r-411 21 0.257143 21 0.257143 96140 94477 83111 81788
r-23 45 0.236364 45 0.236364 -1 -1 -1 -1
r-892 33 0.435606 33 0.435606 1998400 10031892 1068311 1070167
r-818 41 0.290244 41 0.290244 -1 -1 -1 -1
r-802 33 0.117424 33 0.117424 -1 -1 -1 -1
r-888 25 0.38 25 0.38 1758892 3051387 23365 23040
r-667 18 0.366013 18 0.366013 19613 12223 16781 17701
r-673 15 0.533333 15 0.533333 4249 1691 3970 3874
r-121 21 0.52381 21 0.52381 38248 221838 27179 27347
r-787 36 0.457143 36 0.457143 2966191 24562558 2006862 1963416
r-132 22 0.519481 22 0.519481 85802 108517 83005 82090
r-169 28 0.452381 28 0.452381 2465939 714322 2098987 2076531
r-95 44 0.169133 44 0.169133 -1 -1 -1 -1
r-567 27 0.14245 27 0.14245 209150463 -1 209150111 209150111
