instance last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time last_unsat_time sat_time total_subproblem_time total_subproblem_time_minus_last_unsat run_time
mcs70_b06m_s35_AB00 427 0 652 225 656 268 0 408 140 411
mcs90_m2Dr4_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs30_b03_s35_AB01 1219 1129 2591 1372 2594 1198 1146 2640 1442 2644
mcs90_b03m_s50_AB00 74 0 89 15 91 129 0 156 27 158
mcs30_b06_s30_AB03 1112 308 1969 857 1974 1113 308 2203 1090 2208
mcs50_m4Dr4_s30_AB06 426 34 620 194 624 341 34 472 131 474
mcs90_m4Dr4_s20_AB04 0 0 0 0 0 0 0 0 0 0
mcs90_b03m_s50_AB03 11 0 13 2 14 20 0 23 3 25
mcs70_r02_s25_AB09 81 49 185 104 189 124 75 285 161 288
mcs90_b06_s30_AB03 0 0 0 0 0 0 0 0 0 0
mcs30_r005_s30_AB02 161 372 560 399 563 158 370 555 397 558
mcs90_b06m_s50_AB04 8 5 15 7 17 13 9 27 14 29
mcs70_b03m_s20_AB00 5 2 7 2 8 8 3 12 4 14
mcs70_b03m_s40_AB00 3299 498 4288 989 4292 3187 477 4163 976 4166
mcs90_m2D_s20_AB06 0 0 0 0 1 1 0 1 0 2
mcs70_m2D_s35_AB02 1332 1353 2956 1624 2960 1332 1354 3075 1743 3077
mcs10_b03m_s40_AB03 18809 11473 33246 14437 33250 19225 11740 33639 14414 33642
mcs90_b09_s25_AB09 2 0 2 0 2 1 0 1 0 1
mcs30_m3Dr6_s40_AB05 186049 745493 999995 813946 1000000 186763 744620 999992 813229 1000000
mcs50_b09_s25_AB02 319 0 612 293 616 323 0 711 388 714
mcs70_b06_s50_AB06 76554 34611 137453 60899 137458 75421 34380 135917 60496 135922
mcs90_b03_s35_AB05 2 0 2 0 3 2 0 2 0 3
mcs90_r02_s30_AB02 0 0 0 0 0 0 0 0 0 0
mcs50_b03_s35_AB09 2911 0 3290 379 3293 2797 3452 6894 4097 6898
mcs70_m2Dr4_s35_AB09 1354 172 2210 856 2214 1795 172 2642 847 2647
mcs50_b06_s25_AB00 269 90 513 244 517 207 61 426 219 430
mcs30_b03m_s15_AB03 0 0 0 0 1 0 0 0 0 1
mcs70_b03m_s35_AB01 2355 534 3298 943 3301 2353 521 3451 1098 3454
mcs50_r005_s20_AB09 2 0 2 0 2 2 0 2 0 2
mcs90_m2D_s20_AB09 0 0 0 0 1 0 0 0 0 1
mcs50_b06m_s20_AB06 22 52 86 64 88 23 53 88 65 91
mcs50_b09_s20_AB02 5 0 7 2 8 5 0 7 2 8
mcs70_b06_s15_AB09 1 0 1 0 1 1 0 1 0 1
mcs50_b03_s40_AB01 3286 17259 21281 17995 21284 3331 17419 21326 17995 21329
mcs50_m3Dr6_s15_AB06 1 0 1 0 2 3 0 3 0 4
mcs30_b03_s25_AB09 21 0 23 2 24 36 5 46 10 48
mcs50_b06_s15_AB01 0 0 0 0 0 0 0 0 0 1
mcs70_m2D_s50_AB04 615494 286201 999996 384502 1000000 613494 289139 999995 386501 1000000
mcs90_b09_s40_AB00 6 0 7 1 9 6 0 7 1 9
mcs70_r02_s15_AB03 2 0 2 0 3 2 0 2 0 4
mcs70_b03m_s50_AB07 208175 758889 999994 791819 1000000 208796 758793 999995 791199 1000000
mcs90_m2D_s40_AB04 4 8 12 8 14 4 8 12 8 14
mcs50_m4Dr2_s40_AB06 38029 161865 207401 169372 207407 37993 162673 207980 169987 207984
mcs90_m2Dr2_s10_AB00 0 0 0 0 0 0 0 0 0 0
mcs10_r01_s20_AB06 25 2 35 10 37 25 2 34 9 37
mcs90_r02_s20_AB07 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr4_s20_AB01 1 0 1 0 1 1 0 1 0 2
mcs90_b09m_s30_AB01 2 0 2 0 4 2 0 2 0 4
mcs70_b06_s15_AB00 0 0 0 0 1 0 0 0 0 1
mcs70_b09m_s40_AB04 1973 40 3625 1652 3630 1961 39 3583 1622 3588
mcs90_m3Dr2_s10_AB06 0 0 0 0 0 0 0 0 0 0
mcs30_b03m_s35_AB06 277 913 1265 988 1267 408 934 1415 1007 1418
mcs90_m2Dr2_s20_AB09 1 2 3 2 4 1 1 2 1 2
mcs50_m2Dr6_s20_AB04 11 31 45 34 47 11 31 45 34 47
mcs30_r01_s35_AB03 195169 29422 335162 139993 335169 194165 29382 333819 139654 333825
mcs70_r02_s20_AB09 10 3 18 8 20 10 3 18 8 20
mcs70_m2Dr4_s35_AB00 4679 32 6061 1382 6065 5912 32 8230 2318 8234
mcs10_r02_s25_AB07 2058 74 3951 1893 3956 2058 74 3871 1813 3876
mcs70_r01_s50_AB00 29439 13117 64792 35353 64801 29315 13111 64596 35281 64602
mcs30_r02_s15_AB01 1 0 1 0 2 2 0 2 0 4
mcs50_b09m_s35_AB07 35843 2023 63691 27848 63698 35844 2024 63716 27872 63724
mcs50_m2D_s30_AB02 1286 35 1761 475 1764 1070 35 1360 290 1364
mcs50_r02_s35_AB00 100182 132268 345225 245043 345233 100160 133041 346476 246316 346486
mcs50_m4Dr4_s35_AB02 1830 3935 6262 4432 6265 2611 3892 7255 4644 7257
mcs90_r02_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs70_m3D_s35_AB00 460 0 611 151 613 447 109 707 260 709
mcs10_m2Dr6_s40_AB01 368555 104299 588522 219967 588526 368768 104082 588265 219497 588270
mcs30_b09_s35_AB08 24287 25 38220 13933 38227 24182 25 38090 13908 38097
mcs90_r01_s20_AB07 0 0 0 0 0 0 0 0 0 0
mcs30_b03m_s35_AB09 1141 0 1336 195 1338 925 3306 4342 3417 4346
mcs50_m4Dr6_s40_AB03 24122 27489 58980 34858 58985 24170 27448 58848 34678 58852
mcs50_b09m_s40_AB07 210302 100557 445573 235271 445582 210128 100363 444394 234266 444404
mcs10_m2Dr4_s40_AB08 72678 23661 112138 39460 112144 71962 23363 111035 39073 111041
mcs70_m2Dr4_s35_AB07 5999 632 9428 3429 9432 6060 654 8840 2780 8844
mcs50_b06_s35_AB07 8177 3121 15049 6872 15054 8237 3132 15155 6918 15162
mcs70_b09m_s40_AB02 2583 535 5256 2673 5261 2528 534 5231 2703 5237
mcs50_b03_s25_AB04 221 4 265 44 268 386 8 464 78 467
mcs70_r01_s20_AB04 34 4 47 13 50 34 4 47 13 49
mcs30_r02_s40_AB03 313752 294922 999991 686239 1000000 316915 289137 999991 683076 1000000
mcs70_r01_s30_AB07 136 65 267 131 269 136 65 267 131 270
mcs70_b03_s50_AB03 487206 187729 745213 258007 745216 491013 189434 750912 259899 750916
mcs50_m2Dr4_s40_AB07 73691 20529 111830 38139 111835 73761 20515 112053 38292 112057
mcs70_b09_s35_AB02 617 23 1130 513 1135 616 23 1140 524 1145
mcs90_m2Dr2_s20_AB03 2 2 4 2 5 2 2 4 2 5
mcs50_m2Dr4_s30_AB05 1051 2873 4363 3312 4366 1054 2869 4376 3322 4379
mcs70_m2Dr6_s40_AB05 179509 202818 437728 258219 437734 178770 202983 437098 258328 437105
mcs90_b03m_s20_AB05 0 0 0 0 0 0 0 0 0 0
mcs90_r02_s25_AB02 0 0 0 0 0 0 0 0 0 0
mcs70_b06m_s40_AB06 2291 0 3496 1205 3501 2283 0 3635 1352 3640
mcs70_m4D_s25_AB09 19 0 24 5 26 19 0 24 5 26
mcs10_m2Dr6_s40_AB07 41961 149027 203539 161578 203543 41394 147532 201263 159869 201267
mcs90_b06_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_r005_s20_AB07 3 0 3 0 3 3 0 3 0 3
mcs50_m3Dr2_s50_AB09 526870 282608 999994 473124 1000000 532690 272174 999993 467303 1000000
mcs50_m3D_s20_AB00 8 26 36 28 37 5 16 22 17 23
mcs30_b06_s25_AB06 192 169 446 254 449 119 104 275 156 278
mcs50_b03m_s30_AB04 174 569 781 607 784 172 570 780 608 783
mcs10_m2D_s50_AB09 131127 848181 999995 868868 1000000 130407 848913 999997 869590 1000000
mcs50_m2Dr6_s20_AB08 17 13 35 18 36 10 8 20 10 22
mcs50_m2Dr4_s40_AB08 21463 87206 113909 92446 113913 21249 86482 113016 91767 113020
mcs70_m3D_s40_AB04 9662 105 13261 3599 13265 9907 105 13671 3764 13675
mcs50_m4Dr4_s35_AB08 14926 0 17656 2730 17660 14916 41 17695 2779 17698
mcs10_m2D_s50_AB06 487329 326022 896674 409345 896681 493764 333442 911530 417766 911535
mcs70_r02_s30_AB09 232 0 413 181 418 162 0 282 120 285
mcs30_b09m_s40_AB03 354741 426072 999992 645251 1000000 342969 444079 999993 657024 1000000
mcs50_m2Dr6_s30_AB05 3830 127 5241 1411 5245 3806 126 5185 1379 5190
mcs70_b09_s30_AB02 559 0 1148 589 1152 504 0 1059 555 1063
mcs90_m2D_s40_AB01 7 1 9 2 11 13 2 18 5 20
mcs90_r01_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs90_b03_s40_AB07 5 2 7 2 9 3 1 4 1 5
mcs50_b06m_s15_AB02 0 0 0 0 1 0 0 0 0 1
mcs50_m3Dr4_s50_AB00 246844 651183 999991 753147 1000000 247126 651752 999993 752867 1000000
mcs50_r005_s25_AB06 12 47 61 49 62 12 48 62 50 63
mcs50_m3Dr6_s15_AB02 1 0 1 0 1 1 0 1 0 1
mcs90_b09m_s50_AB05 19 2 28 9 30 19 2 28 9 32
mcs30_m4Dr4_s50_AB08 372210 532485 999993 627783 1000000 372901 531769 999993 627092 1000000
mcs30_b03_s15_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_r01_s30_AB00 4636 12969 20072 15436 20078 4629 12940 20236 15607 20241
mcs10_r02_s30_AB05 12004 15423 38979 26975 38987 11996 15399 38993 26997 39000
mcs30_r02_s15_AB08 2 0 2 0 4 2 0 2 0 4
mcs70_r02_s10_AB09 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr6_s20_AB06 0 0 0 0 1 1 0 1 0 2
mcs50_r01_s25_AB07 601 0 851 250 855 403 18 622 219 625
mcs50_m4D_s40_AB08 10417 48693 60920 50503 60924 10490 48516 60932 50442 60935
mcs30_r01_s40_AB00 472482 226999 999991 527509 1000000 472740 226587 999991 527251 1000000
mcs50_b06_s20_AB04 12 0 17 5 19 12 0 17 5 19
mcs50_m3Dr4_s20_AB01 14 6 25 11 26 14 6 25 11 27
mcs30_m4Dr2_s50_AB03 163299 803731 999996 836697 1000000 165647 801092 999997 834350 1000000
mcs90_m3Dr6_s30_AB02 0 0 0 0 0 0 0 0 0 1
mcs50_b06_s15_AB06 0 0 0 0 0 0 0 0 0 1
mcs70_m4Dr4_s25_AB01 114 53 203 89 205 117 55 208 91 211
mcs90_b06_s15_AB09 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr4_s35_AB03 9643 4284 16536 6893 16542 9667 4313 16742 7075 16746
mcs30_b03m_s15_AB06 1 0 1 0 1 1 0 1 0 1
mcs50_b03m_s10_AB01 0 0 0 0 0 0 0 0 0 0
mcs50_b03m_s10_AB07 0 0 0 0 0 0 0 0 0 0
mcs90_m2D_s30_AB03 1 1 2 1 3 1 1 2 1 2
mcs70_m2D_s15_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_b03_s40_AB03 21017 6774 30356 9339 30359 20933 6821 30382 9449 30385
mcs30_b03_s35_AB06 233 836 1132 899 1136 328 1006 1396 1068 1398
mcs70_m2Dr6_s15_AB01 0 1 1 1 2 0 1 1 1 2
mcs10_r01_s25_AB07 116 7 191 75 194 100 7 148 48 151
mcs50_b06m_s25_AB09 491 9 762 271 767 377 9 571 194 575
mcs50_b03m_s10_AB03 0 0 0 0 0 0 0 0 0 0
mcs90_b06m_s10_AB07 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr6_s20_AB03 1 0 1 0 1 0 0 0 0 1
mcs30_r005_s40_AB05 126582 33862 196439 69857 196445 127791 34200 198393 70602 198399
mcs10_r005_s25_AB05 0 1 1 1 2 1 2 3 2 4
mcs50_b06m_s40_AB02 175580 32980 279442 103862 279449 174194 32880 277424 103230 277433
mcs70_m2D_s15_AB04 0 0 0 0 0 0 0 0 0 0
mcs90_r01_s15_AB03 0 0 0 0 0 0 0 0 0 0
mcs70_m3D_s35_AB08 91 99 219 128 222 87 95 209 122 211
mcs90_m2Dr4_s40_AB08 2 0 2 0 4 2 0 2 0 4
mcs90_r005_s50_AB03 9 1 12 3 15 5 1 7 2 9
mcs50_b06_s30_AB01 1620 127 2633 1013 2638 1604 124 2596 992 2601
mcs50_r02_s35_AB03 110063 190003 417876 307813 417884 110758 191290 420390 309632 420398
mcs70_b06_s35_AB00 384 4 572 188 576 388 4 577 189 581
mcs70_r01_s40_AB09 4022 597 7335 3313 7342 4061 602 7402 3341 7408
mcs70_b06_s35_AB07 426 356 1070 644 1075 647 355 1326 679 1329
mcs30_r02_s15_AB05 2 0 2 0 4 2 0 2 0 4
mcs50_r005_s20_AB08 1 1 2 1 2 1 1 2 1 3
mcs70_b06m_s20_AB05 7 5 14 7 16 7 5 14 7 16
mcs50_m2Dr2_s50_AB01 227816 713585 999994 772178 1000000 229311 711543 999994 770683 1000000
mcs70_b03m_s15_AB02 0 0 0 0 1 0 0 0 0 1
mcs70_m2Dr2_s15_AB05 0 0 0 0 0 0 0 0 0 0
mcs30_m3D_s40_AB05 62273 16622 98401 36128 98407 61933 16540 98128 36195 98132
mcs90_r005_s30_AB01 0 0 0 0 1 0 0 0 0 1
mcs30_r01_s25_AB02 174 418 671 497 674 107 336 492 385 495
mcs90_b06m_s15_AB07 0 0 0 0 0 0 0 0 0 0
mcs30_m3D_s40_AB06 108570 189396 324017 215447 324020 108273 187148 321533 213260 321539
mcs30_m3Dr2_s30_AB08 5100 97 6997 1897 7003 5106 97 7081 1975 7085
mcs70_b06_s25_AB04 37 2 58 21 61 38 2 59 21 62
mcs50_r02_s35_AB05 86887 144380 324107 237220 324115 87133 144723 324775 237642 324784
mcs90_b09m_s35_AB08 7 1 10 3 11 10 1 14 4 16
mcs50_m3D_s50_AB00 526711 294324 999994 473283 1000000 525978 294720 999992 474014 1000000
mcs30_b03_s50_AB00 91981 72424 177023 85042 177027 91602 72418 176745 85143 176749
mcs30_r02_s25_AB07 1139 0 2125 986 2130 1141 17 2013 872 2019
mcs50_m3Dr4_s15_AB08 0 1 1 1 2 1 2 3 2 4
mcs90_m2Dr4_s20_AB02 2 0 2 0 3 2 0 2 0 3
mcs70_m3Dr6_s35_AB01 360 367 907 547 912 365 371 916 551 919
mcs90_r01_s15_AB08 0 0 0 0 0 0 0 0 0 0
mcs90_b09_s40_AB01 13 0 17 4 18 13 0 17 4 18
mcs90_b06m_s20_AB09 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr2_s50_AB09 509150 369576 999995 490845 1000000 510419 369013 999995 489576 1000000
mcs30_b09_s50_AB09 571012 57610 999990 428978 1000000 569719 59754 999989 430270 1000000
mcs50_b03m_s30_AB09 117 18 155 38 156 206 31 271 65 274
mcs50_r02_s20_AB09 43 1 69 26 73 44 1 70 26 73
mcs50_b06m_s25_AB02 260 9 407 147 412 339 9 578 239 581
mcs30_r005_s25_AB08 11 18 30 19 31 6 10 16 10 17
mcs30_m3Dr2_s40_AB07 305563 328981 726759 421196 726764 307094 330348 729458 422364 729463
mcs50_m3Dr4_s50_AB05 291068 579974 999994 708926 1000000 289804 583601 999994 710190 1000000
mcs50_m2Dr2_s40_AB02 361823 1717 437832 76009 437840 362096 1689 438039 75943 438045
mcs90_r01_s10_AB01 0 0 0 0 0 0 0 0 0 0
mcs30_b03_s40_AB04 9070 73 10638 1568 10641 9046 76 10817 1771 10820
mcs70_b06m_s40_AB00 2390 354 4027 1637 4033 2392 353 4367 1975 4372
mcs30_m3Dr2_s25_AB01 174 8 255 81 257 286 8 413 127 417
mcs70_b03_s35_AB05 1826 1571 3767 1941 3770 2004 1570 3950 1946 3953
mcs50_b03_s35_AB06 1363 2426 4036 2673 4038 1338 2374 4065 2727 4067
mcs50_m2D_s20_AB01 3 3 6 3 8 3 3 6 3 8
mcs10_r005_s30_AB02 191 510 736 545 738 265 507 835 570 837
mcs50_m2D_s40_AB04 33699 162285 201448 167749 201452 32613 162477 200016 167403 200019
mcs30_r005_s25_AB02 6 16 22 16 24 3 9 12 9 13
mcs10_r005_s35_AB07 15617 2325 21142 5525 21146 15572 2330 20675 5103 20679
mcs90_r02_s30_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_m2D_s35_AB09 2235 925 3710 1475 3714 2233 917 3710 1477 3713
mcs90_b09_s15_AB02 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr6_s15_AB07 0 2 2 2 3 0 2 2 2 3
mcs30_r005_s25_AB06 84 0 90 6 92 83 0 89 6 92
mcs30_b03m_s15_AB07 0 0 0 0 0 0 0 0 0 0
mcs50_b06_s50_AB07 335252 512767 999992 664740 1000000 332529 516877 999991 667462 1000000
mcs50_m4D_s40_AB04 25016 56065 84552 59536 84554 25091 56485 85365 60274 85369
mcs30_m3Dr6_s30_AB04 1306 3879 5805 4499 5808 1312 3896 5711 4399 5715
mcs50_r005_s35_AB04 1791 42 2273 482 2277 1840 40 2617 777 2621
mcs50_m4Dr2_s30_AB06 120 177 334 214 336 122 179 338 216 341
mcs90_m2Dr6_s30_AB04 8 8 18 10 19 8 8 18 10 19
mcs30_b03m_s15_AB08 0 0 0 0 1 0 0 0 0 1
mcs70_m3Dr4_s40_AB07 149260 40821 246758 97498 246764 149335 40765 246711 97376 246716
mcs50_m2Dr6_s10_AB01 0 0 0 0 0 0 0 0 0 0
mcs30_r02_s25_AB00 429 635 1417 988 1421 431 637 1379 948 1382
mcs90_m3Dr6_s30_AB05 0 0 0 0 1 0 0 0 0 1
mcs70_b03_s50_AB01 805312 92292 999996 194684 1000000 794932 104198 999995 205063 1000000
mcs70_m2Dr2_s40_AB05 62958 14319 89426 26468 89431 62645 14499 89316 26671 89320
mcs70_b06_s30_AB05 187 11 298 111 301 148 11 258 110 261
mcs30_b03m_s20_AB00 2 0 2 0 3 1 0 1 0 2
mcs70_r01_s40_AB06 3449 124 5960 2511 5965 3630 124 6029 2399 6035
mcs30_b03_s30_AB01 322 15 410 88 413 249 15 306 57 308
mcs50_r01_s20_AB07 16 0 21 5 22 27 0 34 7 37
mcs30_m2Dr6_s50_AB04 463835 385660 999992 536157 1000000 463855 386407 999993 536138 1000000
mcs50_m4Dr4_s40_AB05 87754 26612 133356 45602 133363 87668 26456 132905 45237 132909
mcs30_r005_s40_AB01 141344 47900 226844 85500 226850 139300 47389 223741 84441 223746
mcs70_m4Dr2_s25_AB04 68 2 91 23 94 69 2 92 23 95
mcs90_m3Dr6_s10_AB06 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr4_s50_AB04 596357 233320 999995 403638 1000000 595312 234400 999994 404682 1000000
mcs50_r01_s20_AB01 19 0 24 5 25 19 0 24 5 26
mcs50_m2Dr2_s50_AB02 320354 602475 999995 679641 1000000 320906 602097 999994 679088 1000000
mcs30_b03_s50_AB04 454115 489850 999994 545879 1000000 452274 489629 999996 547722 1000000
mcs90_b03m_s25_AB06 0 0 0 0 1 0 0 0 0 1
mcs90_b06_s10_AB02 0 0 0 0 0 0 0 0 0 0
mcs90_m2Dr4_s30_AB08 1 0 1 0 2 1 0 1 0 2
mcs70_m3Dr2_s40_AB08 18601 26244 52394 33793 52399 18570 26181 52280 33710 52285
mcs50_m2Dr6_s10_AB05 0 0 0 0 0 0 0 0 0 0
mcs70_b09_s30_AB09 187 26 400 213 405 285 41 549 264 552
mcs30_m3D_s40_AB09 67421 29210 114279 46858 114284 67563 29199 114421 46858 114427
mcs30_m2D_s30_AB09 249 230 551 302 554 251 232 555 304 559
mcs70_r02_s15_AB00 2 0 2 0 3 2 0 2 0 3
mcs10_m2Dr4_s50_AB08 500813 371042 999994 499181 1000000 500696 372344 999995 499299 1000000
mcs90_b09m_s30_AB08 1 0 1 0 2 1 0 1 0 1
mcs70_m2Dr6_s40_AB01 69845 4674 95490 25645 95495 69607 4655 95260 25653 95264
mcs30_b06_s35_AB04 15234 55560 76631 61397 76638 15273 55787 76817 61544 76824
mcs70_r02_s50_AB01 17873 7678 46114 28241 46120 17912 7729 46177 28265 46184
mcs90_b09m_s40_AB03 2 0 2 0 4 1 0 1 0 2
mcs50_m2D_s30_AB01 157 23 222 65 224 230 23 324 94 327
mcs50_r01_s10_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_r01_s50_AB02 397442 298264 999991 602549 1000000 396202 300058 999989 603787 1000000
mcs90_r01_s10_AB06 0 0 0 0 0 0 0 0 0 0
mcs30_r02_s35_AB00 145343 15250 322240 176897 322247 145168 15233 322052 176884 322062
mcs30_m3D_s25_AB04 64 123 208 144 211 64 123 208 144 211
mcs90_r01_s15_AB00 0 0 0 0 0 0 0 0 0 0
mcs70_m4Dr4_s25_AB06 89 1 115 26 118 69 1 94 25 98
mcs50_b03m_s30_AB03 351 10 405 54 407 494 10 581 87 584
mcs90_r005_s20_AB06 0 0 0 0 0 0 0 0 0 0
mcs90_b09m_s15_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_b06_s35_AB04 18709 4895 32072 13363 32080 18705 4899 32084 13379 32090
mcs70_r005_s40_AB09 40495 12466 61942 21447 61947 40614 12468 62307 21693 62311
mcs30_r02_s25_AB09 1558 85 2984 1426 2989 1578 86 3025 1447 3028
mcs50_m4D_s35_AB06 1430 139 1771 341 1773 1509 131 1989 480 1992
mcs10_m2D_s50_AB07 387549 538664 999993 612444 1000000 386869 539711 999993 613124 1000000
mcs90_m4Dr6_s20_AB04 0 0 0 0 0 0 0 0 0 0
mcs30_m3D_s25_AB00 42 161 220 178 223 36 161 207 171 210
mcs30_m2D_s50_AB01 680727 218787 999994 319267 1000000 686859 211470 999995 313136 1000000
mcs90_b06_s30_AB05 0 0 0 0 0 1 0 1 0 1
mcs50_b03m_s20_AB03 5 2 8 3 10 5 2 8 3 10
mcs30_r02_s40_AB08 382611 175506 999990 617379 1000000 382078 176875 999989 617911 1000000
mcs50_m3Dr2_s15_AB06 0 1 1 1 3 0 1 1 1 3
mcs30_b06m_s30_AB05 1392 1579 3534 2142 3538 1235 1580 3479 2244 3485
mcs50_m2Dr4_s30_AB01 770 159 1300 530 1303 914 161 1435 521 1439
mcs10_r02_s35_AB07 272035 0 570499 298464 570509 271615 167 570882 299267 570893
mcs70_r02_s25_AB04 61 2 102 41 105 39 1 64 25 68
mcs50_r005_s40_AB02 179395 53760 280660 101265 280666 179703 54187 281047 101344 281052
mcs70_r02_s10_AB04 0 0 0 0 0 0 0 0 0 0
mcs50_m3D_s15_AB09 1 0 1 0 2 1 0 1 0 3
mcs70_b06_s15_AB03 2 0 2 0 3 1 0 1 0 2
mcs90_b06m_s30_AB05 0 0 0 0 1 0 0 0 0 1
mcs90_r005_s25_AB09 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr6_s25_AB03 325 2 481 156 485 234 2 331 97 334
mcs90_b06m_s40_AB04 1 0 1 0 2 1 0 1 0 1
mcs90_r02_s15_AB01 0 0 0 0 0 0 0 0 0 0
mcs70_m2Dr6_s35_AB01 3291 1452 5836 2545 5840 3339 1472 5915 2576 5918
mcs30_b03m_s30_AB01 104 7 129 25 132 184 14 233 49 235
mcs90_b03m_s50_AB04 19 3 25 6 28 34 6 47 13 49
mcs90_m2D_s40_AB05 3 5 8 5 9 6 8 15 9 16
mcs90_r01_s35_AB01 2 0 2 0 3 1 0 1 0 2
mcs90_b06m_s25_AB07 0 0 0 0 0 0 0 0 0 0
mcs50_b03m_s25_AB09 9 43 54 45 56 9 43 54 45 56
mcs10_r01_s25_AB00 147 452 663 516 665 243 745 1093 850 1097
mcs90_b06_s25_AB05 0 0 0 0 0 0 0 0 0 0
mcs70_r02_s35_AB00 916 6 1898 982 1902 917 6 1984 1067 1990
mcs30_m3Dr2_s30_AB01 582 1797 2702 2120 2706 560 1800 2681 2121 2686
mcs70_m2Dr2_s25_AB00 134 0 171 37 173 137 28 202 65 205
mcs30_b09_s40_AB07 577780 20545 943252 365472 943260 578316 20586 944867 366551 944876
mcs70_b03_s15_AB05 1 0 1 0 2 1 0 1 0 2
mcs90_r02_s20_AB03 0 0 0 0 0 0 0 0 0 0
mcs90_m3Dr4_s30_AB06 0 0 0 0 0 0 0 0 0 1
mcs70_r02_s15_AB04 4 5 10 6 11 4 5 10 6 11
mcs90_b03m_s30_AB00 2 4 6 4 8 2 4 6 4 7
mcs70_m2Dr2_s15_AB03 0 0 0 0 1 0 0 0 0 0
mcs50_b09_s35_AB07 6548 258 12386 5838 12392 6587 260 12621 6034 12630
mcs70_b06_s15_AB01 0 0 0 0 0 0 0 0 0 0
mcs30_m2Dr4_s50_AB04 445351 432969 999993 554642 1000000 442802 432668 999993 557191 1000000
mcs70_r02_s25_AB06 65 1 114 49 116 50 1 80 30 83
mcs70_b06m_s50_AB05 32254 3908 50772 18518 50778 32207 3907 50803 18596 50810
mcs50_m3Dr6_s50_AB03 646849 52852 999992 353143 1000000 649707 47834 999993 350286 1000000
mcs90_r01_s40_AB04 0 0 0 0 1 0 0 0 0 1
mcs90_m2Dr6_s10_AB09 0 0 0 0 0 0 0 0 0 0
mcs50_b09m_s50_AB05 558127 44243 999991 441864 1000000 560473 41568 999991 439518 1000000
mcs70_r02_s20_AB08 12 8 25 13 28 8 5 17 9 18
mcs30_b09_s50_AB02 517685 136578 999990 482305 1000000 515033 140057 999991 484958 1000000
