instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf mcsplit+randombigf
r-178 29 0.502463 29 0.502463 5492 4751 5427 4926
r-144 31 0.395699 31 0.395699 1263 824 358 343
r-31 17 0.485294 17 0.485294 4 2 3 3
r-378 44 0.502114 44 0.502114 666797 704235 687738 711266
r-744 19 0.350877 19 0.350877 27 35 34 35
r-921 18 0.522876 18 0.522876 14 19 13 20
r-266 40 0.296154 40 0.296154 1000000 1000000 1000000 1000000
r-870 18 0.294118 18 0.294118 5 5 8 8
r-195 42 0.0929152 42 0.0929152 1000000 1000000 1000000 1000000
r-116 17 0.220588 17 0.220588 29 36221 14 29
r-756 17 0.220588 17 0.220588 13708 13766 1932 1663
r-409 32 0.0625 32 0.0625 1000000 1000000 1000000 1000000
r-185 19 0.45614 19 0.45614 28 27 15 15
r-932 34 0.165775 34 0.165775 1000000 1000000 1000000 1000000
r-855 24 0.391304 24 0.391304 576 529 675 662
r-969 31 0.27957 31 0.27957 1000000 1000000 889589 589335
r-25 39 0.415655 39 0.415655 74071 38259 28410 27140
r-786 26 0.470769 26 0.470769 499 579 378 453
r-607 31 0.425806 31 0.425806 2211 1145 1065 940
r-881 32 0.175403 32 0.175403 2083 2652 1858 1898
r-769 30 0.370115 30 0.370115 11530 9560 9701 9677
r-495 42 0.0929152 42 0.0929152 28785 60558 25939 29506
r-801 20 0.336842 20 0.336842 25 41 22 34
r-26 15 0.533333 15 0.533333 0 1 1 1
r-115 16 0.4 16 0.4 5 2 1 1
r-657 27 0.48433 27 0.48433 279 321 385 402
r-721 18 0.424837 18 0.424837 6 6 5 5
r-315 35 0.363025 35 0.363025 64044 51729 54019 53746
r-33 17 0.117647 17 0.117647 1000000 1000000 305301 143666
r-597 19 0.19883 19 0.19883 2 4 3 3
r-970 15 0.342857 15 0.342857 0 1 0 0
r-511 16 0.458333 16 0.458333 2 2 1 1
r-225 20 0.189474 20 0.189474 3385 1000000 3413 3411
r-798 19 0.45614 19 0.45614 33 30 28 18
r-391 35 0.363025 35 0.363025 53590 17374 4512 3812
r-129 38 0.102418 38 0.102418 1000000 1000000 1000000 1000000
r-204 37 0.348348 37 0.348348 1701 148333 1687 1953
r-882 15 0.514286 15 0.514286 2 2 1 1
r-411 21 0.257143 21 0.257143 50 78 69 74
r-23 45 0.236364 45 0.236364 1000000 1000000 1000000 1000000
r-892 33 0.435606 33 0.435606 5662 3763 3581 3492
r-818 41 0.290244 41 0.290244 1000000 1000000 1000000 1000000
r-802 33 0.117424 33 0.117424 1000000 1000000 1000000 1000000
r-888 25 0.38 25 0.38 3149 852 631 408
r-667 18 0.366013 18 0.366013 12 12 11 7
r-673 15 0.533333 15 0.533333 3 1 2 2
r-121 21 0.52381 21 0.52381 144 96 125 121
r-787 36 0.457143 36 0.457143 9633 10394 7057 7112
r-132 22 0.519481 22 0.519481 57 47 84 84
r-169 28 0.452381 28 0.452381 2542 2860 2235 2317
r-95 44 0.169133 44 0.169133 1000000 1000000 1000000 1000000
r-567 27 0.14245 27 0.14245 395029 1000000 392570 392964
