instance n1 density1 n2 density2 mcsplit mcsplit-swapped mcsplit-smart-swapped mcsplit+f mcsplit+bigf mcsplit-b mcsplit-b-swapped mcsplit-b-smart-swapped mcsplit-nosort mcsplit-nosort-swapped mcsplit-nosort-smart-swapped
r-326 37 0.298799 46 0.298551 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-708 24 0.278986 23 0.312253 585651 474831 474831 587708 437479 988299 742114 742114 385598 363701 363701
r-48 43 0.320044 48 0.326241 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-737 28 0.275132 11 0.2 3484 1124 1124 3257 1227 3177 935 935 2735 1271 1271
r-123 29 0.29803 10 0.288889 213 159 159 214 168 142 87 87 504 266 266
r-701 12 0.272727 13 0.320513 527 183 527 198 334 519 253 519 1174 1184 1174
r-633 38 0.285917 34 0.30303 554874641 430683812 430683812 591359822 453359552 -1 777093356 777093356 541911845 700959003 700959003
r-179 11 0.418182 24 0.289855 1037 2593 1037 2596 1032 1228 2991 1228 3547 2169 3547
r-507 44 0.324524 13 0.294872 48587 8045 8045 47312 8610 47558 6113 6113 22615 3543 3543
r-37 46 0.32657 47 0.286772 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-634 26 0.335385 33 0.301136 6997182 15547256 6997182 15264052 6582017 11648033 27428722 11648033 22143972 17479663 22143972
r-94 42 0.299652 42 0.29849 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-833 25 0.316667 38 0.295875 9827539 14807540 9827539 15171288 10037276 15828471 24962718 15828471 15912123 15212873 15912123
r-516 10 0.311111 23 0.264822 777 1970 777 1927 775 778 1791 778 1180 1116 1180
r-283 12 0.272727 49 0.307823 252 232 252 226 252 226 250 226 2907 3515 2907
r-891 41 0.297561 38 0.271693 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-767 27 0.253561 14 0.296703 13572 3519 3519 13012 3935 16369 4168 4168 9206 13354 13354
r-267 23 0.284585 47 0.320074 32144762 46599751 32144762 46206169 31570163 48011198 78161326 48011198 76393972 70507100 76393972
r-271 48 0.310284 26 0.261538 151364789 92704593 92704593 166397219 89712100 251195460 141475797 141475797 181173435 241440189 241440189
r-472 44 0.302326 33 0.285985 -1 -1 -1 -1 954158812 -1 -1 -1 -1 -1 -1
r-594 32 0.298387 19 0.280702 589926 492746 492746 587292 525417 912598 678314 678314 471350 566086 566086
r-164 38 0.330014 49 0.295068 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-466 11 0.290909 41 0.29878 271 246 271 242 271 220 206 220 283 489 283
r-880 20 0.252632 27 0.282051 571930 1101864 571930 1230763 552992 832960 1711147 832960 574655 458707 574655
r-455 24 0.311594 23 0.288538 498477 638056 638056 540259 536233 722624 1009148 1009148 590836 1013014 1013014
r-978 30 0.305747 46 0.311111 252078357 365081912 252078357 374895805 247822949 442009796 -1 442009796 696363473 513768282 696363473
r-420 15 0.257143 46 0.303382 37085 190108 37085 182358 36927 35550 212793 35550 406090 119269 406090
r-804 37 0.279279 42 0.286876 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-363 42 0.324042 30 0.298851 270826323 237515094 237515094 291016557 233661798 484861489 427014043 427014043 322267102 306658758 306658758
r-758 27 0.327635 41 0.314634 25881943 58301606 25881943 58007898 24645727 43626347 104442464 43626347 38802667 39725567 38802667
r-299 15 0.295238 50 0.303673 227044 458426 227044 455725 226365 245479 550823 245479 542656 287502 542656
r-647 50 0.297959 28 0.31746 568784350 366110719 366110719 577768912 387286764 -1 560358361 560358361 215606677 619618517 619618517
r-955 18 0.294118 26 0.329231 258458 343593 258458 368321 254523 382875 550219 382875 393537 353298 393537
r-884 30 0.298851 16 0.375 269817 58410 58410 266450 71665 383188 78837 78837 148696 129781 129781
r-15 32 0.306452 23 0.288538 5599521 5479215 5479215 6183812 5504839 9740303 8731022 8731022 8378949 8451504 8451504
r-706 40 0.291026 17 0.257353 718629 277772 277772 723286 289392 961946 328571 328571 543941 267505 267505
r-480 12 0.348485 34 0.299465 5508 14713 5508 14460 5499 5728 14926 5728 5433 4887 5433
r-988 12 0.30303 33 0.299242 1525 9059 1525 8511 1526 1533 9063 1533 3495 6095 3495
r-599 15 0.304762 50 0.313469 89089 437564 89089 430031 88828 81741 458234 81741 505845 376198 505845
r-728 33 0.323864 19 0.298246 1158501 582875 582875 1204877 607839 1771477 817379 817379 1021965 1163805 1163805
r-670 33 0.295455 17 0.338235 106930 37563 37563 101867 40373 138948 34396 34396 221409 220284 220284
r-994 23 0.300395 10 0.377778 4877 1565 1565 4327 1836 5209 1641 1641 1778 3145 3145
r-222 40 0.297436 30 0.278161 210166420 127183542 127183542 237533349 127818829 378547569 218738028 218738028 246853310 413541251 413541251
r-434 25 0.3 17 0.294118 135906 64259 64259 137988 70549 214277 90292 90292 169578 118759 118759
r-452 37 0.280781 24 0.286232 12739458 8725964 8725964 13193729 9382038 21009256 13281683 13281683 17126116 14632676 14632676
r-181 49 0.312075 33 0.337121 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-347 11 0.472727 20 0.263158 1073 5164 1073 4730 1067 1215 7002 1215 1217 4716 1217
r-475 49 0.285714 46 0.299517 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-21 31 0.275269 49 0.282313 1048922943 -1 1048922943 -1 1043831167 -1 -1 -1 871381730 -1 871381730
r-147 10 0.244444 16 0.283333 274 631 274 645 270 308 699 308 644 509 644
r-168 35 0.302521 37 0.255255 150792468 367658457 150792468 391224825 144472788 172614096 631185163 172614096 674016515 457970945 674016515
r-233 10 0.2 19 0.304094 4299 3964 4299 3978 4252 1982 4251 1982 2349 2517 2349
r-964 50 0.302857 21 0.338095 15325168 6561590 6561590 15087821 6922496 24693713 9625006 9625006 11276127 10439488 10439488
r-810 40 0.29359 46 0.31401 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
r-991 31 0.288172 47 0.309898 332533831 467716137 332533831 478077626 332989930 562107745 -1 562107745 585345387 939307562 585345387
r-428 36 0.3 40 0.292308 817221502 -1 817221502 -1 814080679 -1 -1 -1 -1 -1 -1
r-690 32 0.320565 45 0.281818 229762609 591520806 229762609 599060463 249882045 398903798 -1 398903798 744846614 661107168 744846614
r-83 24 0.242754 35 0.302521 7619248 4355395 7619248 4702470 7366064 12089016 6899733 12089016 5852853 8974644 5852853
