instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-733 50 0.372245 50 0.372245 -1 -1 -1
r-502 39 0.099865 39 0.099865 199356370 104622461 103298971
r-704 42 0.437863 42 0.437863 1530068292 1634604868 1272430111
r-900 49 0.416667 49 0.416667 4867033 4609324 3974590
r-39 29 0.512315 29 0.512315 1076199 1231959 873224
r-245 41 0.443902 41 0.443902 2011894 1628347 1304240
r-988 39 0.510121 39 0.510121 44942636 80262209 36822343
r-119 35 0.494118 35 0.494118 37348407 29781098 23989463
r-42 14 0.494505 14 0.494505 3627 3119 3368
r-843 26 0.147692 26 0.147692 89562 106414 45853
r-859 49 0.355442 49 0.355442 341210 474166 317714
