mcsplit mcsplit-h mcsplit+f mcsplit+fmm mcsplit+bigf mcsplit-swapped mcsplit+S mcsplit+O mcsplitb mcsplitb+f mcsplitb+bigf mcsplitb+S mcsplitb+O mcsplit+randombigf mcsplitb+randombigf
51629 65044 29253 28831 43810 14662 14939 51763 99103 52717 85401 26526 98795 42343 42371
453049 459038 357947 360245 5196 3660 5037 3803 505122 392243 5768 4206 4195 4737 4750
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
894365 988142 601595 667185 732149 403682 885189 877931 600015 695965 514424 612377 605744 757992 754320
5 3 3 5 4 5 5 3 5 4 4 7 5 4 4
38272 40140 371592 387167 49481 450982 37830 38067 43649 458795 57271 43330 43529 56049 57349
1000000 1000000 1000000 1000000 44233 37367 38293 36993 1000000 1000000 56293 46860 47152 44523 43635
257 423 310 341 50 74 74 75 453 443 64 97 86 77 78
0 0 1 3 0 1 0 0 0 3 0 0 0 0 0
14777 15261 39548 40176 14680 29426 29721 14884 18077 48005 17707 37290 18363 15052 15033
8 9 22 18 5 22 13 8 9 30 9 18 9 9 9
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
443 612 319 421 100 140 137 86 544 398 122 103 166 159 159
120573 124437 72952 73829 6122 5214 4990 5005 143726 88317 8317 11164 6797 5843 7069
12 20 80 94 19 84 12 19 25 74 16 16 16 20 20
1 2 1 1 0 0 0 0 1 0 0 0 0 0 0
13 14 19 19 2 1 0 1 27 20 2 1 1 2 1
24018 24761 1000000 1000000 26771 1000000 23926 23890 30065 1000000 33812 30047 29871 29749 29241
6 10 39 31 10 29 10 10 11 23 6 11 11 13 8
15840 15761 13147 13287 8 6 12 6 16661 13913 16 12 6 15 9
33127 33743 1000000 1000000 36437 1000000 33227 33528 40914 1000000 43153 41252 40963 41424 41143
1000000 1000000 1000000 1000000 6399 2742 3113 2606 1000000 1000000 7042 2689 2847 5662 5743
7 8 6 3 1 1 1 0 10 5 1 1 1 1 1
69 98 86 112 4 5 5 5 132 66 7 5 5 7 4
81874 87776 182291 193083 62830 89986 91499 81243 87261 209158 70132 104954 86976 61176 61532
3 6 2610 3410 12 2951 3 5 6 4065 14 6 6 13 13
16119 17192 11461 12110 12030 4842 3985 16045 19110 13551 14217 4468 19012 11597 12470
4 5 45 64 9 47 4 7 10 43 13 11 6 9 9
285270 307996 387427 407251 209377 60044 62893 283313 346160 447770 250987 73886 340486 196723 197920
0 4 1 1 0 0 0 0 1 1 0 0 0 0 0
85 90 34 66 9 3 3 7 88 67 5 7 7 9 9
0 1 11 13 1 12 1 1 1 5 0 0 1 0 1
10952 14629 9716 10983 6568 5272 10662 5344 13132 11448 8017 13021 5993 6659 7039
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
40 45 87 91 69 49 67 49 56 71 92 94 105 74 74
5860 8704 6181 7158 619 746 5862 461 7901 7800 910 7733 567 599 744
332 589 1000000 1000000 622 1000000 360 533 323 1000000 668 323 424 1039 838
1 1 6 17 1 6 1 1 1 18 1 2 1 1 0
6203 6521 758209 775870 6968 811835 6293 6276 7470 895639 7967 8222 7367 7675 7753
184 291 866 594 313 592 750 184 263 758 269 589 216 324 326
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 3 3 0 4 0 0 0 5 0 0 0 0 0
8188 9431 6772 6709 183 82 134 81 8629 6929 165 153 152 108 151
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 50 118 161 21 99 99 45 49 120 39 123 49 35 21
967 1095 850 981 275 239 236 237 1249 1222 545 276 277 463 275
233 297 236 268 31 15 16 9 349 173 54 17 17 25 41
9420 14036 7086 7051 1791 724 726 869 14193 10982 2275 996 934 1712 1534
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 33065 27244 27382 27349 1000000 1000000 40306 32686 31429 33803 33554
25356 26552 264313 273190 29145 307073 25463 25439 31315 325294 36378 31443 31168 31581 31823
15 37 14 14 4 2 3 3 35 18 4 3 3 2 4
18383 29809 12866 12874 4135 2604 2231 2180 30398 21116 5765 2859 2716 3904 3696
4 4 44 29 4 46 6 6 8 67 5 5 8 7 4
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
4245 4879 3340 3473 97 65 65 65 5671 4393 130 88 54 88 95
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
756 780 188753 190729 770 208157 748 1284 929 219533 907 862 988 1134 929
1000000 1000000 1000000 1000000 120971 56364 56273 56167 1000000 1000000 130632 70269 69754 115604 116015
7525 8060 5188 5369 13 11 6 6 8138 5855 22 7 7 12 21
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3876 4345 7121 7467 4535 5512 3834 5767 5823 10919 6649 5836 8028 4880 5186
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
49848 66459 34085 35680 41291 12083 12224 50108 90716 59227 75035 20372 91379 39404 38821
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23298 24855 1000000 1000000 27537 1000000 23560 23735 11142 1000000 11721 10323 10615 30863 30926
489 495 3076 3317 602 3265 2802 483 726 3773 801 3421 579 668 562
0 0 33 20 0 20 1 0 1 19 1 1 0 1 1
0 0 294 298 0 478 0 0 0 309 0 0 0 1 0
8318 8600 1000000 1000000 8574 1000000 8554 8985 11582 1000000 11801 10372 10303 9306 9348
245586 260879 772272 818479 252683 1000000 245314 245184 331946 1000000 342861 331937 330801 286426 290072
8245 8996 75842 76662 15590 122161 8283 8356 13460 131820 26140 13649 13341 17366 17069
6 11 3 7 0 0 0 0 7 6 0 0 0 0 0
96847 125785 46763 48568 70186 17210 17792 96057 162792 74512 124800 27540 163904 67653 67319
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
65 104 35 95 1 0 0 0 86 82 1 0 0 1 1
1 0 569 1182 1 582 0 1 2 530 2 1 1 2 1
1 1 47 58 3 55 1 1 1 40 4 3 3 3 3
21 21 511 553 21 693 21 12 12 717 23 12 23 25 14
1998 17685 1717 6313 772 671 568 432 3273 3122 815 732 1061 639 497
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
37 38 246 464 73 290 62 37 87 455 102 52 52 78 47
1 2 2 1 2 0 0 0 2 2 2 0 0 1 1
744441 787526 1000000 1000000 723655 1000000 1000000 747203 881384 1000000 850250 1000000 883621 744853 747719
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1036 1542 905 970 148 64 100 108 1498 1174 147 77 77 86 138
147 387 124 127 14 8 5 5 145 122 21 12 7 14 14
212 283 288 217 116 184 121 185 389 351 192 249 304 179 181
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
53 140 47 87 2 1 1 1 96 85 1 0 1 2 2
76 101 76 83 48 136 77 77 123 215 75 123 79 76 50
166851 174903 1000000 1000000 177173 1000000 168135 167314 215814 1000000 230237 215381 215418 195905 195912
14707 15366 258269 263902 16475 323859 14739 14572 16930 329487 19702 17890 17089 18406 18602
14240 18654 18925 20105 15152 17833 14417 18451 24598 32084 26319 24886 31303 16061 16045
290 440 5089 5389 271 5056 449 270 334 6298 339 352 537 456 457
1059 1792 7112 10484 1223 7601 1087 1462 1648 10904 2055 1633 1871 1647 1312
288 205 285 300 48 25 275 25 297 377 38 223 55 49 49
1000000 1000000 1000000 1000000 60431 37338 37552 37535 1000000 1000000 71131 48894 49115 56418 57088
335 393 107933 109667 372 140214 332 335 655 146930 475 390 615 545 552
171 189 6169 6656 367 6409 105 149 144 9572 529 144 235 399 242
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
56 87 329 471 83 535 85 56 100 487 66 67 67 87 58
24217 29497 22076 22518 7962 4564 4565 4732 29295 25873 4830 2446 2565 7216 7075
4179 6120 3411 3682 269 162 270 162 5054 4173 413 160 160 401 243
954 1137 4290 4853 810 4439 4595 862 663 4378 873 4571 549 800 866
10 11 73 150 6 134 6 10 6 130 6 4 6 12 7
3871 3933 5060 5600 3676 3565 3728 4506 4435 6424 4242 4864 4445 3794 3736
3 10 3 2 0 0 0 0 2 3 0 0 0 0 0
408537 451091 241044 250433 359544 125416 125077 409387 572556 334305 506478 171053 571196 351806 350288
0 0 1 2 0 2 0 0 0 3 0 0 0 0 0
10 10 12 12 8 6 11 10 7 16 6 15 12 9 5
11313 13259 15712 16914 11081 15419 15194 11410 20537 30306 19930 29462 20501 11427 11402
11502 11999 94149 99738 18483 112489 11500 11741 18508 154768 28675 17764 17766 19661 20112
2 2 33 63 1 61 2 2 3 63 3 1 3 4 4
64550 67642 135379 139993 61273 117188 117173 64748 75698 151917 71995 132332 75352 65312 65279
2 3 1 4 0 0 0 0 1 1 0 0 0 0 0
9171 11325 11601 11890 4456 4806 9222 4800 12120 14373 5436 12075 6227 4625 4618
50916 57448 43977 43587 1241 748 600 570 54621 45344 1238 1024 626 1041 1046
2 2 18 11 2 19 2 3 4 31 3 4 2 2 4
95 152 869 1305 148 718 95 146 202 1105 131 199 198 154 129
1 3 2 4 3 3 3 1 4 5 2 2 4 3 3
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
3461 7507 3364 4872 117 65 64 102 4369 4247 98 136 135 114 73
0 1 12 14 0 8 1 0 1 13 1 1 0 1 1
30 106 28 27 2 4 4 3 28 25 2 2 2 4 4
7483 8848 429557 444076 11395 713620 7635 7455 9816 529155 15638 9695 9653 13379 13162
4 4 3 3 0 0 0 0 3 5 0 0 0 0 0
854 707 8265 10881 544 9248 660 659 782 9115 810 973 712 706 579
165128 496219 138338 172176 59315 35172 35120 35506 299670 247531 95007 53697 53186 57093 57251
3 13 7 9 8 0 0 0 4 4 10 0 0 8 9
27 17 1011 1027 22 1799 27 27 35 1481 47 35 35 41 42
123 98 98 155 129 159 121 102 125 165 120 124 149 141 89
156 258 550 466 241 404 237 199 241 696 299 362 358 168 168
310 318 14452 17896 494 16269 357 355 492 19789 708 496 342 575 356
53 61 50 53 7 7 53 7 60 56 6 59 6 4 7
234139 307075 186669 196825 5270 3241 3164 3178 257147 207857 5477 3484 3573 4644 4731
1 7 1 3 0 0 0 0 3 3 0 0 0 0 0
1785 2431 1073 1109 84 55 47 47 1934 1407 162 51 87 134 133
40001 44330 63310 67719 22135 26839 40237 26350 56732 86403 29767 56273 35860 23743 23771
79 55 75 134 99 130 48 207 116 109 158 72 325 106 144
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
770297 1000000 628685 728330 221873 142280 142318 142066 1000000 1000000 308415 235433 235426 217799 217829
8772 9548 18933 19041 18562 27196 8842 27544 14380 30054 33664 14387 48528 19392 19430
23 22 21 25 1 1 1 1 14 22 2 0 1 2 1
6697 7505 568179 608003 11338 589967 6624 6521 4050 664280 5316 4161 4157 12780 13071
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 0 0 0 1 0 1 0 0 0
119012 129871 232417 256582 110460 183076 118833 118935 165315 314532 154737 164449 165047 117536 118053
698 760 473 714 14 11 18 11 767 554 26 12 21 14 24
1 1 9 38 2 8 1 1 2 8 3 2 2 1 1
2993 5885 3335 3646 209 278 180 284 3798 3690 397 220 258 317 255
0 0 28 50 0 51 0 0 0 53 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7475 7776 112839 114059 7274 84393 85247 7590 7924 127963 7776 97491 7899 7272 7182
458 255 1000000 1000000 415 1000000 290 510 276 1000000 561 400 287 806 472
313 224 1494 1334 203 1399 202 289 308 1952 362 343 355 286 306
19211 21358 1000000 1000000 23978 1000000 19910 19934 24537 1000000 28659 24527 24152 25230 25170
167 672 146 319 17 16 9 16 442 397 38 20 20 25 29
216 400 471 500 370 562 250 339 356 895 383 392 425 251 295
710 484 735 671 663 825 410 543 543 801 509 609 606 452 451
0 0 4 27 0 7 0 0 0 9 0 0 0 0 0
8 9 336 371 7 310 14 14 9 478 15 9 9 8 15
7130 14813 6157 6346 300 194 194 119 9471 8440 271 167 205 303 302
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 1 1 0 0 0 0 0
116311 119696 1000000 1000000 145337 1000000 117854 115703 167912 1000000 210431 167142 168317 165980 164919
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1761 1853 2863 2659 1233 1333 1669 1268 2200 3442 1890 2164 1603 1665 1315
6858 9397 6345 7040 2200 1665 1842 2049 9730 8931 2635 2304 2181 2029 2008
2 4 3 3 1 1 1 1 3 1 2 1 1 2 2
1 1 0 0 0 0 0 0 1 1 0 0 0 0 0
0 0 1 4 0 1 0 0 1 5 1 1 0 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 4 10 18 2 18 4 2 1 10 0 1 1 1 1
8714 12919 7546 7865 381 264 162 263 12533 10229 528 383 388 340 337
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
1 1 59 339 2 48 2 1 3 88 4 3 1 2 1
79 127 1403 1825 126 1315 80 79 134 1789 133 133 85 132 83
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
404 658 1622 1465 444 1243 1410 454 500 2632 543 1734 796 658 463
8556 8991 163551 173178 14488 203592 8526 8491 13755 255017 24554 13793 13944 16092 16241
170 603 233 228 52 40 39 39 307 306 79 60 60 52 52
30407 84296 25253 31410 14520 8067 8110 8043 52895 42639 24100 13343 13254 14113 14646
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
24 130 20 68 6 5 3 5 37 52 8 7 7 9 5
2 4 8 9 4 6 4 2 3 13 6 3 5 5 3
1 1 15 15 1 16 1 1 2 16 1 1 1 1 1
3 6 23 31 5 8 5 5 8 43 12 8 5 9 9
3 5 162 166 6 105 5 3 4 159 4 4 4 7 7
187 238 501 403 751 2135 220 1854 340 626 1284 202 2043 889 1105
1000000 1000000 1000000 1000000 682646 433970 437501 433769 1000000 1000000 1000000 794670 793104 665298 665195
63393 65210 52024 52062 690 420 411 243 86955 70698 1190 406 244 735 698
19493 19028 304388 329214 20432 340903 19088 19282 24357 362177 26040 24365 24335 22008 21643
8236 9990 6510 6832 664 596 584 462 11152 9103 922 572 617 639 648
1000000 1000000 1000000 1000000 35697 23996 22746 22734 1000000 1000000 51192 31816 31318 34339 34403
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5843 9652 5344 5413 445 390 248 390 8400 7304 613 332 334 578 375
0 0 1 14 0 2 0 0 0 2 0 0 0 0 0
703731 1000000 574780 663632 212594 130444 130465 131273 1000000 1000000 374921 224034 223929 208598 208628
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
100406 114439 170960 180101 187586 215902 100266 213994 145170 244240 267348 146650 305208 198580 198379
5 3 73 221 3 87 5 5 4 204 9 4 7 7 4
286 318 39435 39663 307 44805 162 290 310 46638 222 264 357 200 201
1 1 8 21 1 18 18 1 1 14 1 18 1 1 0
1000000 1000000 1000000 1000000 217205 153197 151376 153020 1000000 1000000 274832 196432 199051 218003 218382
1 0 2 2 0 3 1 1 0 4 1 1 0 0 0
21450 22382 15448 15659 2055 1662 1618 1690 23487 17684 731 823 493 2097 2781
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
273 408 730 936 501 919 274 273 434 1276 732 523 433 484 333
2 8 1 2 1 0 0 0 2 2 3 0 0 1 1
5259 5317 72578 78486 5260 77407 74065 5068 5359 77629 5563 84935 5377 6192 6884
8555 9109 380139 392114 10848 504637 8218 8221 11288 529442 15231 11460 11408 11754 11862
0 0 1 7 0 2 0 0 0 1 0 0 0 0 0
2 5 1 3 0 0 0 0 2 3 0 0 0 0 0
1 3 1 1 0 0 0 0 3 1 0 0 0 0 0
15 9 52 96 15 94 15 15 12 71 12 19 19 17 17
110 445 47 109 9 7 7 4 185 137 13 11 10 15 15
108348 126807 78909 82786 4697 3131 3137 3174 143322 106145 6765 4675 4277 4794 4602
2 2 26 67 3 50 2 1 3 64 4 3 3 3 2
13 24 539 377 23 335 23 13 15 337 26 15 26 25 26
0 0 1 2 0 1 0 0 0 1 0 0 0 0 0
8 14 125 76 9 107 8 14 9 91 17 9 9 10 11
1000000 1000000 1000000 1000000 713785 469017 467396 1000000 1000000 1000000 847135 567633 1000000 664471 689085
108095 120254 1000000 1000000 139915 1000000 108050 107024 156543 1000000 208368 155303 155214 154570 154383
257 511 209 442 10 6 6 6 598 496 13 5 8 13 8
1000000 1000000 731055 784006 1000000 243436 244631 1000000 1000000 1000000 1000000 359445 1000000 1000000 1000000
0 2 1 0 0 0 0 0 0 0 0 0 0 0 0
29434 35360 25143 26409 10401 7388 7312 7404 40617 33201 13243 9095 9089 10837 10645
0 0 4 9 0 5 8 0 1 5 1 9 1 1 1
53 59 116 202 100 133 53 84 82 327 156 131 106 69 69
836 839 75263 79312 1009 81475 822 905 734 83413 946 797 948 1052 1087
4457 7145 3640 4186 3410 1863 1863 4497 7461 6043 6592 2522 7015 3421 3314
491 465 6277 6854 706 7297 296 298 369 8451 899 490 603 702 655
1013 1912 784 678 40 31 18 32 1880 1002 53 42 41 40 40
18 21 32 34 22 42 18 11 26 49 33 16 26 25 24
3 11 2 6 2 0 0 0 4 5 3 1 1 2 4
225 240 243 235 294 304 192 344 132 288 194 161 378 233 321
5907 7195 2867 2806 5154 2038 1571 5898 10128 4570 8756 2625 10671 5205 4815
7 9 4 7 0 1 1 0 8 4 1 0 0 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
493 469 754 869 474 1280 906 330 272 1165 304 911 441 484 443
2 5 1 2 0 0 0 0 1 2 0 0 0 0 0
72 48 1298 1987 100 1615 42 42 88 1781 110 52 52 110 112
19 50 26 17 6 4 7 4 51 24 8 6 10 6 10
38983 43814 111844 118662 40990 116539 39141 39138 43504 146595 46834 43355 43567 46189 45698
87 385 47 81 17 12 12 7 122 105 20 14 13 10 10
19922 20618 1000000 1000000 30550 1000000 19891 19878 27335 1000000 44271 27166 27148 33977 33842
22 103 19 36 3 1 39 1 40 19 3 39 1 3 3
0 1 1 0 0 0 0 0 1 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
73 82 210 230 81 213 252 76 88 315 56 273 54 85 52
2308 1900 5835 6671 2943 8061 2325 1971 2400 8104 2971 2743 2387 2697 2317
122 314 121 137 24 22 220 22 156 130 10 87 9 43 25
1000000 1000000 1000000 1000000 610453 547054 548009 546125 1000000 1000000 872278 775097 775807 614584 614359
5 5 174 244 7 206 10 5 10 113 6 5 10 15 8
41662 65458 42849 48198 8865 8009 41761 7818 49651 50606 9032 51321 8428 8820 8810
345 345 241 402 31 18 31 18 558 376 58 33 33 47 28
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
542 687 2235 2381 485 2338 370 617 98 2011 130 98 173 609 603
39393 45911 88873 96460 108021 165649 39595 165380 67537 154657 203393 67189 301927 117968 117819
4 2 40 45 4 24 4 4 2 43 2 4 2 3 5
6818 9868 6814 7966 992 796 6943 837 8232 8039 1262 8304 888 1021 1217
36756 37195 32497 32689 10 4 4 3 37082 32965 11 2 2 7 4
1000000 1000000 1000000 1000000 98194 79205 78487 78991 1000000 1000000 106379 86922 87014 94684 94465
7766 8476 10760 11837 7410 10177 7735 7833 11140 15196 10343 11132 11450 8132 7956
343 710 255 285 31 21 21 20 357 503 21 14 23 18 18
5 8 52 61 8 55 8 8 11 78 11 11 7 8 5
3670 3780 1725 2647 1894 454 335 3865 4636 2200 2559 327 4569 1705 1821
1000000 1000000 1000000 1000000 1000000 212305 213562 1000000 1000000 1000000 1000000 252223 1000000 1000000 1000000
26 89 37 54 2 1 2 2 57 32 4 3 3 2 2
0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
86 228 129 70 9 7 7 7 87 128 4 2 2 8 8
1000000 1000000 1000000 1000000 2949 2118 2234 1919 1000000 1000000 3047 2274 2375 2488 2791
177328 196062 115932 118926 7395 4735 4813 4781 258208 167815 8754 5607 5587 6968 8119
191 237 96 102 26 32 19 19 145 122 31 38 38 41 41
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
485 499 1612 2481 459 1552 468 599 432 1908 410 432 688 613 660
10146 11438 9516 9612 2612 2482 2320 2236 11784 11091 3069 2580 2389 3009 3979
11964 12853 451124 452058 19592 584139 11963 12250 18961 704017 32822 18726 18721 21700 21406
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
2381 3713 1869 2009 528 320 194 268 3733 2984 559 250 281 661 414
8495 8959 6463 6899 309 91 127 144 10269 7923 368 175 105 306 295
978 985 172950 183665 1826 195766 876 1356 1574 239038 2646 1170 1179 1977 1964
13 8 78 79 8 86 86 13 8 46 13 51 8 13 13
29526 30160 1000000 1000000 36828 1000000 29496 29579 34706 1000000 42687 34684 34856 45320 44391
492955 663821 462968 512155 32265 26083 494144 26278 662339 626720 37499 664469 30439 31774 31570
