instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-48 31 0.387097 31 0.387097 45808 49629 44103
r-673 21 0.652381 21 0.652381 149 88 111
r-860 22 0.121212 22 0.121212 29 85 44
r-767 33 0.0965909 33 0.0965909 833 1022 714
r-35 39 0.240216 39 0.240216 1000000 1000000 1000000
r-95 27 0.156695 27 0.156695 858 1261 932
r-250 20 0.778947 20 0.778947 12 16 20
r-654 18 0.849673 18 0.849673 1 1 0
r-167 27 0.706553 27 0.706553 4945 5294 4634
r-694 38 0.699858 38 0.699858 1000000 1000000 957927
r-296 35 0.996639 35 0.996639 0 0 0
r-563 35 0.968067 35 0.968067 734 1000000 1000000
r-725 23 0.367589 23 0.367589 680 1166 649
r-278 17 0.691176 17 0.691176 5 10 4
r-401 25 0.603333 25 0.603333 2154 1804 1732
r-656 22 0.818182 22 0.818182 36 67 59
r-350 39 0.684211 39 0.684211 1000000 1000000 1000000
r-176 30 0.457471 30 0.457471 24860 27420 23367
r-957 31 0.797849 31 0.797849 17966 22025 17624
r-595 38 0.29303 38 0.29303 1000000 1000000 1000000
r-719 17 0.507353 17 0.507353 6 14 6
r-531 21 0.233333 21 0.233333 35 79 31
r-383 25 0.323333 25 0.323333 1164 1186 768
r-399 38 0.217639 38 0.217639 668150 678070 616583
r-953 27 0.122507 27 0.122507 140 114 78
r-409 36 0.230159 36 0.230159 176496 217971 162398
r-534 23 0.426877 23 0.426877 777 517 595
r-279 25 0.0233333 25 0.0233333 0 0 1
r-812 21 0.971429 21 0.971429 0 0 0
r-93 34 0.320856 34 0.320856 170278 156082 155602
r-246 34 0.188948 34 0.188948 49465 55614 46916
r-931 33 0.0208333 33 0.0208333 492 1000000 2
r-720 35 0.211765 35 0.211765 192666 230855 183998
r-790 30 0.701149 30 0.701149 22994 25231 22942
r-585 29 0.221675 29 0.221675 4947 5396 4879
r-989 27 0.17094 27 0.17094 542 614 687
r-215 21 0.552381 21 0.552381 333 292 195
r-528 15 0.838095 15 0.838095 0 0 0
r-932 23 0.758893 23 0.758893 207 316 191
r-627 28 0.907407 28 0.907407 47 79 45
r-578 28 0.388889 28 0.388889 7730 9870 7192
r-723 34 0.955437 34 0.955437 120 21765 588
r-577 17 0.117647 17 0.117647 0 1 0
r-123 29 0.29064 29 0.29064 10538 10621 9729
