instance n1 density1 n2 density2 mcsplit mcsplit+f mcsplit+bigf
r-456 29 0.305419 29 0.305419 9037359 9145056 7562320
r-693 37 0.725225 37 0.725225 -1 -1 -1
r-794 18 0.156863 18 0.156863 1013 2479 1116
r-228 24 0.0942029 24 0.0942029 5626 2152 4433
r-930 23 0.442688 23 0.442688 585188 372718 512686
r-377 37 0.265766 37 0.265766 602396787 1289030228 466128788
r-336 32 0.375 32 0.375 75234020 71382647 66081158
r-459 40 0.739744 40 0.739744 -1 -1 -1
r-829 15 0.52381 15 0.52381 9011 10011 8180
r-328 32 0.469758 32 0.469758 55822939 71961499 51635620
r-590 39 0.345479 39 0.345479 -1 -1 -1
r-679 27 0.492877 27 0.492877 2869006 2487963 2540324
r-265 35 0.0857143 35 0.0857143 9842169 6225536 7967270
r-555 24 0.199275 24 0.199275 438557 920925 411572
r-561 29 0.381773 29 0.381773 14114624 16611006 12461722
r-627 28 0.907407 28 0.907407 179523 333522 163150
r-63 33 0.291667 33 0.291667 46302388 73246983 41746877
r-762 34 0.736185 34 0.736185 105043925 101004685 83989010
r-605 16 0.2 16 0.2 2140 2297 1799
r-166 19 0.736842 19 0.736842 29488 29186 25278
r-736 39 0.712551 39 0.712551 -1 -1 -1
r-722 40 0.382051 40 0.382051 -1 -1 -1
r-190 24 0.402174 24 0.402174 632699 1253573 548726
r-358 22 0.675325 22 0.675325 317882 431003 264777
r-411 18 0.888889 18 0.888889 3172 3424 2956
r-991 15 0.047619 15 0.047619 6247365 782 6247367
r-889 31 0.980645 31 0.980645 425 1013 426
r-895 17 0.735294 17 0.735294 10246 12659 8677
r-958 31 0.249462 31 0.249462 14567421 15782873 12389784
r-392 36 0.379365 36 0.379365 300081335 251725988 255672999
r-169 38 0.00142248 38 0.00142248 743 743 743
r-97 38 0.0128023 38 0.0128023 573 634 578
r-543 34 0.755793 34 0.755793 146094435 92535213 127211541
r-704 22 0.272727 22 0.272727 128088 272007 99070
r-536 19 0.450292 19 0.450292 89047 108850 79040
r-211 19 0.701754 19 0.701754 39459 36192 36473
r-94 29 0.985222 29 0.985222 9245417 -1 -1
r-972 28 0.714286 28 0.714286 12401396 9112993 10981314
r-83 28 0.037037 28 0.037037 2581104 -1 -1
r-259 31 0.584946 31 0.584946 58885348 42231329 53038529
