instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static family vbos vbmcsplit
g20-g26 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g20-g27 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g20-g29 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g20-g30 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g20-g31 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0
g20-g32 0 0 0 0 0 0 34 3 1000000 1000000 10 0 0 2 3 0
g20-g38 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g20-g40 161 157 107 152 312 91 1281 923 1000000 1000000 495654 257 412 2 923 91
g20-g43 0 0 0 0 0 0 0 0 453 367 60 0 0 2 0 0
g20-g44 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0
g20-g45 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0
g20-g48 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g20-g50 7 7 9 11 37 4 33 26 1000000 1000000 5568 37 7 2 26 4
g21-g27 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
g21-g32 0 0 0 0 0 0 39 7 1000000 1000000 11 0 0 2 7 0
g21-g40 1 1 1 1 1 0 20 4 1000000 1000000 2 1 1 2 2 0
g21-g50 1 0 0 0 147 0 0 0 1000000 1000000 1000000 100 0 2 0 0
g22-g23 0 0 0 0 0 0 0 0 594 465 1502 0 0 2 0 0
g22-g25 0 0 0 0 0 0 0 0 1521 1205 0 0 0 2 0 0
g22-g26 0 0 0 0 0 0 0 0 7973 6490 22777 0 0 2 0 0
g22-g27 0 0 0 0 0 0 4 0 74251 56416 9516 0 0 2 0 0
