instance mcsplit-mcis-sparse kdown2017 kdown2019 kdown2019-restarts family
all-meshes-CVIU11-pattern1-target233 1000000 1000000 1000000 1000314 13
all-meshes-CVIU11-pattern1-target234 1000000 1000000 1000000 1000277 13
all-meshes-CVIU11-pattern1-target235 1000000 1000000 1000000 1000164 13
all-meshes-CVIU11-pattern1-target237 1000000 1000000 1000000 1000186 13
all-meshes-CVIU11-pattern1-target238 1000000 1000000 1000002 1000652 13
all-meshes-CVIU11-pattern1-target24 1000000 1000000 1000001 1000028 13
all-meshes-CVIU11-pattern1-target240 1000000 1000000 1000000 1000111 13
all-meshes-CVIU11-pattern1-target241 1000000 1000000 1000002 1001059 13
all-meshes-CVIU11-pattern1-target242 1000000 1000000 1000002 1001214 13
all-meshes-CVIU11-pattern1-target243 1000000 1000000 1000001 1001253 13
all-meshes-CVIU11-pattern1-target244 1000000 1000000 1000001 1000348 13
all-meshes-CVIU11-pattern1-target245 1000000 1000000 1000000 1000025 13
all-meshes-CVIU11-pattern1-target246 1000000 1000000 1000001 1001084 13
all-meshes-CVIU11-pattern1-target247 1000000 1000000 1000000 1000110 13
all-meshes-CVIU11-pattern1-target248 1000000 1000000 1000000 1000170 13
all-meshes-CVIU11-pattern1-target249 1000000 1000000 1000000 1000070 13
all-meshes-CVIU11-pattern1-target25 1000000 1000000 1000001 1000037 13
all-meshes-CVIU11-pattern1-target250 1000000 1000000 1000000 1000061 13
all-meshes-CVIU11-pattern1-target251 1000000 1000000 1000000 1000149 13
all-meshes-CVIU11-pattern1-target252 1000000 1000000 1000001 1001650 13
all-meshes-CVIU11-pattern1-target253 1000000 1000000 1000001 1001247 13
all-meshes-CVIU11-pattern1-target254 1000000 1000000 1000000 1000018 13
all-meshes-CVIU11-pattern1-target255 1000000 1000000 1000003 1001066 13
all-meshes-CVIU11-pattern1-target256 1000001 1000000 1000005 1000281 13
all-meshes-CVIU11-pattern1-target257 1000000 1000000 1000000 1000289 13
all-meshes-CVIU11-pattern1-target258 1000000 1000000 1000000 1000179 13
all-meshes-CVIU11-pattern1-target26 1000000 1000000 1000001 1000046 13
all-meshes-CVIU11-pattern1-target260 1000000 1000000 1000000 1000119 13
all-meshes-CVIU11-pattern1-target261 1000000 1000000 1000001 1001360 13
all-meshes-CVIU11-pattern1-target262 1000000 1000000 1000001 1002060 13
all-meshes-CVIU11-pattern1-target263 1000000 1000000 1000000 1000325 13
all-meshes-CVIU11-pattern1-target264 1000000 1000000 1000001 1001976 13
all-meshes-CVIU11-pattern1-target265 1000000 1000000 1000000 1000204 13
all-meshes-CVIU11-pattern1-target266 1000000 1000000 1000000 1000591 13
all-meshes-CVIU11-pattern1-target267 1000000 1000000 1000001 1001092 13
all-meshes-CVIU11-pattern1-target268 1000001 1000000 1000003 1001119 13
all-meshes-CVIU11-pattern1-target269 1000000 1000000 1000001 1000523 13
all-meshes-CVIU11-pattern1-target27 1000000 1000000 1000001 1000027 13
all-meshes-CVIU11-pattern1-target270 1000000 1000000 1000001 1000218 13
all-meshes-CVIU11-pattern1-target271 1000000 1000000 1000000 1000071 13
all-meshes-CVIU11-pattern1-target272 1000000 1000000 1000000 1000108 13
all-meshes-CVIU11-pattern1-target273 1000000 1000000 1000005 1000012 13
all-meshes-CVIU11-pattern1-target275 1000000 1000000 1000000 1000172 13
all-meshes-CVIU11-pattern1-target278 1000000 1000000 1000000 1000007 13
all-meshes-CVIU11-pattern1-target279 1000000 1000000 1000000 1000049 13
all-meshes-CVIU11-pattern1-target28 1000000 1000000 1000001 1000040 13
all-meshes-CVIU11-pattern1-target280 1000000 1000000 1000002 1000986 13
all-meshes-CVIU11-pattern1-target281 1000000 1000000 1000002 1000686 13
all-meshes-CVIU11-pattern1-target282 1000000 1000000 1000001 1000201 13
all-meshes-CVIU11-pattern1-target283 1000000 1000000 1000003 1001067 13
all-meshes-CVIU11-pattern1-target284 1000000 1000000 1000001 1001339 13
all-meshes-CVIU11-pattern1-target285 1000000 1000000 1000003 1000179 13
all-meshes-CVIU11-pattern1-target286 1000000 1000000 1000000 1000014 13
all-meshes-CVIU11-pattern1-target287 1000000 1000000 1000000 1000267 13
all-meshes-CVIU11-pattern1-target288 1000000 1000000 1000001 1001574 13
all-meshes-CVIU11-pattern1-target289 1000000 1000000 1000000 1000068 13
all-meshes-CVIU11-pattern1-target29 1000000 1000000 1000001 1000011 13
all-meshes-CVIU11-pattern1-target290 1000000 1000000 1000000 1000222 13
all-meshes-CVIU11-pattern1-target291 1000000 1000000 1000003 1001104 13
all-meshes-CVIU11-pattern1-target292 1000000 1000000 1000000 1000125 13
all-meshes-CVIU11-pattern1-target293 1000000 1000000 1000000 1000063 13
all-meshes-CVIU11-pattern1-target294 1000000 1000000 1000001 1001942 13
all-meshes-CVIU11-pattern1-target295 1000000 1000000 1000000 1000961 13
all-meshes-CVIU11-pattern1-target296 1000000 1000000 1000000 1000237 13
all-meshes-CVIU11-pattern1-target297 1000000 1000000 1000001 1000093 13
all-meshes-CVIU11-pattern1-target298 1000000 1000000 1000000 1000338 13
all-meshes-CVIU11-pattern1-target299 1000000 1000000 1000000 1000106 13
all-meshes-CVIU11-pattern1-target3 1000000 1000000 1000000 1000050 13
all-meshes-CVIU11-pattern1-target30 1000000 1000000 1000001 1000028 13
all-meshes-CVIU11-pattern1-target300 1000000 1000000 1000001 1000137 13
all-meshes-CVIU11-pattern1-target303 1000000 1000000 1000001 1000296 13
all-meshes-CVIU11-pattern1-target304 1000000 1000000 1000000 1000012 13
all-meshes-CVIU11-pattern1-target305 1000000 1000000 1000000 1000125 13
all-meshes-CVIU11-pattern1-target306 1000001 1000002 1000006 1000018 13
