instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static instance pattern_n pattern_d target_n target_d
all-meshes-CVIU11-pattern3-target336 0 0 0 0 0 2 160 11 16323 6006 11 0 0 all-meshes-CVIU11-pattern3-target336 163 0.0218511 631 0.00663849
all-meshes-CVIU11-pattern3-target337 0 0 0 0 0 3 21 6 1 4 1 0 0 all-meshes-CVIU11-pattern3-target337 163 0.0218511 687 0.00494608
all-meshes-CVIU11-pattern3-target338 0 0 0 0 0 0 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target338 163 0.0218511 279 0.0111137
all-meshes-CVIU11-pattern3-target339 0 0 0 0 212 1 77 6 1000000 106969 1306 100 0 all-meshes-CVIU11-pattern3-target339 163 0.0218511 369 0.0125118
all-meshes-CVIU11-pattern3-target34 0 0 0 0 12222 60 1183 56 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target34 163 0.0218511 2948 0.00169054
all-meshes-CVIU11-pattern3-target340 0 0 0 0 0 13 512 17 1000000 760960 7671 0 0 all-meshes-CVIU11-pattern3-target340 163 0.0218511 1666 0.00261979
all-meshes-CVIU11-pattern3-target341 0 0 0 0 0 2 94 9 946106 281834 181 0 0 all-meshes-CVIU11-pattern3-target341 163 0.0218511 527 0.00781019
all-meshes-CVIU11-pattern3-target342 0 0 0 0 1000000 7 270 20 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target342 163 0.0218511 1221 0.00436152
all-meshes-CVIU11-pattern3-target343 0 0 0 0 297156 88 1774 41 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target343 163 0.0218511 3824 0.00139536
all-meshes-CVIU11-pattern3-target344 0 0 0 0 708 1 164 11 1000000 1000000 31211 100 0 all-meshes-CVIU11-pattern3-target344 163 0.0218511 577 0.00957118
all-meshes-CVIU11-pattern3-target345 0 0 0 0 209 3 156 11 309118 151083 642 100 0 all-meshes-CVIU11-pattern3-target345 163 0.0218511 678 0.00676026
all-meshes-CVIU11-pattern3-target346 0 0 0 0 0 2 156 10 1000000 1000000 432 0 0 all-meshes-CVIU11-pattern3-target346 163 0.0218511 583 0.00820204
all-meshes-CVIU11-pattern3-target347 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target347 163 0.0218511 241 0.0130878
all-meshes-CVIU11-pattern3-target348 0 0 0 0 565464 6 170 15 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target348 163 0.0218511 896 0.00530602
all-meshes-CVIU11-pattern3-target349 0 0 0 0 0 4 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target349 163 0.0218511 759 0.00265938
all-meshes-CVIU11-pattern3-target35 0 0 0 0 0 4 118 8 17 53 11 0 0 all-meshes-CVIU11-pattern3-target35 163 0.0218511 808 0.00508392
all-meshes-CVIU11-pattern3-target350 0 0 0 0 0 15 102 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target350 163 0.0218511 1470 0.00273035
all-meshes-CVIU11-pattern3-target351 0 0 0 0 0 0 41 3 0 15 0 0 0 all-meshes-CVIU11-pattern3-target351 163 0.0218511 297 0.0123646
all-meshes-CVIU11-pattern3-target352 0 0 0 0 0 6 292 9 1000000 36 228965 0 0 all-meshes-CVIU11-pattern3-target352 163 0.0218511 961 0.00593024
all-meshes-CVIU11-pattern3-target353 1 0 0 0 469 70 1570 70 1000000 1000000 70025 100 0 all-meshes-CVIU11-pattern3-target353 163 0.0218511 3436 0.00161633
all-meshes-CVIU11-pattern3-target354 0 0 0 0 0 3 16 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target354 163 0.0218511 843 0.00340093
all-meshes-CVIU11-pattern3-target356 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target356 163 0.0218511 216 0.0108527
all-meshes-CVIU11-pattern3-target357 0 0 0 0 16920 1 102 8 1000000 1000000 67076 100 0 all-meshes-CVIU11-pattern3-target357 163 0.0218511 411 0.0125987
all-meshes-CVIU11-pattern3-target358 0 0 0 0 0 6 84 8 215 38 83 0 0 all-meshes-CVIU11-pattern3-target358 163 0.0218511 950 0.00420054
all-meshes-CVIU11-pattern3-target359 0 0 0 0 1 2 64 7 246 58 92 1 0 all-meshes-CVIU11-pattern3-target359 163 0.0218511 736 0.00553276
all-meshes-CVIU11-pattern3-target36 0 0 0 0 0 63 657 59 41 20 2 0 0 all-meshes-CVIU11-pattern3-target36 163 0.0218511 3278 0.00164988
all-meshes-CVIU11-pattern3-target360 0 0 0 0 0 84 813 3 0 0 0 0 0 all-meshes-CVIU11-pattern3-target360 163 0.0218511 3302 0.000884779
all-meshes-CVIU11-pattern3-target361 0 0 0 0 0 30 5 1 897 2 31 0 0 all-meshes-CVIU11-pattern3-target361 163 0.0218511 2048 0.00172866
all-meshes-CVIU11-pattern3-target362 0 0 0 0 0 2 16 10 4 28 0 0 0 all-meshes-CVIU11-pattern3-target362 163 0.0218511 764 0.00388896
all-meshes-CVIU11-pattern3-target363 0 0 0 0 0 0 1 0 1 16 0 0 0 all-meshes-CVIU11-pattern3-target363 163 0.0218511 244 0.0124637
all-meshes-CVIU11-pattern3-target364 0 0 0 0 0 9 56 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target364 163 0.0218511 1123 0.00248729
all-meshes-CVIU11-pattern3-target365 0 0 0 0 0 6 45 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target365 163 0.0218511 935 0.00430556
all-meshes-CVIU11-pattern3-target366 0 0 0 0 0 80 889 7 0 0 0 0 0 all-meshes-CVIU11-pattern3-target366 163 0.0218511 3674 0.00100633
all-meshes-CVIU11-pattern3-target367 0 0 0 0 49 10 202 20 1000000 372715 6031 49 0 all-meshes-CVIU11-pattern3-target367 163 0.0218511 1222 0.00344825
all-meshes-CVIU11-pattern3-target368 0 0 0 0 0 29 4 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target368 163 0.0218511 2288 0.00127851
all-meshes-CVIU11-pattern3-target369 0 0 0 0 0 41 404 3 0 0 0 0 0 all-meshes-CVIU11-pattern3-target369 163 0.0218511 2768 0.00137876
all-meshes-CVIU11-pattern3-target37 0 0 0 0 0 1 56 8 8864 4088 100 0 0 all-meshes-CVIU11-pattern3-target37 163 0.0218511 415 0.011309
all-meshes-CVIU11-pattern3-target370 0 0 0 0 0 70 293 3 0 0 0 0 0 all-meshes-CVIU11-pattern3-target370 163 0.0218511 2980 0.00119269
all-meshes-CVIU11-pattern3-target378 0 0 0 0 4 49 610 18 1881 9 421 4 0 all-meshes-CVIU11-pattern3-target378 163 0.0218511 2929 0.00079908
all-meshes-CVIU11-pattern3-target379 0 0 0 0 1 11 2 1 1011 3 264 1 0 all-meshes-CVIU11-pattern3-target379 163 0.0218511 1482 0.00234687
all-meshes-CVIU11-pattern3-target38 0 0 0 0 2 69 333 33 1000000 1000000 495 2 0 all-meshes-CVIU11-pattern3-target38 163 0.0218511 2908 0.00088306
all-meshes-CVIU11-pattern3-target380 0 0 0 0 1158 32 537 13 1000000 1000000 18869 100 0 all-meshes-CVIU11-pattern3-target380 163 0.0218511 2122 0.00123823
all-meshes-CVIU11-pattern3-target381 0 0 0 0 0 1 16 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target381 163 0.0218511 611 0.00648762
all-meshes-CVIU11-pattern3-target382 0 0 0 0 0 170 1855 10 0 0 0 0 0 all-meshes-CVIU11-pattern3-target382 163 0.0218511 5297 0.000603146
all-meshes-CVIU11-pattern3-target383 0 0 0 0 1809 6 1 0 1000000 3 922766 100 0 all-meshes-CVIU11-pattern3-target383 163 0.0218511 1111 0.00443963
all-meshes-CVIU11-pattern3-target384 0 0 0 0 37330 32 703 37 1000000 1000000 608605 100 0 all-meshes-CVIU11-pattern3-target384 163 0.0218511 2085 0.0022837
all-meshes-CVIU11-pattern3-target385 0 0 0 0 1000000 76 1050 36 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target385 163 0.0218511 3567 0.00119757
all-meshes-CVIU11-pattern3-target386 0 0 0 0 0 0 10 1 0 3 0 0 0 all-meshes-CVIU11-pattern3-target386 163 0.0218511 378 0.00970485
all-meshes-CVIU11-pattern3-target387 0 0 0 0 0 12 92 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target387 163 0.0218511 1258 0.00345411
all-meshes-CVIU11-pattern3-target388 0 0 0 0 740050 82 1134 51 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target388 163 0.0218511 3297 0.00117099
all-meshes-CVIU11-pattern3-target389 0 0 0 0 0 91 811 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target389 163 0.0218511 3611 0.00085703
all-meshes-CVIU11-pattern3-target39 0 0 0 0 0 0 3 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target39 163 0.0218511 209 0.0188857
all-meshes-CVIU11-pattern3-target390 0 0 0 0 1000000 78 966 31 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target390 163 0.0218511 3131 0.00145969
all-meshes-CVIU11-pattern3-target391 0 0 0 0 0 198 3306 8 0 0 0 0 0 all-meshes-CVIU11-pattern3-target391 163 0.0218511 5873 0.000622219
all-meshes-CVIU11-pattern3-target392 0 0 0 0 815 1 1 0 1000000 0 5262 100 0 all-meshes-CVIU11-pattern3-target392 163 0.0218511 388 0.010609
all-meshes-CVIU11-pattern3-target393 0 0 0 0 36 9 152 11 1000000 56593 7256 36 0 all-meshes-CVIU11-pattern3-target393 163 0.0218511 1165 0.00347256
all-meshes-CVIU11-pattern3-target394 0 0 0 0 3034 3 1 0 1000000 2 155491 100 0 all-meshes-CVIU11-pattern3-target394 163 0.0218511 840 0.00506414
all-meshes-CVIU11-pattern3-target395 0 0 0 0 95 58 804 49 1000000 303450 17009 95 0 all-meshes-CVIU11-pattern3-target395 163 0.0218511 3136 0.00115091
all-meshes-CVIU11-pattern3-target396 0 0 0 0 1 3 84 7 859 440 135 1 0 all-meshes-CVIU11-pattern3-target396 163 0.0218511 808 0.00512379
all-meshes-CVIU11-pattern3-target397 0 0 0 0 0 71 476 3 0 0 0 0 0 all-meshes-CVIU11-pattern3-target397 163 0.0218511 2968 0.00131319
all-meshes-CVIU11-pattern3-target398 1 0 0 0 7747 157 2631 88 1000000 1000000 63711 100 0 all-meshes-CVIU11-pattern3-target398 163 0.0218511 5142 0.000857915
all-meshes-CVIU11-pattern3-target399 0 0 0 0 2420 14 264 14 1000000 1000000 155761 100 0 all-meshes-CVIU11-pattern3-target399 163 0.0218511 1412 0.00329212
all-meshes-CVIU11-pattern3-target4 0 0 0 0 6 2 52 5 1808 905 159 6 0 all-meshes-CVIU11-pattern3-target4 163 0.0218511 519 0.00820184
all-meshes-CVIU11-pattern3-target40 0 0 0 0 0 4 233 15 1000000 1000000 593 0 0 all-meshes-CVIU11-pattern3-target40 163 0.0218511 782 0.00732715
all-meshes-CVIU11-pattern3-target400 0 0 0 0 21 14 246 13 38641 18858 3220 21 0 all-meshes-CVIU11-pattern3-target400 163 0.0218511 1409 0.00285553
all-meshes-CVIU11-pattern3-target401 0 0 0 0 25 61 741 29 96297 55151 4632 25 0 all-meshes-CVIU11-pattern3-target401 163 0.0218511 2955 0.00137552
all-meshes-CVIU11-pattern3-target402 0 0 0 0 0 1 41 3 20 35 3 0 0 all-meshes-CVIU11-pattern3-target402 163 0.0218511 343 0.010869
all-meshes-CVIU11-pattern3-target403 0 0 0 0 54 8 140 10 45165 13906 479 54 0 all-meshes-CVIU11-pattern3-target403 163 0.0218511 1131 0.00335438
all-meshes-CVIU11-pattern3-target404 0 0 0 0 2417 16 474 14 1000000 1000000 34759 100 0 all-meshes-CVIU11-pattern3-target404 163 0.0218511 1511 0.00301585
all-meshes-CVIU11-pattern3-target405 0 0 0 0 36823 59 1067 30 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target405 163 0.0218511 2976 0.00174652
all-meshes-CVIU11-pattern3-target406 0 0 0 0 4392 7 2 1 1000000 2 406 100 0 all-meshes-CVIU11-pattern3-target406 163 0.0218511 1029 0.00420018
all-meshes-CVIU11-pattern3-target407 0 0 0 0 2498 1 0 0 1000000 0 47646 100 0 all-meshes-CVIU11-pattern3-target407 163 0.0218511 321 0.01434
all-meshes-CVIU11-pattern3-target408 0 0 0 0 997 1 1 0 1000000 0 40819 100 0 all-meshes-CVIU11-pattern3-target408 163 0.0218511 352 0.011744
all-meshes-CVIU11-pattern3-target409 0 0 0 0 8048 0 53 4 1000000 1000000 186 100 0 all-meshes-CVIU11-pattern3-target409 163 0.0218511 375 0.0143387
all-meshes-CVIU11-pattern3-target41 0 0 0 0 23184 34 787 41 1000000 1000000 89447 100 0 all-meshes-CVIU11-pattern3-target41 163 0.0218511 2125 0.00276349
all-meshes-CVIU11-pattern3-target410 0 0 0 0 213 1 1 0 1000000 0 142 100 0 all-meshes-CVIU11-pattern3-target410 163 0.0218511 358 0.0108524
all-meshes-CVIU11-pattern3-target411 0 0 0 0 270 9 350 11 1000000 1000000 9120 100 0 all-meshes-CVIU11-pattern3-target411 163 0.0218511 1194 0.00400086
all-meshes-CVIU11-pattern3-target412 0 0 0 0 0 0 52 2 32441 1 12 0 0 all-meshes-CVIU11-pattern3-target412 163 0.0218511 245 0.017715
all-meshes-CVIU11-pattern3-target413 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target413 163 0.0218511 261 0.0125111
all-meshes-CVIU11-pattern3-target414 0 0 0 0 13448 1 59 4 1000000 1000000 12902 100 0 all-meshes-CVIU11-pattern3-target414 163 0.0218511 435 0.012061
all-meshes-CVIU11-pattern3-target415 0 0 0 0 27775 16 4 1 1000000 4 541060 100 0 all-meshes-CVIU11-pattern3-target415 163 0.0218511 1488 0.00346055
all-meshes-CVIU11-pattern3-target416 0 0 0 0 10019 0 37 5 1000000 1000000 42660 100 0 all-meshes-CVIU11-pattern3-target416 163 0.0218511 326 0.0148655
all-meshes-CVIU11-pattern3-target417 0 0 0 0 2662 0 63 6 1000000 1000000 52 100 0 all-meshes-CVIU11-pattern3-target417 163 0.0218511 330 0.0141752
all-meshes-CVIU11-pattern3-target418 0 0 0 0 167852 1 128 10 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target418 163 0.0218511 530 0.0094411
all-meshes-CVIU11-pattern3-target419 0 0 0 0 3876 4 1 0 1000000 1 208440 100 0 all-meshes-CVIU11-pattern3-target419 163 0.0218511 720 0.00623358
all-meshes-CVIU11-pattern3-target42 0 0 0 0 401 24 482 30 1000000 1000000 83833 100 0 all-meshes-CVIU11-pattern3-target42 163 0.0218511 1824 0.00253793
all-meshes-CVIU11-pattern3-target420 0 0 0 0 99978 92 1809 42 1000000 169 1000000 100 0 all-meshes-CVIU11-pattern3-target420 163 0.0218511 3761 0.00156272
all-meshes-CVIU11-pattern3-target421 0 0 0 0 3998 5 1 1 1000000 2 388603 100 0 all-meshes-CVIU11-pattern3-target421 163 0.0218511 884 0.00536145
all-meshes-CVIU11-pattern3-target422 0 0 0 0 4815 8 2 1 1000000 3 2886 100 0 all-meshes-CVIU11-pattern3-target422 163 0.0218511 1100 0.0050517
all-meshes-CVIU11-pattern3-target423 0 0 0 0 0 5 146 16 414951 121938 76 0 0 all-meshes-CVIU11-pattern3-target423 163 0.0218511 871 0.0057656
all-meshes-CVIU11-pattern3-target424 0 0 0 0 0 37 361 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target424 163 0.0218511 2229 0.00195884
all-meshes-CVIU11-pattern3-target425 0 0 0 0 858 2 118 10 1000000 1000000 51175 100 0 all-meshes-CVIU11-pattern3-target425 163 0.0218511 599 0.00742319
all-meshes-CVIU11-pattern3-target427 0 0 0 0 1000000 7 305 10 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target427 163 0.0218511 1037 0.00481322
all-meshes-CVIU11-pattern3-target428 0 0 0 0 84135 103 1770 41 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target428 163 0.0218511 3956 0.0011555
all-meshes-CVIU11-pattern3-target429 0 0 0 0 2883 2 115 9 1000000 1000000 151575 100 0 all-meshes-CVIU11-pattern3-target429 163 0.0218511 514 0.00926495
all-meshes-CVIU11-pattern3-target43 0 0 0 0 233336 90 1841 42 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target43 163 0.0218511 3841 0.00126737
all-meshes-CVIU11-pattern3-target430 0 0 0 0 16628 75 11 3 1000000 8 680803 100 0 all-meshes-CVIU11-pattern3-target430 163 0.0218511 3222 0.00152755
all-meshes-CVIU11-pattern3-target431 0 0 0 0 0 81 769 7 0 0 0 0 0 all-meshes-CVIU11-pattern3-target431 163 0.0218511 3671 0.00100352
all-meshes-CVIU11-pattern3-target432 0 0 0 0 0 8 2 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target432 163 0.0218511 1089 0.00321649
all-meshes-CVIU11-pattern3-target433 0 0 0 0 6397 24 494 18 1000000 1000000 70540 100 0 all-meshes-CVIU11-pattern3-target433 163 0.0218511 2098 0.00172269
all-meshes-CVIU11-pattern3-target434 0 0 0 0 1234 81 1454 38 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target434 163 0.0218511 3773 0.00122339
all-meshes-CVIU11-pattern3-target435 0 0 0 0 72 21 351 29 1000000 286911 4503 72 0 all-meshes-CVIU11-pattern3-target435 163 0.0218511 1974 0.00181657
all-meshes-CVIU11-pattern3-target436 0 0 0 0 1000000 39 742 27 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target436 163 0.0218511 2589 0.00194005
all-meshes-CVIU11-pattern3-target437 0 0 0 0 0 0 1 0 1 0 0 0 0 all-meshes-CVIU11-pattern3-target437 163 0.0218511 241 0.01537
all-meshes-CVIU11-pattern3-target438 0 0 0 0 18216 65 10 3 1000000 8 692821 100 0 all-meshes-CVIU11-pattern3-target438 163 0.0218511 3222 0.00153487
all-meshes-CVIU11-pattern3-target439 0 0 0 0 20 28 297 17 1000000 79581 4909 20 0 all-meshes-CVIU11-pattern3-target439 163 0.0218511 1939 0.00183113
all-meshes-CVIU11-pattern3-target44 0 0 0 0 0 34 6 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target44 163 0.0218511 2445 0.00106701
all-meshes-CVIU11-pattern3-target440 0 0 0 0 2066 5 184 9 1000000 1000000 29898 100 0 all-meshes-CVIU11-pattern3-target440 163 0.0218511 987 0.00489425
all-meshes-CVIU11-pattern3-target441 0 0 0 0 63 44 955 47 118122 38266 550 63 0 all-meshes-CVIU11-pattern3-target441 163 0.0218511 2727 0.00150461
all-meshes-CVIU11-pattern3-target442 0 0 0 0 10 17 354 30 1000000 42984 424 10 0 all-meshes-CVIU11-pattern3-target442 163 0.0218511 1691 0.00251278
all-meshes-CVIU11-pattern3-target443 0 0 0 0 0 42 402 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target443 163 0.0218511 2440 0.00125824
all-meshes-CVIU11-pattern3-target444 0 0 0 0 1000000 52 1048 33 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target444 163 0.0218511 2963 0.0018977
all-meshes-CVIU11-pattern3-target446 0 0 0 0 1000000 24 701 22 1000000 1000000 984063 100 0 all-meshes-CVIU11-pattern3-target446 163 0.0218511 2077 0.00261906
all-meshes-CVIU11-pattern3-target447 0 0 0 0 0 84 949 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target447 163 0.0218511 3497 0.00151961
all-meshes-CVIU11-pattern3-target448 0 0 0 0 264234 54 983 46 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target448 163 0.0218511 2605 0.00178715
all-meshes-CVIU11-pattern3-target449 0 0 0 0 269098 67 1048 30 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target449 163 0.0218511 2917 0.00171632
all-meshes-CVIU11-pattern3-target45 0 0 0 0 91902 14 450 24 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target45 163 0.0218511 1395 0.00349629
all-meshes-CVIU11-pattern3-target450 0 0 0 0 3 45 573 25 47070 19185 1106 3 0 all-meshes-CVIU11-pattern3-target450 163 0.0218511 2766 0.00133198
all-meshes-CVIU11-pattern3-target451 0 0 0 0 23 18 376 31 164816 42322 6592 23 0 all-meshes-CVIU11-pattern3-target451 163 0.0218511 1827 0.00234435
all-meshes-CVIU11-pattern3-target452 1 0 0 0 1000000 199 2355 89 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target452 163 0.0218511 5025 0.000891522
all-meshes-CVIU11-pattern3-target453 0 0 0 0 16853 31 713 24 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target453 163 0.0218511 2378 0.00211818
all-meshes-CVIU11-pattern3-target454 0 0 0 0 1477 111 1375 40 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target454 163 0.0218511 4087 0.000886075
all-meshes-CVIU11-pattern3-target455 0 0 0 0 36039 17 471 26 1000000 1000000 1455 100 0 all-meshes-CVIU11-pattern3-target455 163 0.0218511 1534 0.00307065
all-meshes-CVIU11-pattern3-target456 0 0 0 0 0 165 2167 6 0 0 0 0 0 all-meshes-CVIU11-pattern3-target456 163 0.0218511 5345 0.000439649
all-meshes-CVIU11-pattern3-target457 0 0 0 0 0 8 115 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target457 163 0.0218511 1347 0.00339426
all-meshes-CVIU11-pattern3-target458 0 0 0 0 158 25 670 22 1000000 1000000 190 100 0 all-meshes-CVIU11-pattern3-target458 163 0.0218511 2188 0.00191321
all-meshes-CVIU11-pattern3-target459 1 0 0 0 1000000 120 1583 74 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target459 163 0.0218511 3916 0.0012459
all-meshes-CVIU11-pattern3-target46 0 0 0 0 0 3 1 0 926 2 280 0 0 all-meshes-CVIU11-pattern3-target46 163 0.0218511 869 0.00460697
all-meshes-CVIU11-pattern3-target460 0 0 0 0 36936 15 314 15 1000000 1000000 7601 100 0 all-meshes-CVIU11-pattern3-target460 163 0.0218511 1461 0.00392441
all-meshes-CVIU11-pattern3-target461 0 0 0 0 0 175 2928 13 0 0 0 0 0 all-meshes-CVIU11-pattern3-target461 163 0.0218511 5613 0.000777076
all-meshes-CVIU11-pattern3-target462 0 0 0 0 0 2 77 4 66 17 6 0 0 all-meshes-CVIU11-pattern3-target462 163 0.0218511 526 0.00624661
all-meshes-CVIU11-pattern3-target463 0 0 0 0 5 1 61 4 21602 10237 303 5 0 all-meshes-CVIU11-pattern3-target463 163 0.0218511 433 0.0117451
all-meshes-CVIU11-pattern3-target464 0 0 0 0 1000000 94 1875 77 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target464 163 0.0218511 4020 0.0011544
all-meshes-CVIU11-pattern3-target465 0 0 0 0 5775 10 474 14 1000000 1000000 1022 100 0 all-meshes-CVIU11-pattern3-target465 163 0.0218511 1461 0.00322494
all-meshes-CVIU11-pattern3-target466 0 0 0 0 0 0 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target466 163 0.0218511 282 0.0106004
all-meshes-CVIU11-pattern3-target467 0 0 0 0 0 101 14 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target467 163 0.0218511 3998 0.000783729
all-meshes-CVIU11-pattern3-target468 0 0 0 0 5421 17 469 15 1000000 1000000 704415 100 0 all-meshes-CVIU11-pattern3-target468 163 0.0218511 1539 0.00329407
all-meshes-CVIU11-pattern3-target469 0 0 0 0 197 95 1557 39 1000000 67882 2417 100 0 all-meshes-CVIU11-pattern3-target469 163 0.0218511 3977 0.000987886
all-meshes-CVIU11-pattern3-target47 0 0 0 0 0 0 8 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target47 163 0.0218511 325 0.0116239
all-meshes-CVIU11-pattern3-target470 0 0 0 0 38499 5 267 11 1000000 1000000 345895 100 0 all-meshes-CVIU11-pattern3-target470 163 0.0218511 1085 0.00532335
all-meshes-CVIU11-pattern3-target471 0 0 0 0 1000000 79 1115 38 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target471 163 0.0218511 3557 0.00121349
all-meshes-CVIU11-pattern3-target472 0 0 0 0 0 1 1 0 0 1 0 0 0 all-meshes-CVIU11-pattern3-target472 163 0.0218511 436 0.00861014
all-meshes-CVIU11-pattern3-target473 0 0 0 0 338 10 273 15 1000000 1000000 590 100 0 all-meshes-CVIU11-pattern3-target473 163 0.0218511 1447 0.00343487
all-meshes-CVIU11-pattern3-target474 0 0 0 0 0 28 289 3 0 0 0 0 0 all-meshes-CVIU11-pattern3-target474 163 0.0218511 1924 0.00248118
all-meshes-CVIU11-pattern3-target475 0 0 0 0 0 5 39 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target475 163 0.0218511 849 0.00469476
all-meshes-CVIU11-pattern3-target476 0 0 0 0 0 73 399 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target476 163 0.0218511 3642 0.00134701
all-meshes-CVIU11-pattern3-target477 0 0 0 0 0 0 57 2 215554 3 2 0 0 all-meshes-CVIU11-pattern3-target477 163 0.0218511 288 0.0153528
all-meshes-CVIU11-pattern3-target478 0 0 0 0 0 1 128 9 1000000 1000000 1000000 0 0 all-meshes-CVIU11-pattern3-target478 163 0.0218511 494 0.0115011
all-meshes-CVIU11-pattern3-target479 0 0 0 0 15303 120 2173 48 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target479 163 0.0218511 4540 0.000944773
all-meshes-CVIU11-pattern3-target48 0 0 0 0 1000000 37 879 23 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target48 163 0.0218511 2199 0.00229755
all-meshes-CVIU11-pattern3-target481 0 0 0 0 0 39 201 2 0 0 0 0 0 all-meshes-CVIU11-pattern3-target481 163 0.0218511 2652 0.000895817
all-meshes-CVIU11-pattern3-target482 0 0 0 0 0 0 1 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target482 163 0.0218511 400 0.00651629
all-meshes-CVIU11-pattern3-target483 0 0 0 0 610 91 1572 39 1000000 1000000 275523 100 0 all-meshes-CVIU11-pattern3-target483 163 0.0218511 3798 0.00114201
all-meshes-CVIU11-pattern3-target484 1 0 0 0 4017 94 1409 71 1000000 1000000 1000000 100 0 all-meshes-CVIU11-pattern3-target484 163 0.0218511 3787 0.00138733
all-meshes-CVIU11-pattern3-target485 0 0 0 0 0 3 23 1 0 0 0 0 0 all-meshes-CVIU11-pattern3-target485 163 0.0218511 857 0.00550442
all-meshes-CVIU11-pattern3-target486 0 0 0 0 0 0 0 0 0 0 0 0 0 all-meshes-CVIU11-pattern3-target486 163 0.0218511 217 0.0173451
all-meshes-CVIU11-pattern3-target487 0 0 0 0 29 102 1954 28 1000000 44 1766 29 0 all-meshes-CVIU11-pattern3-target487 163 0.0218511 4278 0.00104405
all-meshes-CVIU11-pattern3-target488 0 0 0 0 0 69 363 4 0 0 0 0 0 all-meshes-CVIU11-pattern3-target488 163 0.0218511 3472 0.00109913
all-meshes-CVIU11-pattern3-target489 0 0 0 0 389 110 1134 61 1000000 1000000 20060 100 0 all-meshes-CVIU11-pattern3-target489 163 0.0218511 3790 0.00108305
all-meshes-CVIU11-pattern3-target49 0 0 0 0 1391 3 177 12 1000000 1000000 142469 100 0 all-meshes-CVIU11-pattern3-target49 163 0.0218511 724 0.00692518
all-meshes-CVIU11-pattern3-target490 0 0 0 0 120 5 163 16 1000000 375588 44194 100 0 all-meshes-CVIU11-pattern3-target490 163 0.0218511 1026 0.0040251
