instance mcsplit-si-ll mcsplit-si-dom mcsplit-si-dom-D1 mcsplit-si-dom-D2 mcsplit-si-static mcsplit-si-adjmat-dom glasgow glasgow-nosupp ri ri-ds vf3 static-then-dom dom-then-static instance pattern_n pattern_d target_n target_d
all-images-CVIU11-pattern33-target67 0 1 0 1 0 182 325 72 0 47 2 0 1 all-images-CVIU11-pattern33-target67 34 0.0855615 5219 0.00056612
all-images-CVIU11-pattern33-target68 0 0 0 0 0 206 357 47 0 30 1 0 0 all-images-CVIU11-pattern33-target68 34 0.0855615 5540 0.000532098
all-images-CVIU11-pattern33-target69 1 1 0 0 1 333 397 77 0 31 2 1 1 all-images-CVIU11-pattern33-target69 34 0.0855615 5931 0.000498083
all-images-CVIU11-pattern33-target7 0 0 0 1 0 158 286 42 1 29 1 0 0 all-images-CVIU11-pattern33-target7 34 0.0855615 4754 0.00061662
all-images-CVIU11-pattern33-target70 0 0 0 0 0 187 354 40 0 45 1 0 0 all-images-CVIU11-pattern33-target70 34 0.0855615 5232 0.000562579
all-images-CVIU11-pattern33-target71 0 0 0 0 0 153 248 36 0 26 2 0 0 all-images-CVIU11-pattern33-target71 34 0.0855615 4700 0.000625756
all-images-CVIU11-pattern33-target72 0 0 0 0 0 122 315 53 0 22 1 0 0 all-images-CVIU11-pattern33-target72 34 0.0855615 4314 0.000680362
all-images-CVIU11-pattern33-target73 1 0 1 0 1 245 358 43 0 29 1 1 0 all-images-CVIU11-pattern33-target73 34 0.0855615 5242 0.00056331
all-images-CVIU11-pattern33-target74 0 0 0 0 1 236 380 58 0 33 2 1 0 all-images-CVIU11-pattern33-target74 34 0.0855615 5448 0.000540855
all-images-CVIU11-pattern33-target75 0 0 0 1 1 262 395 42 0 47 2 1 0 all-images-CVIU11-pattern33-target75 34 0.0855615 5528 0.000533724
all-images-CVIU11-pattern33-target76 0 0 0 0 0 225 392 52 0 32 1 0 0 all-images-CVIU11-pattern33-target76 34 0.0855615 5763 0.000510956
all-images-CVIU11-pattern33-target77 1 0 0 1 0 267 403 56 1 33 3 0 0 all-images-CVIU11-pattern33-target77 34 0.0855615 5732 0.000515585
all-images-CVIU11-pattern33-target78 0 0 0 0 0 214 397 50 0 37 2 0 0 all-images-CVIU11-pattern33-target78 34 0.0855615 5489 0.000538514
all-images-CVIU11-pattern33-target79 0 0 0 0 0 37 64 13 0 21 0 0 0 all-images-CVIU11-pattern33-target79 34 0.0855615 2319 0.0012585
all-images-CVIU11-pattern33-target8 0 0 0 0 0 82 147 25 0 17 0 0 0 all-images-CVIU11-pattern33-target8 34 0.0855615 3501 0.000831354
all-images-CVIU11-pattern33-target80 0 0 0 0 0 71 78 16 0 15 0 0 0 all-images-CVIU11-pattern33-target80 34 0.0855615 2734 0.00107722
all-images-CVIU11-pattern33-target81 0 0 0 0 0 81 164 37 0 24 1 0 0 all-images-CVIU11-pattern33-target81 34 0.0855615 3455 0.00084652
all-images-CVIU11-pattern33-target82 0 0 0 0 0 113 206 28 0 35 1 0 0 all-images-CVIU11-pattern33-target82 34 0.0855615 4058 0.000722637
all-images-CVIU11-pattern33-target83 0 0 0 1 0 124 207 58 0 26 1 0 0 all-images-CVIU11-pattern33-target83 34 0.0855615 4293 0.00068177
all-images-CVIU11-pattern33-target84 0 0 0 0 0 11 14 7 0 5 0 0 0 all-images-CVIU11-pattern33-target84 34 0.0855615 1072 0.00268267
all-images-CVIU11-pattern33-target85 0 1 1 1 0 154 281 78 0 39 3 0 1 all-images-CVIU11-pattern33-target85 34 0.0855615 4680 0.000637829
all-images-CVIU11-pattern33-target86 0 0 0 0 0 93 253 23 0 30 1 0 0 all-images-CVIU11-pattern33-target86 34 0.0855615 3696 0.000796384
all-images-CVIU11-pattern33-target87 0 0 0 0 0 120 141 22 0 27 0 0 0 all-images-CVIU11-pattern33-target87 34 0.0855615 3526 0.000824996
all-images-CVIU11-pattern33-target88 0 0 0 0 0 138 313 37 1 41 1 0 0 all-images-CVIU11-pattern33-target88 34 0.0855615 4497 0.000646289
all-images-CVIU11-pattern33-target89 0 0 0 0 0 53 104 16 0 25 0 0 0 all-images-CVIU11-pattern33-target89 34 0.0855615 2776 0.00105265
all-images-CVIU11-pattern33-target9 0 0 0 0 0 79 153 34 0 17 1 0 0 all-images-CVIU11-pattern33-target9 34 0.0855615 3426 0.000846852
all-images-CVIU11-pattern33-target90 0 0 0 0 0 32 73 12 0 11 0 0 0 all-images-CVIU11-pattern33-target90 34 0.0855615 2157 0.00134287
all-images-CVIU11-pattern33-target91 0 0 0 0 0 12 21 6 0 7 0 0 0 all-images-CVIU11-pattern33-target91 34 0.0855615 1373 0.00212289
all-images-CVIU11-pattern33-target92 1 0 0 0 1 209 392 56 0 33 3 1 0 all-images-CVIU11-pattern33-target92 34 0.0855615 5539 0.000536072
all-images-CVIU11-pattern33-target93 1 0 0 1 0 142 205 57 0 25 2 0 0 all-images-CVIU11-pattern33-target93 34 0.0855615 3915 0.000755059
all-images-CVIU11-pattern33-target94 0 0 0 0 0 150 361 46 0 43 2 0 0 all-images-CVIU11-pattern33-target94 34 0.0855615 4684 0.000632865
all-images-CVIU11-pattern33-target95 0 0 0 0 0 19 41 7 0 8 0 0 0 all-images-CVIU11-pattern33-target95 34 0.0855615 1627 0.00178529
all-images-CVIU11-pattern33-target96 0 0 0 0 0 72 105 16 0 21 1 0 0 all-images-CVIU11-pattern33-target96 34 0.0855615 2944 0.000987744
all-images-CVIU11-pattern33-target97 0 0 0 0 0 58 103 16 0 15 1 0 0 all-images-CVIU11-pattern33-target97 34 0.0855615 2930 0.00099744
all-images-CVIU11-pattern33-target98 0 0 0 0 0 37 45 10 0 19 1 0 0 all-images-CVIU11-pattern33-target98 34 0.0855615 2005 0.00143454
all-images-CVIU11-pattern33-target99 1 0 0 0 0 130 271 30 0 28 1 0 0 all-images-CVIU11-pattern33-target99 34 0.0855615 4377 0.000672819
all-images-CVIU11-pattern34-target1 1 0 1 0 0 140 233 33 0 20 0 0 0 all-images-CVIU11-pattern34-target1 23 0.130435 4212 0.000690544
all-images-CVIU11-pattern34-target10 0 1 0 1 0 99 149 28 0 17 0 0 1 all-images-CVIU11-pattern34-target10 23 0.130435 3506 0.000837285
all-images-CVIU11-pattern34-target100 0 0 0 0 0 31 37 8 0 8 0 0 0 all-images-CVIU11-pattern34-target100 23 0.130435 1764 0.00164087
all-images-CVIU11-pattern34-target101 0 0 0 0 0 22 41 6 0 7 0 0 0 all-images-CVIU11-pattern34-target101 23 0.130435 1794 0.0015855
all-images-CVIU11-pattern34-target102 0 0 0 0 0 71 121 12 0 7 0 0 0 all-images-CVIU11-pattern34-target102 23 0.130435 2626 0.00110746
all-images-CVIU11-pattern34-target103 0 0 0 0 0 59 131 17 0 8 0 0 0 all-images-CVIU11-pattern34-target103 23 0.130435 2848 0.00101168
all-images-CVIU11-pattern34-target104 1 1 1 1 0 177 185 56 0 14 1 0 1 all-images-CVIU11-pattern34-target104 23 0.130435 4173 0.00071414
all-images-CVIU11-pattern34-target105 1 0 1 0 0 132 277 44 0 22 0 0 0 all-images-CVIU11-pattern34-target105 23 0.130435 4159 0.000703228
all-images-CVIU11-pattern34-target106 1 0 0 1 0 99 191 46 0 13 0 0 0 all-images-CVIU11-pattern34-target106 23 0.130435 3615 0.000821073
all-images-CVIU11-pattern34-target107 1 0 0 0 0 100 125 20 0 16 0 0 0 all-images-CVIU11-pattern34-target107 23 0.130435 3132 0.000936236
all-images-CVIU11-pattern34-target108 1 2 1 1 1 255 343 92 0 33 1 1 2 all-images-CVIU11-pattern34-target108 23 0.130435 5564 0.000536047
all-images-CVIU11-pattern34-target109 1 0 0 1 0 135 229 29 0 12 0 0 0 all-images-CVIU11-pattern34-target109 23 0.130435 4342 0.000669757
all-images-CVIU11-pattern34-target11 0 0 0 0 0 58 63 19 0 9 0 0 0 all-images-CVIU11-pattern34-target11 23 0.130435 2362 0.00121434
all-images-CVIU11-pattern34-target110 0 0 0 0 0 50 93 13 0 7 0 0 0 all-images-CVIU11-pattern34-target110 23 0.130435 2666 0.00106096
all-images-CVIU11-pattern34-target111 0 0 0 0 0 61 79 14 0 7 0 0 0 all-images-CVIU11-pattern34-target111 23 0.130435 2529 0.00114307
all-images-CVIU11-pattern34-target112 0 0 0 0 0 51 68 13 0 6 0 0 0 all-images-CVIU11-pattern34-target112 23 0.130435 2526 0.00113889
all-images-CVIU11-pattern34-target113 0 0 0 0 0 56 89 14 0 7 0 0 0 all-images-CVIU11-pattern34-target113 23 0.130435 2877 0.0010013
all-images-CVIU11-pattern34-target114 0 0 0 0 0 31 44 10 0 6 0 0 0 all-images-CVIU11-pattern34-target114 23 0.130435 2124 0.00137207
all-images-CVIU11-pattern34-target115 0 0 0 0 0 116 176 25 0 18 0 0 0 all-images-CVIU11-pattern34-target115 23 0.130435 3615 0.000804234
all-images-CVIU11-pattern34-target116 2 2 1 1 1 245 369 86 0 19 1 1 2 all-images-CVIU11-pattern34-target116 23 0.130435 5710 0.000519105
all-images-CVIU11-pattern34-target117 1 0 1 0 0 127 225 73 0 21 0 0 0 all-images-CVIU11-pattern34-target117 23 0.130435 4110 0.000719269
all-images-CVIU11-pattern34-target118 0 0 1 0 0 108 196 26 0 10 0 0 0 all-images-CVIU11-pattern34-target118 23 0.130435 3502 0.000826801
all-images-CVIU11-pattern34-target119 1 2 1 2 0 224 440 72 0 19 0 0 2 all-images-CVIU11-pattern34-target119 23 0.130435 5376 0.00054845
all-images-CVIU11-pattern34-target12 0 0 0 1 0 152 175 28 0 20 0 0 0 all-images-CVIU11-pattern34-target12 23 0.130435 3974 0.000729826
all-images-CVIU11-pattern34-target120 1 1 0 0 0 141 220 41 0 22 0 0 1 all-images-CVIU11-pattern34-target120 23 0.130435 4301 0.000686428
all-images-CVIU11-pattern34-target121 1 1 1 1 0 177 263 74 0 26 1 0 1 all-images-CVIU11-pattern34-target121 23 0.130435 4804 0.000617675
all-images-CVIU11-pattern34-target122 0 0 0 0 0 78 134 23 0 9 0 0 0 all-images-CVIU11-pattern34-target122 23 0.130435 3315 0.000887591
all-images-CVIU11-pattern34-target123 1 1 1 1 0 195 276 84 0 16 0 0 1 all-images-CVIU11-pattern34-target123 23 0.130435 4939 0.000601875
all-images-CVIU11-pattern34-target124 1 0 1 1 0 101 183 72 0 12 1 0 0 all-images-CVIU11-pattern34-target124 23 0.130435 3648 0.000813048
all-images-CVIU11-pattern34-target125 0 1 0 0 0 167 252 32 0 20 0 0 1 all-images-CVIU11-pattern34-target125 23 0.130435 4490 0.000657038
all-images-CVIU11-pattern34-target126 0 0 0 0 0 17 32 5 0 5 0 0 0 all-images-CVIU11-pattern34-target126 23 0.130435 1342 0.00215656
all-images-CVIU11-pattern34-target127 0 0 0 0 0 17 27 8 0 6 0 0 0 all-images-CVIU11-pattern34-target127 23 0.130435 1570 0.00182355
all-images-CVIU11-pattern34-target128 2 0 0 1 0 151 236 59 0 17 1 0 0 all-images-CVIU11-pattern34-target128 23 0.130435 4476 0.000662553
all-images-CVIU11-pattern34-target129 0 0 0 0 0 21 35 7 0 5 0 0 0 all-images-CVIU11-pattern34-target129 23 0.130435 1751 0.00165359
all-images-CVIU11-pattern34-target13 1 0 0 0 0 128 181 34 0 20 0 0 0 all-images-CVIU11-pattern34-target13 23 0.130435 3947 0.0007367
all-images-CVIU11-pattern34-target130 0 0 0 0 0 20 45 8 0 4 0 0 0 all-images-CVIU11-pattern34-target130 23 0.130435 1721 0.00169959
all-images-CVIU11-pattern34-target131 0 0 0 0 0 53 78 31 0 14 0 0 0 all-images-CVIU11-pattern34-target131 23 0.130435 2645 0.00111505
all-images-CVIU11-pattern34-target132 1 0 1 1 0 84 166 25 0 10 0 0 0 all-images-CVIU11-pattern34-target132 23 0.130435 3025 0.000976431
all-images-CVIU11-pattern34-target133 0 0 0 0 0 57 149 18 0 9 0 0 0 all-images-CVIU11-pattern34-target133 23 0.130435 2792 0.00105705
all-images-CVIU11-pattern34-target134 1 0 0 0 0 86 124 43 0 17 0 0 0 all-images-CVIU11-pattern34-target134 23 0.130435 3182 0.000931442
all-images-CVIU11-pattern34-target135 1 0 0 0 0 88 103 21 0 9 0 0 0 all-images-CVIU11-pattern34-target135 23 0.130435 2888 0.00102235
all-images-CVIU11-pattern34-target136 1 0 0 0 0 73 154 26 0 15 0 0 0 all-images-CVIU11-pattern34-target136 23 0.130435 3109 0.000955523
all-images-CVIU11-pattern34-target137 0 0 0 0 0 33 33 9 0 9 0 0 0 all-images-CVIU11-pattern34-target137 23 0.130435 1765 0.00167306
all-images-CVIU11-pattern34-target138 1 2 1 1 0 233 371 68 0 18 0 0 2 all-images-CVIU11-pattern34-target138 23 0.130435 5530 0.00053759
all-images-CVIU11-pattern34-target139 0 0 0 0 0 31 47 24 0 7 0 0 0 all-images-CVIU11-pattern34-target139 23 0.130435 2051 0.001447
all-images-CVIU11-pattern34-target14 0 0 0 0 0 24 35 6 0 8 0 0 0 all-images-CVIU11-pattern34-target14 23 0.130435 1845 0.00155106
all-images-CVIU11-pattern34-target140 0 0 0 0 0 39 59 22 0 7 0 0 0 all-images-CVIU11-pattern34-target140 23 0.130435 2299 0.00127614
all-images-CVIU11-pattern34-target141 0 0 0 0 0 35 52 8 0 4 0 0 0 all-images-CVIU11-pattern34-target141 23 0.130435 2036 0.00142859
all-images-CVIU11-pattern34-target142 0 0 0 0 0 68 107 24 0 15 0 0 0 all-images-CVIU11-pattern34-target142 23 0.130435 2988 0.000992252
all-images-CVIU11-pattern34-target143 1 0 1 0 0 68 104 24 0 14 0 0 0 all-images-CVIU11-pattern34-target143 23 0.130435 2450 0.00121132
all-images-CVIU11-pattern34-target144 0 0 0 0 0 83 151 32 0 9 0 0 0 all-images-CVIU11-pattern34-target144 23 0.130435 3449 0.000843413
all-images-CVIU11-pattern34-target145 0 0 0 0 0 47 52 11 0 10 0 0 0 all-images-CVIU11-pattern34-target145 23 0.130435 2119 0.00138123
all-images-CVIU11-pattern34-target146 1 1 1 1 0 154 315 91 0 17 0 0 1 all-images-CVIU11-pattern34-target146 23 0.130435 4549 0.000655522
all-images-CVIU11-pattern34-target15 0 0 0 0 0 13 23 6 0 6 0 0 0 all-images-CVIU11-pattern34-target15 23 0.130435 1385 0.00211024
all-images-CVIU11-pattern34-target16 0 0 0 0 0 33 54 13 0 9 0 0 0 all-images-CVIU11-pattern34-target16 23 0.130435 2185 0.00129714
all-images-CVIU11-pattern34-target17 1 0 0 1 0 138 226 41 0 14 0 0 0 all-images-CVIU11-pattern34-target17 23 0.130435 4361 0.000679501
all-images-CVIU11-pattern34-target18 1 1 0 0 0 148 314 68 0 22 0 0 1 all-images-CVIU11-pattern34-target18 23 0.130435 4299 0.000684739
all-images-CVIU11-pattern34-target19 1 1 1 1 1 315 369 67 0 18 1 1 1 all-images-CVIU11-pattern34-target19 23 0.130435 5916 0.000499412
all-images-CVIU11-pattern34-target2 0 0 0 0 0 91 147 21 0 9 0 0 0 all-images-CVIU11-pattern34-target2 23 0.130435 3621 0.000793179
all-images-CVIU11-pattern34-target20 1 1 0 1 0 203 273 52 0 17 0 0 1 all-images-CVIU11-pattern34-target20 23 0.130435 4682 0.000627565
all-images-CVIU11-pattern34-target21 0 1 0 1 0 112 236 31 0 18 0 0 1 all-images-CVIU11-pattern34-target21 23 0.130435 3875 0.000755541
all-images-CVIU11-pattern34-target22 0 0 1 1 0 61 94 22 0 9 0 0 0 all-images-CVIU11-pattern34-target22 23 0.130435 2858 0.00103046
all-images-CVIU11-pattern34-target23 1 1 0 1 0 147 245 37 0 13 1 0 1 all-images-CVIU11-pattern34-target23 23 0.130435 4264 0.00068475
all-images-CVIU11-pattern34-target24 0 0 0 0 0 15 23 8 0 4 0 0 0 all-images-CVIU11-pattern34-target24 23 0.130435 1478 0.0019464
all-images-CVIU11-pattern34-target25 0 0 0 0 0 53 88 18 0 7 0 0 0 all-images-CVIU11-pattern34-target25 23 0.130435 2778 0.00102132
all-images-CVIU11-pattern34-target26 0 0 0 0 0 45 77 8 0 9 0 0 0 all-images-CVIU11-pattern34-target26 23 0.130435 2123 0.00133785
all-images-CVIU11-pattern34-target27 0 0 0 0 0 91 158 44 0 11 0 0 0 all-images-CVIU11-pattern34-target27 23 0.130435 3551 0.00082151
all-images-CVIU11-pattern34-target28 0 0 0 0 0 20 30 8 0 9 0 0 0 all-images-CVIU11-pattern34-target28 23 0.130435 1718 0.00166519
all-images-CVIU11-pattern34-target29 1 1 2 1 0 242 387 134 0 21 1 0 1 all-images-CVIU11-pattern34-target29 23 0.130435 5578 0.000530627
all-images-CVIU11-pattern34-target3 1 0 1 1 0 144 297 38 0 13 0 0 0 all-images-CVIU11-pattern34-target3 23 0.130435 4501 0.000650522
all-images-CVIU11-pattern34-target30 1 1 1 1 0 171 271 90 0 16 0 0 1 all-images-CVIU11-pattern34-target30 23 0.130435 4854 0.000607689
all-images-CVIU11-pattern34-target31 1 1 0 0 0 127 247 47 0 21 1 0 1 all-images-CVIU11-pattern34-target31 23 0.130435 4105 0.000713602
all-images-CVIU11-pattern34-target32 3 1 1 1 0 299 432 85 0 21 0 0 1 all-images-CVIU11-pattern34-target32 23 0.130435 5970 0.000495188
all-images-CVIU11-pattern34-target33 2 2 1 1 0 309 437 96 0 36 1 0 2 all-images-CVIU11-pattern34-target33 23 0.130435 5714 0.000520462
all-images-CVIU11-pattern34-target34 0 1 0 1 0 103 153 35 0 18 0 0 1 all-images-CVIU11-pattern34-target34 23 0.130435 3733 0.000788498
all-images-CVIU11-pattern34-target35 1 2 1 1 0 328 378 70 0 18 0 0 2 all-images-CVIU11-pattern34-target35 23 0.130435 5635 0.000526906
all-images-CVIU11-pattern34-target36 0 1 0 0 0 70 98 26 0 10 0 0 1 all-images-CVIU11-pattern34-target36 23 0.130435 3115 0.000938237
all-images-CVIU11-pattern34-target37 1 1 1 1 0 219 366 86 0 30 0 0 1 all-images-CVIU11-pattern34-target37 23 0.130435 5352 0.0005553
all-images-CVIU11-pattern34-target38 2 1 2 1 0 205 361 69 0 17 1 0 1 all-images-CVIU11-pattern34-target38 23 0.130435 5172 0.000572718
all-images-CVIU11-pattern34-target39 0 0 0 0 0 76 128 23 0 10 0 0 0 all-images-CVIU11-pattern34-target39 23 0.130435 3218 0.00089893
all-images-CVIU11-pattern34-target4 1 0 0 0 0 139 200 34 0 13 0 0 0 all-images-CVIU11-pattern34-target4 23 0.130435 4104 0.000711693
all-images-CVIU11-pattern34-target40 1 0 0 1 0 109 200 42 0 13 1 0 0 all-images-CVIU11-pattern34-target40 23 0.130435 3803 0.000765405
all-images-CVIU11-pattern34-target41 0 0 1 0 0 94 261 22 0 17 0 0 0 all-images-CVIU11-pattern34-target41 23 0.130435 3632 0.000794144
all-images-CVIU11-pattern34-target42 1 1 0 1 0 133 231 61 0 21 1 0 1 all-images-CVIU11-pattern34-target42 23 0.130435 3834 0.000766414
all-images-CVIU11-pattern34-target43 2 1 1 1 0 187 296 64 0 16 0 0 1 all-images-CVIU11-pattern34-target43 23 0.130435 4856 0.000606934
all-images-CVIU11-pattern34-target44 1 1 1 1 0 263 405 60 0 18 0 0 1 all-images-CVIU11-pattern34-target44 23 0.130435 5972 0.00048936
all-images-CVIU11-pattern34-target45 2 1 1 1 0 231 380 79 0 20 1 0 1 all-images-CVIU11-pattern34-target45 23 0.130435 5640 0.000517357
all-images-CVIU11-pattern34-target46 1 1 1 1 0 111 269 70 0 23 0 0 1 all-images-CVIU11-pattern34-target46 23 0.130435 3794 0.000779673
all-images-CVIU11-pattern34-target47 1 1 2 1 0 239 362 133 0 24 1 0 1 all-images-CVIU11-pattern34-target47 23 0.130435 4962 0.000601792
all-images-CVIU11-pattern34-target48 0 1 1 0 0 62 85 21 0 10 0 0 1 all-images-CVIU11-pattern34-target48 23 0.130435 2867 0.00101852
all-images-CVIU11-pattern34-target49 1 0 0 0 0 143 253 39 0 21 1 0 0 all-images-CVIU11-pattern34-target49 23 0.130435 3737 0.000789246
all-images-CVIU11-pattern34-target5 1 1 1 1 0 237 282 53 0 20 0 0 1 all-images-CVIU11-pattern34-target5 23 0.130435 5182 0.000567865
all-images-CVIU11-pattern34-target50 1 1 1 2 0 218 348 76 0 19 1 0 1 all-images-CVIU11-pattern34-target50 23 0.130435 5306 0.000560531
all-images-CVIU11-pattern34-target51 0 0 0 0 0 132 121 32 0 11 1 0 0 all-images-CVIU11-pattern34-target51 23 0.130435 3366 0.0008797
all-images-CVIU11-pattern34-target52 1 0 0 0 0 90 141 37 0 12 1 0 0 all-images-CVIU11-pattern34-target52 23 0.130435 3375 0.000875014
all-images-CVIU11-pattern34-target53 0 0 0 1 0 57 81 19 0 9 0 0 0 all-images-CVIU11-pattern34-target53 23 0.130435 2639 0.0011141
all-images-CVIU11-pattern34-target54 1 0 0 1 0 57 142 32 0 9 0 0 0 all-images-CVIU11-pattern34-target54 23 0.130435 2754 0.00106809
all-images-CVIU11-pattern34-target55 0 0 0 0 0 49 79 16 0 9 0 0 0 all-images-CVIU11-pattern34-target55 23 0.130435 2607 0.00112455
all-images-CVIU11-pattern34-target56 0 0 0 0 0 38 56 13 0 12 0 0 0 all-images-CVIU11-pattern34-target56 23 0.130435 2308 0.00126677
all-images-CVIU11-pattern34-target57 1 2 2 2 0 290 472 108 0 21 0 0 2 all-images-CVIU11-pattern34-target57 23 0.130435 5944 0.00050338
all-images-CVIU11-pattern34-target58 0 0 0 0 0 41 62 15 0 14 0 0 0 all-images-CVIU11-pattern34-target58 23 0.130435 2365 0.0012406
all-images-CVIU11-pattern34-target59 2 1 0 1 0 247 264 41 0 20 0 0 1 all-images-CVIU11-pattern34-target59 23 0.130435 4838 0.000603981
all-images-CVIU11-pattern34-target6 1 1 1 1 1 194 351 51 0 29 1 1 1 all-images-CVIU11-pattern34-target6 23 0.130435 4896 0.000599351
all-images-CVIU11-pattern34-target60 0 1 1 1 0 96 151 37 0 11 0 0 1 all-images-CVIU11-pattern34-target60 23 0.130435 3476 0.000839549
all-images-CVIU11-pattern34-target61 1 0 0 0 0 198 306 46 0 15 0 0 0 all-images-CVIU11-pattern34-target61 23 0.130435 4779 0.000617367
all-images-CVIU11-pattern34-target62 2 1 1 1 0 188 315 49 0 17 1 0 1 all-images-CVIU11-pattern34-target62 23 0.130435 5025 0.000584736
all-images-CVIU11-pattern34-target63 1 1 0 1 0 150 214 73 0 18 1 0 1 all-images-CVIU11-pattern34-target63 23 0.130435 4373 0.000673109
all-images-CVIU11-pattern34-target64 0 1 1 1 0 100 223 31 0 12 1 0 1 all-images-CVIU11-pattern34-target64 23 0.130435 3646 0.000810028
all-images-CVIU11-pattern34-target65 0 0 1 1 0 88 149 28 0 18 0 0 0 all-images-CVIU11-pattern34-target65 23 0.130435 3468 0.000850081
all-images-CVIU11-pattern34-target66 0 0 0 0 0 53 82 19 0 14 0 0 0 all-images-CVIU11-pattern34-target66 23 0.130435 2657 0.00110727
all-images-CVIU11-pattern34-target67 1 1 1 1 1 207 318 55 0 17 1 1 1 all-images-CVIU11-pattern34-target67 23 0.130435 5219 0.00056612
all-images-CVIU11-pattern34-target68 1 1 1 1 0 250 364 58 0 30 1 0 1 all-images-CVIU11-pattern34-target68 23 0.130435 5540 0.000532098
all-images-CVIU11-pattern34-target69 1 1 1 1 0 251 462 71 0 18 0 0 1 all-images-CVIU11-pattern34-target69 23 0.130435 5931 0.000498083
all-images-CVIU11-pattern34-target7 1 1 1 1 0 175 270 51 0 18 1 0 1 all-images-CVIU11-pattern34-target7 23 0.130435 4754 0.00061662
all-images-CVIU11-pattern34-target70 1 1 1 0 0 202 344 50 0 26 0 0 1 all-images-CVIU11-pattern34-target70 23 0.130435 5232 0.000562579
all-images-CVIU11-pattern34-target71 1 1 1 1 0 202 279 42 0 15 0 0 1 all-images-CVIU11-pattern34-target71 23 0.130435 4700 0.000625756
all-images-CVIU11-pattern34-target72 1 0 0 0 0 135 232 33 0 20 0 0 0 all-images-CVIU11-pattern34-target72 23 0.130435 4314 0.000680362
all-images-CVIU11-pattern34-target73 1 1 1 1 0 199 332 53 0 16 1 0 1 all-images-CVIU11-pattern34-target73 23 0.130435 5242 0.00056331
all-images-CVIU11-pattern34-target74 2 1 1 1 1 219 393 53 0 28 1 1 1 all-images-CVIU11-pattern34-target74 23 0.130435 5448 0.000540855
all-images-CVIU11-pattern34-target75 2 1 1 1 0 222 411 54 0 26 1 0 1 all-images-CVIU11-pattern34-target75 23 0.130435 5528 0.000533724
all-images-CVIU11-pattern34-target76 1 1 1 1 0 247 384 91 0 18 1 0 1 all-images-CVIU11-pattern34-target76 23 0.130435 5763 0.000510956
all-images-CVIU11-pattern34-target77 2 1 1 1 0 248 392 73 0 19 0 0 1 all-images-CVIU11-pattern34-target77 23 0.130435 5732 0.000515585
all-images-CVIU11-pattern34-target78 2 2 2 2 1 286 366 67 0 19 0 1 2 all-images-CVIU11-pattern34-target78 23 0.130435 5489 0.000538514
all-images-CVIU11-pattern34-target79 1 0 0 0 0 57 80 25 0 7 0 0 0 all-images-CVIU11-pattern34-target79 23 0.130435 2319 0.0012585
